feature;importance;importance_percentage;cumulative_importance_percentage
bearish_market_context_score;-0.0047654253;9.618675;9.618675
bullish_repeatAskBid_ratio;-0.0046095913;9.304135;18.92281
bearish_repeatAskBid_ratio;0.0037289653;7.5266533;26.449463
diffPriceCloseVWAP;-0.003366929;6.7959085;33.245373
bearish_extrem_abs_ratio_extrem;-0.0032785747;6.6175714;39.862946
vol_volatility_score;-0.002621222;5.290752;45.153698
diffPriceClose_VA16PvaH;-0.002026271;4.089885;49.243584
bearish_dsc_ask_bid_delta_imbalance;0.0017752554;3.5832279;52.826813
bearish_combined_pressure;0.0017482871;3.5287943;56.355606
bearish_repeat_ticks_ratio_extrem;0.001745701;3.5235744;59.87918
VolCandleMeanxRatio;0.0015151831;3.0582902;62.93747
diffLowPrice_0_1;-0.0013346196;2.6938355;65.6313
extrem_ask_bid_imbalance_bearish_extrem;0.0013302149;2.6849449;68.316246
pocDeltaPocVolRatio;0.0011813315;2.3844342;70.70068
bearish_extreme_volume_score;-0.0011681471;2.3578224;73.0585
bearish_imnbScore_score;-0.00097416766;1.9662887;75.02479
diffPriceClosePoc_0_2;0.0008504978;1.7166698;76.741455
diffVolDelta_0_1Ratio;0.000822504;1.6601663;78.40162
bearish_ask_score;-0.0008143415;1.6436908;80.04531
cumDiffVolDeltaRatio;-0.0007970114;1.6087112;81.65402
absorption_intensity_repeat_bearish_vol;-0.0007761076;1.5665184;83.22054
deltaTimestampOpeningSection5min;-0.00076790684;1.5499657;84.77051
poc_diff_ratio_6P_21P;0.0007626878;1.5394316;86.30994
bullish_absorption_intensity_repeat_count;-0.0007096981;1.4324757;87.74241
bearish_bid_abs_ratio_abv;0.00070192287;1.4167818;89.15919
diffPriceClosePoc_0_3;0.0006557098;1.323504;90.48269
bull_imbalance_high_2;0.0006501833;1.3123491;91.79504
bullish_asc_dynamics;0.00061012903;1.2315024;93.026535
market_regimeADX;-0.0005666645;1.1437724;94.17031
ratio_delta_vol_VA11P;-0.0005604949;1.1313194;95.30163
bearish_asc_dynamics;-0.0005071869;1.0237211;96.32535
bearish_extrem_dsc_ratio_extrem;0.00043256202;0.8730959;97.19844
price_volume_dynamic;-0.0004066057;0.82070494;98.01914
bearish_absorption_ratio;0.00038545197;0.7780076;98.79715
atr;-0.00029846362;0.6024278;99.399574
bearish_dsc_ask_bid_imbalance;0.00016814894;0.33939677;99.73897
diffPriceClosePoc_0_1;0.00012930784;0.26099876;99.99997
