true_label;predicted_label;prediction_probability;diffPriceClosePoc_0_1;diffPriceClosePoc_0_2;diffPriceClosePoc_0_3;diffHighPrice_0_1;diffHighPrice_0_2;diffHighPrice_0_3;diffPriceCloseVWAP;deltaTimestampOpeningSection1min;perctBB;diffVolCandle_0_1Ratio;diffVolDelta_0_1Ratio;asymetrie_volume;bear_imbalance_high_1;bear_imbalance_high_2;bear_imbalance_high_3;bull_imbalance_high_0;bull_imbalance_high_1;bull_imbalance_high_2;finished_auction_high;bearish_repeatAskBid_ratio;bearish_ask_score;bullish_ask_score;pocDeltaPocVolRatio;ratioDeltaAbv;candleSizeTicks;bearish_dsc_ask_bid_delta_imbalance;is_error;error_type
0;1;0.5615627;1.0;0.5;0.0;0.75;1.0;0.25;-16.007800000000316;1320;0.6024;-13.775;2.175;1.0;0.0;0.0909090909090909;0.4285714285714285;;5.0;2.333333333333333;1;0.85;0.025;;0.5;0.8;4.0;-0.075;True;False Positive
0;1;0.5564502;2.0;2.75;4.25;2.0;1.25;4.75;0.7061000000003332;675;0.9879;0.6949035812672176;0.3560606060606061;0.3154269972451791;0.2114285714285714;1.9876543209876545;0.3452380952380952;4.72972972972973;0.5031055900621118;2.896551724137931;1;0.9392670157068064;-0.393717277486911;0.4245472837022133;1.0;0.3863874345549738;9.0;0.2659685863874345;True;False Positive
0;1;0.5552943;1.25;1.0;2.0;1.75;1.25;2.0;13.340299999999845;870;0.8941;0.9347826086956522;0.5695652173913044;0.5217391304347826;0.1694915254237288;1.5;2.0;5.208031609195456;0.6666666666666666;0.5;1;0.9142857142857144;-0.48;0.7593417085747423;1.0;0.5428571428571428;7.0;0.2971428571428571;True;False Positive
0;1;0.55514777;2.5;2.5;3.5;3.25;3.0;4.0;0.6265000000003056;870;0.8823;0.8429378531073446;0.3231638418079096;-0.2045197740112994;0.2594936708860759;0.25;0.5882352941176471;3.8536585365853657;4.0;1.7;1;0.9460227272727272;-0.2244318181818181;0.4071294559099437;1.0;0.6534090909090909;14.0;0.2471590909090909;True;False Positive
0;1;0.55371565;1.25;0.75;1.75;1.75;1.25;2.25;24.230499999999665;1185;0.3301;0.1576524741081703;0.3693901035673188;0.4430379746835443;0.2754237288135593;2.9285714285714284;1.3472222222222223;3.630769230769231;0.3414634146341463;0.7422680412371134;1;0.9617224880382776;-0.3827751196172249;0.3264462809917355;1.0;0.3524720893141946;7.0;0.1690590111642743;True;False Positive
