Interaction;Value;Percentage_Contribution
bear_imbalance_high_3 <-> bull_imbalance_low_3;2.0738;0.0117
perct_VA21P <-> bull_imbalance_high_1;2.0264;0.0115
bear_imbalance_low_2 <-> cumDiffVolDeltaRatio;2.0231;0.0114
bearish_bid_score <-> bearish_dsc_ask_bid_delta_imbalance;2.0175;0.0114
bull_imbalance_low_3 <-> bullish_asc_ask_bid_delta_imbalance;2.0161;0.0114
ratio_delta_vol_VA16P <-> perct_VA11P;1.9846;0.0112
price_volume_dynamic <-> deltaTimestampOpeningSection1min;1.9728;0.0111
perctBB <-> naked_poc_dist_above;1.9011;0.0107
bearish_ask_bid_ratio <-> VolCandleMeanxRatio;1.8849;0.0107
diffVolCandle_0_1Ratio <-> bearish_absorption_score;1.8133;0.0102
bullish_imnbScore_score <-> bear_imbalance_high_1;1.7466;0.0099
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_6P_21P;1.7456;0.0099
bearish_ask_score <-> bearish_imnbScore_score;1.7454;0.0099
bullish_market_context_score <-> diffPriceClose_VA16PvaH;1.7124;0.0097
bearish_market_context_score <-> ratio_delta_vol_VA16P;1.6242;0.0092
bearish_dsc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;1.6083;0.0091
bearish_bid_abs_ratio_abv <-> bear_imbalance_high_1;1.6012;0.0090
diffPriceCloseVWAP <-> bull_imbalance_high_1;1.5931;0.0090
bearish_absorption_intensity_repeat_count <-> range_strength_5_23;1.5838;0.0089
diffPriceCloseVWAP <-> diffPriceClose_VA11PvaH;1.5735;0.0089
bear_imbalance_low_1 <-> diffPriceClose_VA21PvaL;1.5289;0.0086
ratio_delta_vol_VA16P <-> diffVolCandle_0_1Ratio;1.5257;0.0086
ratio_delta_vol_VA11P <-> range_strength_5_23;1.4041;0.0079
bear_imbalance_low_2 <-> diffPriceClose_VA11PvaL;1.3724;0.0078
VolCandleMeanxRatio <-> bearish_absorption_score;1.3600;0.0077
imbalance_score_high <-> cumDiffVolDeltaRatio;1.3574;0.0077
diffPriceCloseVWAP <-> bearish_ask_score;1.3078;0.0074
imbalance_score_high <-> bullish_imnbScore_score;1.3075;0.0074
diffPriceClose_VA11PvaL <-> bearish_imnbScore_score;1.2990;0.0073
bearish_absorption_intensity_repeat_count <-> diffPriceClose_VA11PvaL;1.2917;0.0073
bear_imbalance_high_2 <-> bull_imbalance_high_0;1.2835;0.0073
bullish_asc_ask_bid_delta_imbalance <-> imbalance_score_low;1.2814;0.0072
diffPriceCloseVWAP <-> bullish_imnbScore_score;1.2019;0.0068
VolCandleMeanxRatio <-> bearish_repeatAskBid_ratio;1.1859;0.0067
bull_imbalance_high_0 <-> bearish_dsc_ask_bid_delta_imbalance;1.1842;0.0067
perct_VA6P <-> ratio_delta_vol_VA6P;1.1513;0.0065
perct_VA21P <-> diffHighPrice_0_4;1.1491;0.0065
diffPriceClose_VA16PvaH <-> diffPriceClose_VA21PPoc;1.1123;0.0063
diffPriceClose_VA11PvaH <-> bear_imbalance_high_1;1.1045;0.0062
vol_volatility_score <-> diffPriceCloseVWAP;1.0982;0.0062
overlap_ratio_VA_6P_16P <-> bullish_ask_score;1.0591;0.0060
ratio_delta_vol_VA16P <-> range_strength_5_23;1.0458;0.0059
range_strength_5_23 <-> diffPriceClose_VA21PPoc;1.0216;0.0058
diffPriceClose_VA11PvaL <-> diffPriceCloseVWAP;1.0189;0.0058
bear_imbalance_high_2 <-> price_volume_dynamic;1.0132;0.0057
vol_volatility_score <-> bear_imbalance_low_2;0.9979;0.0056
overlap_ratio_VA_6P_16P <-> ratio_delta_vol_VA16P;0.9661;0.0055
bullish_repeatAskBid_ratio <-> perct_VA21P;0.9376;0.0053
diffPriceClose_VA21PPoc <-> bearish_asc_dynamics;0.9354;0.0053
bearish_combined_pressure <-> bullish_asc_ask_bid_delta_imbalance;0.9315;0.0053
diffLowPrice_0_5 <-> diffPriceCloseVWAP;0.9186;0.0052
perct_VA11P <-> diffPriceCloseVWAP;0.8891;0.0050
range_strength_5_23 <-> bullish_combined_pressure;0.8824;0.0050
bandWidthBB <-> naked_poc_dist_above;0.8820;0.0050
ratio_delta_vol_VA11P <-> bullish_ask_score;0.8652;0.0049
bearish_market_context_score <-> ratio_delta_vol_VA21P;0.8177;0.0046
market_regimeADX <-> diffPriceClose_VA21PPoc;0.8041;0.0045
ratio_delta_vol_VA16P <-> diffPriceClose_VA11PvaL;0.8040;0.0045
bear_imbalance_low_1 <-> bearish_ask_score;0.7913;0.0045
price_volume_dynamic <-> perct_VA21P;0.7778;0.0044
price_volume_dynamic <-> diffPriceClose_VA21PPoc;0.7725;0.0044
ratio_delta_vol_VA11P <-> bullish_asc_ask_bid_delta_imbalance;0.7207;0.0041
diffPriceClose_VA11PvaH <-> bearish_dsc_ask_bid_imbalance;0.6896;0.0039
deltaTimestampOpeningSection5min <-> bear_imbalance_high_1;0.6569;0.0037
finished_auction_high <-> diffPriceCloseVWAP;0.6265;0.0035
bandWidthBB <-> diffPriceClose_VA11PvaH;0.6218;0.0035
ratio_delta_vol_VA6P <-> overlap_ratio_VA_6P_21P;0.6207;0.0035
bear_imbalance_high_1 <-> bearish_asc_dynamics;0.5651;0.0032
deltaTimestampOpeningSection5min <-> cumDiffVolDeltaRatio;0.5471;0.0031
diffPriceClose_VA21PPoc <-> naked_poc_dist_above;0.5005;0.0028
bear_imbalance_high_2 <-> range_strength_5_23;0.4753;0.0027
bull_imbalance_high_0 <-> deltaTimestampOpeningSection1min;0.4589;0.0026
diffPriceCloseVWAP <-> bearish_market_context_score;0.4574;0.0026
bull_imbalance_high_0 <-> price_volume_dynamic;0.4549;0.0026
ratio_delta_vol_VA11P <-> bearish_imbalance_evolution;0.4506;0.0025
bearish_bid_score <-> diffVolDelta_0_1Ratio;0.4371;0.0025
bearish_absorption_ratio <-> ratio_delta_vol_VA11P;0.3960;0.0022
imbalance_score_low <-> diffPriceCloseVWAP;0.3940;0.0022
perct_VA21P <-> bearish_asc_ask_bid_delta_imbalance;0.3653;0.0021
perct_VA21P <-> bearish_dsc_ask_bid_imbalance;0.3379;0.0019
ratio_delta_vol_VA16P <-> bearish_absorption_score;0.3207;0.0018
overlap_ratio_VA_6P_11P <-> diffHighPrice_0_4;0.2709;0.0015
bearish_asc_ask_bid_delta_imbalance <-> ratio_delta_vol_VA16P;0.2630;0.0015
deltaTimestampOpeningSection5min <-> diffPriceCloseVWAP;0.2473;0.0014
bearish_imnbScore_score <-> diffHighPrice_0_4;0.2136;0.0012
ratio_delta_vol_VA6P <-> diffPriceClose_VA11PvaH;0.1887;0.0011
diffPriceClose_VA11PvaH <-> bearish_ask_score;0.1716;0.0010
bearish_repeatAskBid_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.1242;0.0007
bearish_asc_ask_bid_delta_imbalance <-> diffPriceClose_VA21PvaL;0.0268;0.0002
bearish_absorption_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_absorption_ratio <-> bear_imbalance_low_2;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_absorption_ratio <-> imbalance_score_low;0.0000;0.0000
bear_imbalance_high_2 <-> perctBB;0.0000;0.0000
bear_imbalance_high_2 <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_ratio;0.0000;0.0000
bearish_absorption_ratio <-> bullish_absorption_score;0.0000;0.0000
bullish_ask_score <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_absorption_ratio <-> bull_imbalance_low_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_bid_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_ask_score <-> ratio_delta_vol_VA21P;0.0000;0.0000
bullish_market_context_score <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bear_imbalance_high_2 <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bullish_ask_score <-> bull_imbalance_low_2;0.0000;0.0000
bearish_absorption_ratio <-> perct_VA21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_imnbScore_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_combined_pressure;0.0000;0.0000
bearish_absorption_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_absorption_ratio <-> market_regimeADX;0.0000;0.0000
bullish_ask_score <-> diffPriceClosePoc_0_4;0.0000;0.0000
bullish_ask_score <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_absorption_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_absorption_ratio <-> bear_imbalance_high_3;0.0000;0.0000
bullish_repeatAskBid_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA21P;0.0000;0.0000
bullish_ask_score <-> bear_imbalance_low_2;0.0000;0.0000
bullish_ask_score <-> bullish_absorption_score;0.0000;0.0000
bullish_ask_score <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bullish_ask_score <-> bearish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bear_imbalance_high_2 <-> finished_auction_high;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bear_imbalance_high_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_absorption_ratio <-> bearish_absorption_score;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_absorption_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_ask_score <-> bearish_imnbScore_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_ask_score;0.0000;0.0000
bear_imbalance_high_2 <-> diffHighPrice_0_4;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_low_2;0.0000;0.0000
bullish_ask_score <-> bullish_imnbScore_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bull_imbalance_low_2;0.0000;0.0000
bearish_absorption_ratio <-> bear_imbalance_high_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_absorption_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bear_imbalance_low_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> finished_auction_high;0.0000;0.0000
bullish_ask_score <-> vol_volatility_score;0.0000;0.0000
bullish_ask_score <-> price_volume_dynamic;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA16P;0.0000;0.0000
bullish_ask_score <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_absorption_ratio <-> bullish_ask_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_3;0.0000;0.0000
bullish_market_context_score <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bullish_absorption_score;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_absorption_ratio <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bullish_ask_score <-> perctBB;0.0000;0.0000
bullish_market_context_score <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> perct_VA11P;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> market_regimeADX;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bear_imbalance_low_2;0.0000;0.0000
bullish_ask_score <-> naked_poc_dist_above;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_ask_score <-> bandWidthBB;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bull_imbalance_high_0;0.0000;0.0000
bearish_absorption_ratio <-> bearish_ask_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_ask_ratio;0.0000;0.0000
bearish_absorption_ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_market_context_score <-> finished_auction_high;0.0000;0.0000
bullish_repeatAskBid_ratio <-> imbalance_score_low;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_5;0.0000;0.0000
bullish_ask_score <-> bullish_dsc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bear_imbalance_high_2;0.0000;0.0000
bearish_absorption_ratio <-> bullish_asc_dsc_ratio;0.0000;0.0000
bear_imbalance_high_2 <-> bandWidthBB;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_ask_score;0.0000;0.0000
bullish_ask_score <-> VolCandleMeanxRatio;0.0000;0.0000
bullish_ask_score <-> bullish_combined_pressure;0.0000;0.0000
bear_imbalance_high_2 <-> perct_VA11P;0.0000;0.0000
bearish_absorption_ratio <-> bull_imbalance_high_0;0.0000;0.0000
bullish_ask_score <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_ask_score <-> perct_VA6P;0.0000;0.0000
bullish_ask_score <-> ratio_delta_vol_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bull_imbalance_high_1;0.0000;0.0000
bearish_absorption_ratio <-> finished_auction_high;0.0000;0.0000
bear_imbalance_high_2 <-> perct_VA21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bull_imbalance_low_3;0.0000;0.0000
bullish_ask_score <-> imbalance_score_high;0.0000;0.0000
bearish_absorption_ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bullish_ask_score <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bullish_market_context_score <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bear_imbalance_low_1;0.0000;0.0000
bullish_ask_score <-> bearish_combined_pressure;0.0000;0.0000
bear_imbalance_high_2 <-> market_regimeADX;0.0000;0.0000
bear_imbalance_high_2 <-> naked_poc_dist_above;0.0000;0.0000
bearish_absorption_ratio <-> bull_imbalance_high_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> imbalance_score_high;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_imbalance_evolution;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_ask_score;0.0000;0.0000
bearish_absorption_ratio <-> bear_imbalance_low_1;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_asc_dsc_ratio;0.0000;0.0000
bear_imbalance_high_2 <-> ratio_delta_vol_VA11P;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_absorption_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bear_imbalance_high_2 <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_ask_score <-> diffLowPrice_0_5;0.0000;0.0000
bearish_absorption_ratio <-> imbalance_score_high;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_market_context_score;0.0000;0.0000
bear_imbalance_high_2 <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_absorption_ratio <-> ratio_delta_vol_VA6P;0.0000;0.0000
bullish_ask_score <-> bear_imbalance_low_1;0.0000;0.0000
bear_imbalance_high_2 <-> VolCandleMeanxRatio;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bullish_ask_score <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bear_imbalance_high_2 <-> diffLowPrice_0_5;0.0000;0.0000
bearish_absorption_ratio <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bear_imbalance_high_2 <-> bull_imbalance_high_1;0.0000;0.0000
bearish_absorption_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_dsc_dynamics;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_absorption_ratio <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_absorption_ratio <-> perct_VA6P;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_absorption_ratio <-> range_strength_5_23;0.0000;0.0000
bearish_absorption_ratio <-> bull_imbalance_low_3;0.0000;0.0000
bullish_ask_score <-> bull_imbalance_low_3;0.0000;0.0000
bearish_absorption_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_score <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_score <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bear_imbalance_high_2 <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_absorption_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bearish_absorption_ratio <-> bullish_dsc_dynamics;0.0000;0.0000
bear_imbalance_high_2 <-> cumDiffVolDeltaRatio;0.0000;0.0000
bear_imbalance_high_2 <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_absorption_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bear_imbalance_high_2 <-> ratio_delta_vol_VA21P;0.0000;0.0000
bullish_ask_score <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bear_imbalance_high_2 <-> bear_imbalance_high_1;0.0000;0.0000
bearish_absorption_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bearish_absorption_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_absorption_ratio <-> bear_imbalance_high_1;0.0000;0.0000
bullish_ask_score <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_ask_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bear_imbalance_high_2 <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bear_imbalance_high_2 <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bullish_ask_score <-> bull_imbalance_high_1;0.0000;0.0000
bearish_absorption_ratio <-> ratio_delta_vol_VA21P;0.0000;0.0000
bearish_absorption_ratio <-> bearish_imnbScore_score;0.0000;0.0000
bearish_absorption_ratio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_absorption_ratio <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bearish_absorption_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_ask_score <-> imbalance_score_low;0.0000;0.0000
bearish_absorption_ratio <-> bullish_combined_pressure;0.0000;0.0000
bearish_absorption_ratio <-> VolCandleMeanxRatio;0.0000;0.0000
bearish_absorption_ratio <-> bearish_combined_pressure;0.0000;0.0000
bearish_absorption_ratio <-> bullish_ask_ratio;0.0000;0.0000
bearish_absorption_ratio <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bear_imbalance_high_3;0.0000;0.0000
bullish_repeatAskBid_ratio <-> naked_poc_dist_above;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perctBB;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_4;0.0000;0.0000
bullish_repeatAskBid_ratio <-> range_strength_5_23;0.0000;0.0000
bullish_ask_score <-> bullish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA11P;0.0000;0.0000
bear_imbalance_high_2 <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_absorption_ratio <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> market_regimeADX;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bull_imbalance_high_0;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_absorption_ratio <-> ratio_delta_vol_VA16P;0.0000;0.0000
bearish_absorption_ratio <-> bearish_market_context_score;0.0000;0.0000
bearish_absorption_ratio <-> perctBB;0.0000;0.0000
bear_imbalance_high_2 <-> vol_volatility_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bandWidthBB;0.0000;0.0000
bullish_ask_score <-> ratio_delta_vol_VA16P;0.0000;0.0000
bullish_ask_score <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_imnbScore_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> vol_volatility_score;0.0000;0.0000
bearish_absorption_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> price_volume_dynamic;0.0000;0.0000
bearish_absorption_ratio <-> diffHighPrice_0_4;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_imnbScore_score;0.0000;0.0000
bullish_ask_score <-> diffHighPrice_0_3;0.0000;0.0000
bullish_repeatAskBid_ratio <-> finished_auction_high;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_combined_pressure;0.0000;0.0000
bearish_absorption_ratio <-> naked_poc_dist_above;0.0000;0.0000
bearish_absorption_ratio <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_absorption_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
bullish_ask_score <-> bearish_ask_score;0.0000;0.0000
bearish_absorption_ratio <-> bullish_market_context_score;0.0000;0.0000
bearish_absorption_ratio <-> price_volume_dynamic;0.0000;0.0000
bullish_ask_score <-> bullish_asc_dsc_ratio;0.0000;0.0000
bearish_absorption_ratio <-> vol_volatility_score;0.0000;0.0000
bearish_absorption_ratio <-> diffHighPrice_0_3;0.0000;0.0000
bearish_absorption_ratio <-> bullish_imnbScore_score;0.0000;0.0000
bear_imbalance_high_2 <-> bear_imbalance_low_1;0.0000;0.0000
bearish_absorption_ratio <-> bearish_bid_score;0.0000;0.0000
bearish_absorption_ratio <-> bandWidthBB;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_ask_ratio;0.0000;0.0000
bullish_ask_score <-> bullish_ask_ratio;0.0000;0.0000
bear_imbalance_high_2 <-> bull_imbalance_low_2;0.0000;0.0000
bear_imbalance_high_2 <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bear_imbalance_high_2 <-> diffHighPrice_0_3;0.0000;0.0000
bullish_ask_score <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_ask_score <-> bearish_absorption_score;0.0000;0.0000
bear_imbalance_high_2 <-> ratio_delta_vol_VA16P;0.0000;0.0000
bear_imbalance_high_2 <-> ratio_delta_vol_VA6P;0.0000;0.0000
bear_imbalance_high_2 <-> imbalance_score_high;0.0000;0.0000
bear_imbalance_high_2 <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bearish_absorption_ratio <-> diffLowPrice_0_5;0.0000;0.0000
bear_imbalance_high_2 <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_ask_bid_ratio;0.0000;0.0000
bear_imbalance_high_2 <-> bear_imbalance_low_2;0.0000;0.0000
bullish_ask_score <-> bearish_imbalance_evolution;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_absorption_score;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_imbalance_evolution <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_market_context_score <-> diffVolCandle_0_1Ratio;0.0000;0.0000
ratio_delta_vol_VA11P <-> bearish_absorption_score;0.0000;0.0000
overlap_ratio_VA_6P_16P <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
ratio_delta_vol_VA11P <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_bid_score <-> bull_imbalance_low_2;0.0000;0.0000
ratio_delta_vol_VA11P <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_bid_score <-> bullish_absorption_score;0.0000;0.0000
ratio_delta_vol_VA11P <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
ratio_delta_vol_VA11P <-> bearish_bid_score;0.0000;0.0000
bearish_bid_score <-> bearish_ask_bid_ratio;0.0000;0.0000
ratio_delta_vol_VA11P <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bearish_bid_score <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_bid_score <-> ratio_delta_vol_VA16P;0.0000;0.0000
ratio_delta_vol_VA11P <-> bearish_ask_score;0.0000;0.0000
overlap_ratio_VA_6P_16P <-> bearish_repeatAskBid_ratio;0.0000;0.0000
ratio_delta_vol_VA11P <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bearish_bid_score <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
ratio_delta_vol_VA11P <-> diffLowPrice_0_5;0.0000;0.0000
bearish_bid_score <-> bullish_ask_ratio;0.0000;0.0000
ratio_delta_vol_VA11P <-> imbalance_score_low;0.0000;0.0000
ratio_delta_vol_VA11P <-> bull_imbalance_high_1;0.0000;0.0000
