feature;importance;importance_percentage;cumulative_importance_percentage
bearish_extrem_abs_ratio_extrem;0.005875551;13.7684555;13.7684555
bullish_ask_ratio;-0.002644081;6.195999;19.964455
diffPriceClosePoc_0_3;0.0025064868;5.8735685;25.838024
bearish_dsc_ask_bid_delta_imbalance;-0.0021646277;5.0724735;30.910498
perct_VA11P;-0.0015556356;3.645394;34.555893
perct_VA16P;-0.0013353896;3.129281;37.685173
bearish_repeatAskBid_ratio;-0.0012333613;2.8901935;40.575367
bearish_extrem_revIntensity_ratio_extrem;0.0010531285;2.4678457;43.043213
bearish_market_context_score;0.001053127;2.467842;45.511055
overlap_ratio_VA_6P_16P;-0.00085297384;1.9988136;47.50987
bull_imbalance_low_3;-0.00084194593;1.9729714;49.48284
bearish_continuation_vs_reversal_extrem;-0.0008055456;1.8876728;51.370514
diffPriceClose_VA6PPoc;0.0007954978;1.8641273;53.234642
bullish_repeatAskBid_ratio;0.0007505523;1.7588043;54.993446
diffPriceCloseVWAP;0.0007301829;1.7110718;56.704517
extrem_zone_significance_bearish_extrem;-0.0007025414;1.6462982;58.350815
extrem_ask_bid_imbalance_bearish_extrem;-0.0006860367;1.607622;59.958435
ratio_delta_vol_VA11P;-0.00067777175;1.5882545;61.546688
extrem_asc_dsc_comparison_bearish_extrem;0.00066034374;1.5474145;63.0941
absorption_intensity_repeat_bullish_vol;-0.0005961685;1.3970296;64.49113
bullish_absorption_intensity_repeat_count;-0.0005927903;1.3891133;65.88024
bull_imbalance_high_1;-0.00056549086;1.3251413;67.20538
diffPriceCloseVWAPbyIndex;-0.00055202754;1.2935921;68.49898
ratio_delta_vol_VA21P;-0.0005434487;1.2734889;69.77247
bullish_absorption_score;-0.00049591635;1.162104;70.93457
bearish_ask_abs_ratio_abv;0.00049392245;1.1574317;72.092
bearish_absorption_score;0.0004885901;1.1449361;73.23694
diffPriceClosePoc_0_4;0.00046513785;1.0899793;74.32692
diffHighPrice_0_3;0.0004364681;1.0227963;75.34972
diffPriceClose_VA11PvaH;-0.0004223518;0.98971677;76.33943
VolPocVolCandleRatio;-0.00041827225;0.980157;77.31959
perct_VA21P;0.00041690806;0.97696024;78.29655
bull_imbalance_high_2;-0.00040390049;0.946479;79.24303
bearish_extrem_vs_rest_activity_extrem;0.00040239643;0.9429544;80.18598
overlap_ratio_VA_11P_21P;-0.0003718521;0.8713785;81.05736
diffPriceClosePoc_0_2;-0.0003576531;0.83810526;81.89546
bullish_asc_dynamics;-0.0003252897;0.76226664;82.65773
bearish_abs_diff_abv;0.0003236138;0.75833946;83.41607
bullish_imbalance_evolution;-0.00031802212;0.74523616;84.16131
ratio_delta_vol_VA16P;0.00031190322;0.7308974;84.892204
bearish_big_trade_ratio_extrem;-0.00030055045;0.70429397;85.5965
bearish_extrem_zone_volume_ratio_extrem;-0.00030033576;0.7037909;86.300285
bullish_dsc_dynamics;0.00029807744;0.69849885;86.99879
bearish_ask_ratio;0.0002836044;0.6645835;87.66337
diffPriceClose_VA21PvaL;-0.00028122513;0.659008;88.32237
bearish_bid_score;0.00027750124;0.65028167;88.97266
poc_diff_ratio_6P_16P;-0.00027310106;0.63997054;89.612625
bull_imbalance_high_0;-0.0002602671;0.6098961;90.22252
poc_diff_11P_21P;-0.00024850815;0.58234084;90.80486
absorption_intensity_repeat_bearish_vol;0.0002478866;0.58088434;91.38575
poc_diff_6P_11P;-0.00024311851;0.569711;91.95546
cumDiffVolDeltaRatio;-0.00024094248;0.56461185;92.52007
bullish_absorption_ratio;0.00023097168;0.5412468;93.06132
diffPriceClose_VA21PPoc;-0.00022112693;0.51817715;93.5795
bear_imbalance_high_1;-0.00021897294;0.5131296;94.09263
vol_volatility_score;-0.00020122144;0.47153166;94.56416
bearish_asc_ask_bid_imbalance;-0.00020002537;0.46872884;95.03289
diffLowPrice_0_1;-0.0001816105;0.42557642;95.458466
ratio_delta_vol_VA6P;-0.00017830286;0.41782543;95.87629
bullish_abs_diff_blw;-0.0001665945;0.39038873;96.26668
bearish_askBigStand_abs_ratio_abv;-0.00016251883;0.380838;96.647514
diffVolDelta_0_1Ratio;0.00015379932;0.36040518;97.00792
bearish_bidBigStand_abs_ratio_abv;-0.00014985124;0.35115346;97.35907
bearish_repeat_ticks_ratio_extrem;-0.00013426271;0.31462413;97.67369
poc_diff_6P_21P;-0.00013192416;0.30914408;97.982834
bullish_bid_score;-0.00012369175;0.28985268;98.27269
bearish_asc_ask_bid_delta_imbalance;-0.00010450744;0.24489719;98.517586
bear_imbalance_high_2;-6.404199e-05;0.1500726;98.667656
bullish_imnbScore_score;5.9947477e-05;0.14047775;98.808136
bearish_imbalance_evolution;-5.9106525e-05;0.1385071;98.94664
deltaTimestampOpeningSection1min;-5.342145e-05;0.125185;99.07182
bandWidthBB;-5.3221713e-05;0.12471693;99.19654
poc_diff_ratio_11P_21P;-4.6089648e-05;0.10800403;99.30454
bullish_asc_dsc_ratio;4.4822456e-05;0.105034575;99.40958
diffPriceClose_VA16PvaL;-4.3441458e-05;0.101798415;99.511375
poc_diff_ratio_6P_21P;-4.219353e-05;0.098874085;99.61025
market_regimeADX;-3.4806464e-05;0.08156362;99.69182
perct_VA6P;3.367114e-05;0.07890316;99.77072
poc_diff_6P_16P;-3.2677577e-05;0.0765749;99.8473
diffPriceClose_VA16PPoc;-2.2953072e-05;0.05378701;99.901085
bearish_extrem_pressure_ratio_extrem;2.1315944e-05;0.049950656;99.951035
poc_diff_ratio_6P_11P;-2.089337e-05;0.048960418;99.99999
perctBB;0.0;0.0;99.99999
bullish_asc_ask_bid_imbalance;0.0;0.0;99.99999
bullish_asc_ask_bid_delta_imbalance;0.0;0.0;99.99999
bullish_dsc_ask_bid_delta_imbalance;0.0;0.0;99.99999
extrem_asc_ratio_bearish_extrem;0.0;0.0;99.99999
bullish_dsc_ask_bid_imbalance;0.0;0.0;99.99999
VolAbv_vol_ratio;0.0;0.0;99.99999
diffPriceClose_VA6PvaL;0.0;0.0;99.99999
diffPriceClose_VA6PvaH;0.0;0.0;99.99999
bearish_dsc_ask_bid_imbalance;0.0;0.0;99.99999
diffPriceClose_VA11PPoc;0.0;0.0;99.99999
diffPriceClose_VA11PvaL;0.0;0.0;99.99999
bearish_dsc_dynamics;0.0;0.0;99.99999
bearish_asc_dynamics;0.0;0.0;99.99999
bearish_asc_dsc_ratio;0.0;0.0;99.99999
bullish_big_trade_imbalance_extrem;0.0;0.0;99.99999
bearish_extrem_dsc_ratio_extrem;0.0;0.0;99.99999
atr;0.0;0.0;99.99999
bearish_big_trade_imbalance_extrem;0.0;0.0;99.99999
diffLowPrice_0_5;0.0;0.0;99.99999
bearish_combined_pressure;0.0;0.0;99.99999
bullish_market_context_score;0.0;0.0;99.99999
diffPriceClosePoc_0_0;0.0;0.0;99.99999
diffPriceClosePoc_0_1;0.0;0.0;99.99999
diffPriceClosePoc_0_5;0.0;0.0;99.99999
price_volume_dynamic;0.0;0.0;99.99999
diffHighPrice_0_1;0.0;0.0;99.99999
count_abv_tot_ratio;0.0;0.0;99.99999
count_blw_tot_ratio;0.0;0.0;99.99999
count_AbvBlw_asym_ratio;0.0;0.0;99.99999
diffHighPrice_0_2;0.0;0.0;99.99999
diffHighPrice_0_4;0.0;0.0;99.99999
diffHighPrice_0_5;0.0;0.0;99.99999
diffLowPrice_0_2;0.0;0.0;99.99999
bearish_absorption_intensity_repeat_count;0.0;0.0;99.99999
diffLowPrice_0_3;0.0;0.0;99.99999
bullish_big_trade_ratio2_extrem;0.0;0.0;99.99999
bearish_big_trade_ratio2_extrem;0.0;0.0;99.99999
diffLowPrice_0_4;0.0;0.0;99.99999
bearish_absorption_ratio;0.0;0.0;99.99999
extrem_asc_dsc_comparison_bullish_extrem;0.0;0.0;99.99999
extrem_ask_bid_imbalance_bullish;0.0;0.0;99.99999
extrem_zone_significance_bullish_extrem;0.0;0.0;99.99999
extrem_dsc_ratio_bullish_extrem;0.0;0.0;99.99999
extrem_asc_ratio_bullish_extrem;0.0;0.0;99.99999
bullish_big_trade_ratio_extrem;0.0;0.0;99.99999
bullish_continuation_vs_reversal_extrem;0.0;0.0;99.99999
diffPriceClose_VA16PvaH;0.0;0.0;99.99999
is_in_range_10_32;0.0;0.0;99.99999
