Interaction;Value;Percentage_Contribution
bearish_extrem_abs_ratio_extrem <-> bearish_extrem_dsc_ratio_extrem;24.7820;0.1256
bearish_dsc_ask_bid_imbalance <-> bearish_bid_abs_ratio_abv;24.6331;0.1248
bearish_extreme_volume_score <-> market_regimeADX;24.6134;0.1247
bullish_absorption_intensity_repeat_count <-> diffPriceClosePoc_0_3;24.6073;0.1247
atr <-> bearish_asc_dynamics;24.5845;0.1246
diffPriceClosePoc_0_2 <-> bullish_asc_dynamics;24.5031;0.1241
VolCandleMeanxRatio <-> absorption_intensity_repeat_bearish_vol;24.1472;0.1223
atr <-> bullish_asc_dynamics;24.1357;0.1223
deltaTimestampOpeningSection5min <-> diffPriceClosePoc_0_2;24.1246;0.1222
bull_imbalance_high_2 <-> bullish_asc_dynamics;24.0886;0.1220
diffPriceClosePoc_0_2 <-> bearish_absorption_ratio;23.9451;0.1213
pocDeltaPocVolRatio <-> bearish_combined_pressure;23.9175;0.1212
diffPriceClosePoc_0_1 <-> bearish_dsc_ask_bid_delta_imbalance;23.8723;0.1210
bearish_absorption_ratio <-> bearish_extrem_dsc_ratio_extrem;23.8603;0.1209
diffPriceClosePoc_0_3 <-> bearish_extrem_abs_ratio_extrem;23.8094;0.1206
bearish_asc_dynamics <-> deltaTimestampOpeningSection5min;23.7979;0.1206
atr <-> extrem_ask_bid_imbalance_bearish_extrem;23.7861;0.1205
bearish_ask_score <-> deltaTimestampOpeningSection5min;23.7847;0.1205
cumDiffVolDeltaRatio <-> bearish_dsc_ask_bid_imbalance;23.6910;0.1200
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_3;23.5491;0.1193
bearish_imnbScore_score <-> extrem_ask_bid_imbalance_bearish_extrem;23.4543;0.1188
bearish_extrem_abs_ratio_extrem <-> bearish_imnbScore_score;23.4146;0.1186
bearish_absorption_ratio <-> bullish_asc_dynamics;23.2533;0.1178
bearish_repeat_ticks_ratio_extrem <-> diffPriceClosePoc_0_3;22.9711;0.1164
bearish_repeat_ticks_ratio_extrem <-> bearish_extrem_dsc_ratio_extrem;22.9552;0.1163
atr <-> bullish_repeatAskBid_ratio;22.8374;0.1157
price_volume_dynamic <-> pocDeltaPocVolRatio;22.7988;0.1155
pocDeltaPocVolRatio <-> diffPriceClosePoc_0_1;22.7810;0.1154
bullish_repeatAskBid_ratio <-> bull_imbalance_high_2;22.6420;0.1147
bearish_extrem_abs_ratio_extrem <-> market_regimeADX;22.6284;0.1147
bearish_imnbScore_score <-> bearish_repeatAskBid_ratio;22.5564;0.1143
extrem_ask_bid_imbalance_bearish_extrem <-> bearish_extreme_volume_score;22.5383;0.1142
bearish_dsc_ask_bid_delta_imbalance <-> bearish_imnbScore_score;22.1747;0.1124
deltaTimestampOpeningSection5min <-> poc_diff_ratio_6P_21P;22.1730;0.1123
bearish_absorption_ratio <-> bearish_dsc_ask_bid_imbalance;22.0677;0.1118
diffPriceClosePoc_0_3 <-> bearish_combined_pressure;22.0512;0.1117
bearish_bid_abs_ratio_abv <-> cumDiffVolDeltaRatio;21.9827;0.1114
bearish_bid_abs_ratio_abv <-> bearish_absorption_ratio;21.9635;0.1113
ratio_delta_vol_VA11P <-> bull_imbalance_high_2;21.8811;0.1109
cumDiffVolDeltaRatio <-> bearish_ask_score;21.7921;0.1104
bearish_dsc_ask_bid_imbalance <-> bearish_market_context_score;21.6063;0.1095
bearish_combined_pressure <-> bearish_extrem_dsc_ratio_extrem;21.3312;0.1081
diffPriceClose_VA16PvaH <-> ratio_delta_vol_VA11P;21.1861;0.1073
market_regimeADX <-> ratio_delta_vol_VA11P;21.1072;0.1069
poc_diff_ratio_6P_21P <-> bearish_repeatAskBid_ratio;20.7580;0.1052
bullish_absorption_intensity_repeat_count <-> diffPriceClose_VA16PvaH;20.6836;0.1048
bull_imbalance_high_2 <-> absorption_intensity_repeat_bearish_vol;20.6781;0.1048
extrem_ask_bid_imbalance_bearish_extrem <-> diffPriceClosePoc_0_2;20.5565;0.1042
diffPriceClose_VA16PvaH <-> bullish_asc_dynamics;20.5510;0.1041
ratio_delta_vol_VA11P <-> cumDiffVolDeltaRatio;20.5384;0.1041
bearish_extreme_volume_score <-> price_volume_dynamic;20.4003;0.1034
vol_volatility_score <-> atr;20.3448;0.1031
extrem_ask_bid_imbalance_bearish_extrem <-> poc_diff_ratio_6P_21P;20.1645;0.1022
bearish_bid_abs_ratio_abv <-> ratio_delta_vol_VA11P;20.1535;0.1021
bearish_asc_dynamics <-> ratio_delta_vol_VA11P;19.0663;0.0966
bearish_bid_abs_ratio_abv <-> diffPriceClosePoc_0_2;19.0378;0.0965
bearish_extreme_volume_score <-> ratio_delta_vol_VA11P;18.9786;0.0962
atr <-> bearish_extreme_volume_score;18.8998;0.0958
bearish_extrem_dsc_ratio_extrem <-> vol_volatility_score;18.8785;0.0957
bearish_repeatAskBid_ratio <-> bearish_extrem_dsc_ratio_extrem;18.8403;0.0955
market_regimeADX <-> bullish_absorption_intensity_repeat_count;18.8119;0.0953
diffPriceClosePoc_0_3 <-> bull_imbalance_high_2;18.8018;0.0953
absorption_intensity_repeat_bearish_vol <-> bearish_combined_pressure;18.7556;0.0950
bearish_absorption_ratio <-> diffVolDelta_0_1Ratio;18.5780;0.0941
bearish_asc_dynamics <-> bearish_extrem_dsc_ratio_extrem;18.5566;0.0940
bearish_absorption_ratio <-> atr;18.4724;0.0936
bearish_repeat_ticks_ratio_extrem <-> ratio_delta_vol_VA11P;18.3651;0.0931
market_regimeADX <-> bearish_extrem_dsc_ratio_extrem;18.3367;0.0929
bearish_extrem_abs_ratio_extrem <-> diffVolDelta_0_1Ratio;17.8359;0.0904
diffPriceCloseVWAP <-> bearish_asc_dynamics;17.8184;0.0903
bearish_combined_pressure <-> bearish_extrem_abs_ratio_extrem;17.7060;0.0897
deltaTimestampOpeningSection5min <-> bullish_repeatAskBid_ratio;17.6626;0.0895
vol_volatility_score <-> diffPriceClosePoc_0_1;17.5937;0.0891
bearish_ask_score <-> market_regimeADX;17.5661;0.0890
deltaTimestampOpeningSection5min <-> ratio_delta_vol_VA11P;17.5205;0.0888
pocDeltaPocVolRatio <-> poc_diff_ratio_6P_21P;17.4672;0.0885
poc_diff_ratio_6P_21P <-> bearish_market_context_score;17.4253;0.0883
deltaTimestampOpeningSection5min <-> bearish_extreme_volume_score;17.3902;0.0881
market_regimeADX <-> bullish_repeatAskBid_ratio;17.3496;0.0879
bearish_dsc_ask_bid_delta_imbalance <-> bullish_asc_dynamics;17.3283;0.0878
bearish_imnbScore_score <-> diffPriceClosePoc_0_3;17.1242;0.0868
deltaTimestampOpeningSection5min <-> cumDiffVolDeltaRatio;17.0826;0.0866
market_regimeADX <-> bull_imbalance_high_2;16.9977;0.0861
price_volume_dynamic <-> extrem_ask_bid_imbalance_bearish_extrem;16.9122;0.0857
price_volume_dynamic <-> diffPriceClosePoc_0_3;16.8931;0.0856
diffPriceCloseVWAP <-> bearish_dsc_ask_bid_imbalance;16.5079;0.0836
diffVolDelta_0_1Ratio <-> extrem_ask_bid_imbalance_bearish_extrem;16.4224;0.0832
cumDiffVolDeltaRatio <-> bearish_repeat_ticks_ratio_extrem;16.3830;0.0830
diffPriceCloseVWAP <-> bearish_absorption_ratio;16.2270;0.0822
bull_imbalance_high_2 <-> price_volume_dynamic;16.1014;0.0816
bearish_imnbScore_score <-> bull_imbalance_high_2;15.7551;0.0798
diffVolDelta_0_1Ratio <-> bearish_imnbScore_score;15.7023;0.0796
diffPriceClosePoc_0_1 <-> bearish_repeat_ticks_ratio_extrem;15.4903;0.0785
bearish_ask_score <-> bearish_extreme_volume_score;15.2549;0.0773
absorption_intensity_repeat_bearish_vol <-> bearish_extreme_volume_score;15.1764;0.0769
bullish_absorption_intensity_repeat_count <-> poc_diff_ratio_6P_21P;15.1726;0.0769
diffPriceClose_VA16PvaH <-> pocDeltaPocVolRatio;15.1634;0.0768
diffPriceClosePoc_0_3 <-> bearish_absorption_ratio;15.1169;0.0766
diffLowPrice_0_1 <-> market_regimeADX;15.0914;0.0765
bearish_extrem_dsc_ratio_extrem <-> extrem_ask_bid_imbalance_bearish_extrem;15.0719;0.0764
bearish_dsc_ask_bid_delta_imbalance <-> diffLowPrice_0_1;15.0658;0.0763
bearish_bid_abs_ratio_abv <-> bullish_repeatAskBid_ratio;15.0289;0.0761
bearish_extrem_dsc_ratio_extrem <-> bearish_bid_abs_ratio_abv;15.0213;0.0761
bearish_bid_abs_ratio_abv <-> bullish_asc_dynamics;14.8315;0.0751
atr <-> bearish_extrem_dsc_ratio_extrem;14.8171;0.0751
price_volume_dynamic <-> diffPriceCloseVWAP;14.7219;0.0746
cumDiffVolDeltaRatio <-> poc_diff_ratio_6P_21P;14.6173;0.0741
bearish_imnbScore_score <-> market_regimeADX;14.4403;0.0732
diffVolDelta_0_1Ratio <-> bull_imbalance_high_2;14.4091;0.0730
diffPriceClose_VA16PvaH <-> diffLowPrice_0_1;14.3982;0.0730
diffPriceClose_VA16PvaH <-> bullish_repeatAskBid_ratio;14.3816;0.0729
extrem_ask_bid_imbalance_bearish_extrem <-> market_regimeADX;14.0647;0.0713
bearish_repeat_ticks_ratio_extrem <-> bullish_asc_dynamics;13.9834;0.0708
atr <-> diffPriceClosePoc_0_1;13.9804;0.0708
cumDiffVolDeltaRatio <-> absorption_intensity_repeat_bearish_vol;13.9785;0.0708
poc_diff_ratio_6P_21P <-> diffPriceClosePoc_0_2;13.9759;0.0708
bearish_extrem_dsc_ratio_extrem <-> price_volume_dynamic;13.9162;0.0705
diffPriceClosePoc_0_1 <-> bearish_dsc_ask_bid_imbalance;13.8474;0.0702
bearish_extrem_abs_ratio_extrem <-> price_volume_dynamic;13.7759;0.0698
cumDiffVolDeltaRatio <-> bearish_extreme_volume_score;13.5697;0.0688
diffPriceClosePoc_0_1 <-> bullish_absorption_intensity_repeat_count;13.5502;0.0687
bearish_dsc_ask_bid_delta_imbalance <-> market_regimeADX;13.5368;0.0686
diffPriceClosePoc_0_3 <-> ratio_delta_vol_VA11P;13.5318;0.0686
diffPriceClosePoc_0_2 <-> VolCandleMeanxRatio;13.3908;0.0678
poc_diff_ratio_6P_21P <-> ratio_delta_vol_VA11P;13.3501;0.0676
bullish_repeatAskBid_ratio <-> bearish_imnbScore_score;13.2739;0.0673
diffPriceClosePoc_0_1 <-> diffVolDelta_0_1Ratio;13.2667;0.0672
price_volume_dynamic <-> bullish_asc_dynamics;13.0444;0.0661
extrem_ask_bid_imbalance_bearish_extrem <-> diffPriceCloseVWAP;12.9820;0.0658
bearish_combined_pressure <-> bearish_market_context_score;12.8862;0.0653
bull_imbalance_high_2 <-> diffPriceCloseVWAP;12.5853;0.0638
deltaTimestampOpeningSection5min <-> diffVolDelta_0_1Ratio;12.5403;0.0635
bearish_absorption_ratio <-> ratio_delta_vol_VA11P;12.4261;0.0630
diffPriceClosePoc_0_3 <-> bearish_dsc_ask_bid_delta_imbalance;12.2227;0.0619
diffVolDelta_0_1Ratio <-> bearish_combined_pressure;12.1962;0.0618
cumDiffVolDeltaRatio <-> bearish_imnbScore_score;12.1745;0.0617
pocDeltaPocVolRatio <-> market_regimeADX;11.9366;0.0605
market_regimeADX <-> bearish_bid_abs_ratio_abv;11.9090;0.0603
bearish_asc_dynamics <-> poc_diff_ratio_6P_21P;11.8378;0.0600
deltaTimestampOpeningSection5min <-> bull_imbalance_high_2;11.7657;0.0596
bearish_repeat_ticks_ratio_extrem <-> bearish_dsc_ask_bid_imbalance;11.4624;0.0581
bearish_combined_pressure <-> ratio_delta_vol_VA11P;11.3956;0.0577
bearish_extrem_dsc_ratio_extrem <-> diffPriceClose_VA16PvaH;11.0195;0.0558
bearish_imnbScore_score <-> diffPriceClosePoc_0_1;10.9931;0.0557
bearish_asc_dynamics <-> bull_imbalance_high_2;10.8662;0.0551
cumDiffVolDeltaRatio <-> bull_imbalance_high_2;10.6391;0.0539
bull_imbalance_high_2 <-> diffPriceClosePoc_0_2;10.4890;0.0531
absorption_intensity_repeat_bearish_vol <-> diffPriceClose_VA16PvaH;10.4817;0.0531
deltaTimestampOpeningSection5min <-> bearish_extrem_dsc_ratio_extrem;10.3059;0.0522
bearish_bid_abs_ratio_abv <-> bearish_ask_score;10.2968;0.0522
bearish_extreme_volume_score <-> diffPriceClosePoc_0_2;10.2946;0.0522
absorption_intensity_repeat_bearish_vol <-> bullish_absorption_intensity_repeat_count;10.2883;0.0521
extrem_ask_bid_imbalance_bearish_extrem <-> diffLowPrice_0_1;10.1718;0.0515
bearish_bid_abs_ratio_abv <-> diffPriceCloseVWAP;10.1380;0.0514
bearish_asc_dynamics <-> market_regimeADX;10.1146;0.0512
VolCandleMeanxRatio <-> price_volume_dynamic;10.0625;0.0510
bearish_bid_abs_ratio_abv <-> diffPriceClose_VA16PvaH;10.0143;0.0507
diffLowPrice_0_1 <-> bearish_ask_score;9.7507;0.0494
ratio_delta_vol_VA11P <-> absorption_intensity_repeat_bearish_vol;9.7031;0.0492
bullish_asc_dynamics <-> diffPriceClosePoc_0_1;9.6752;0.0490
bearish_extrem_dsc_ratio_extrem <-> bearish_ask_score;9.6522;0.0489
bearish_dsc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;9.6313;0.0488
bearish_absorption_ratio <-> market_regimeADX;9.6303;0.0488
market_regimeADX <-> price_volume_dynamic;9.6067;0.0487
diffPriceClosePoc_0_1 <-> bearish_repeatAskBid_ratio;9.5627;0.0485
extrem_ask_bid_imbalance_bearish_extrem <-> bearish_dsc_ask_bid_delta_imbalance;9.5531;0.0484
bearish_imnbScore_score <-> diffPriceClosePoc_0_2;9.5142;0.0482
diffLowPrice_0_1 <-> deltaTimestampOpeningSection5min;9.4964;0.0481
bearish_combined_pressure <-> poc_diff_ratio_6P_21P;9.4168;0.0477
poc_diff_ratio_6P_21P <-> atr;9.3245;0.0472
bearish_extrem_dsc_ratio_extrem <-> diffPriceClosePoc_0_3;9.3152;0.0472
diffPriceClosePoc_0_3 <-> extrem_ask_bid_imbalance_bearish_extrem;9.2046;0.0466
diffPriceClosePoc_0_1 <-> deltaTimestampOpeningSection5min;9.1797;0.0465
bearish_asc_dynamics <-> pocDeltaPocVolRatio;8.9526;0.0454
diffVolDelta_0_1Ratio <-> bullish_absorption_intensity_repeat_count;8.7369;0.0443
diffPriceClosePoc_0_3 <-> bearish_ask_score;8.7342;0.0443
pocDeltaPocVolRatio <-> diffVolDelta_0_1Ratio;8.6384;0.0438
bearish_bid_abs_ratio_abv <-> pocDeltaPocVolRatio;8.5700;0.0434
bearish_imnbScore_score <-> ratio_delta_vol_VA11P;8.3326;0.0422
atr <-> diffPriceClosePoc_0_2;8.3039;0.0421
bullish_absorption_intensity_repeat_count <-> bearish_ask_score;8.2872;0.0420
diffLowPrice_0_1 <-> diffPriceCloseVWAP;8.2603;0.0419
diffPriceClosePoc_0_3 <-> bearish_extreme_volume_score;8.1554;0.0413
diffVolDelta_0_1Ratio <-> market_regimeADX;8.1227;0.0412
bearish_ask_score <-> diffPriceClosePoc_0_2;7.9815;0.0404
vol_volatility_score <-> price_volume_dynamic;7.9472;0.0403
ratio_delta_vol_VA11P <-> diffVolDelta_0_1Ratio;7.9386;0.0402
bearish_asc_dynamics <-> diffVolDelta_0_1Ratio;7.9264;0.0402
bearish_imnbScore_score <-> atr;7.6790;0.0389
diffPriceClosePoc_0_3 <-> diffPriceCloseVWAP;7.5721;0.0384
diffPriceClosePoc_0_1 <-> bearish_combined_pressure;7.5537;0.0383
bullish_absorption_intensity_repeat_count <-> bearish_asc_dynamics;7.5141;0.0381
bull_imbalance_high_2 <-> bearish_absorption_ratio;7.4158;0.0376
bullish_asc_dynamics <-> diffPriceClosePoc_0_3;7.1068;0.0360
cumDiffVolDeltaRatio <-> diffPriceClosePoc_0_3;7.0751;0.0358
atr <-> bearish_combined_pressure;7.0603;0.0358
ratio_delta_vol_VA11P <-> diffPriceClosePoc_0_1;6.9966;0.0354
pocDeltaPocVolRatio <-> bearish_imnbScore_score;6.9632;0.0353
bearish_dsc_ask_bid_imbalance <-> bull_imbalance_high_2;6.9345;0.0351
price_volume_dynamic <-> absorption_intensity_repeat_bearish_vol;6.8441;0.0347
diffPriceClosePoc_0_2 <-> diffPriceClosePoc_0_3;6.7666;0.0343
diffLowPrice_0_1 <-> price_volume_dynamic;6.4438;0.0326
diffLowPrice_0_1 <-> pocDeltaPocVolRatio;6.4436;0.0326
price_volume_dynamic <-> cumDiffVolDeltaRatio;6.2810;0.0318
diffPriceClosePoc_0_1 <-> diffPriceClose_VA16PvaH;6.1904;0.0314
absorption_intensity_repeat_bearish_vol <-> bearish_imnbScore_score;6.1731;0.0313
atr <-> diffPriceClosePoc_0_3;6.1562;0.0312
bearish_dsc_ask_bid_imbalance <-> diffPriceClosePoc_0_3;6.1008;0.0309
diffLowPrice_0_1 <-> cumDiffVolDeltaRatio;5.8886;0.0298
bearish_market_context_score <-> price_volume_dynamic;5.8822;0.0298
pocDeltaPocVolRatio <-> absorption_intensity_repeat_bearish_vol;5.7968;0.0294
bearish_asc_dynamics <-> bearish_absorption_ratio;5.7929;0.0294
bearish_imnbScore_score <-> bearish_absorption_ratio;5.7866;0.0293
diffLowPrice_0_1 <-> bearish_combined_pressure;5.7828;0.0293
atr <-> diffPriceClose_VA16PvaH;5.6995;0.0289
bearish_asc_dynamics <-> bearish_ask_score;5.5906;0.0283
bearish_ask_score <-> bearish_repeat_ticks_ratio_extrem;5.5471;0.0281
absorption_intensity_repeat_bearish_vol <-> diffPriceClosePoc_0_3;5.4137;0.0274
bearish_extrem_dsc_ratio_extrem <-> diffPriceCloseVWAP;5.2941;0.0268
bearish_asc_dynamics <-> bullish_asc_dynamics;5.2884;0.0268
diffVolDelta_0_1Ratio <-> atr;5.2673;0.0267
diffPriceClosePoc_0_1 <-> bearish_market_context_score;5.1816;0.0263
diffPriceCloseVWAP <-> diffPriceClosePoc_0_1;5.1560;0.0261
diffPriceClosePoc_0_1 <-> diffLowPrice_0_1;4.8582;0.0246
bull_imbalance_high_2 <-> diffPriceClosePoc_0_1;4.7465;0.0240
ratio_delta_vol_VA11P <-> bearish_dsc_ask_bid_imbalance;4.7013;0.0238
bearish_ask_score <-> bearish_absorption_ratio;4.5371;0.0230
diffPriceClose_VA16PvaH <-> market_regimeADX;4.4411;0.0225
bullish_absorption_intensity_repeat_count <-> price_volume_dynamic;4.2550;0.0216
bearish_ask_score <-> diffPriceClosePoc_0_1;4.1178;0.0209
diffPriceClosePoc_0_2 <-> absorption_intensity_repeat_bearish_vol;4.0703;0.0206
diffPriceClosePoc_0_2 <-> bearish_extrem_dsc_ratio_extrem;4.0238;0.0204
diffPriceClosePoc_0_2 <-> ratio_delta_vol_VA11P;3.8773;0.0196
market_regimeADX <-> diffPriceClosePoc_0_2;3.8021;0.0193
bearish_extreme_volume_score <-> diffPriceClose_VA16PvaH;3.7413;0.0190
diffLowPrice_0_1 <-> absorption_intensity_repeat_bearish_vol;3.5785;0.0181
diffPriceClosePoc_0_1 <-> bearish_extrem_dsc_ratio_extrem;3.4634;0.0175
diffLowPrice_0_1 <-> atr;3.3716;0.0171
bearish_ask_score <-> diffVolDelta_0_1Ratio;3.3211;0.0168
poc_diff_ratio_6P_21P <-> diffVolDelta_0_1Ratio;3.3071;0.0168
absorption_intensity_repeat_bearish_vol <-> bearish_extrem_abs_ratio_extrem;3.2356;0.0164
diffPriceClosePoc_0_2 <-> diffPriceClosePoc_0_1;3.1828;0.0161
bearish_imnbScore_score <-> bearish_extrem_dsc_ratio_extrem;3.0484;0.0154
bearish_absorption_ratio <-> absorption_intensity_repeat_bearish_vol;3.0466;0.0154
cumDiffVolDeltaRatio <-> bearish_absorption_ratio;3.0406;0.0154
diffLowPrice_0_1 <-> bearish_asc_dynamics;3.0369;0.0154
bearish_combined_pressure <-> cumDiffVolDeltaRatio;3.0002;0.0152
diffPriceClose_VA16PvaH <-> bearish_combined_pressure;2.9222;0.0148
bearish_asc_dynamics <-> diffPriceClosePoc_0_2;2.8489;0.0144
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_1;2.7506;0.0139
diffPriceClosePoc_0_1 <-> bearish_bid_abs_ratio_abv;2.7474;0.0139
bearish_extrem_dsc_ratio_extrem <-> ratio_delta_vol_VA11P;2.7276;0.0138
bearish_dsc_ask_bid_imbalance <-> absorption_intensity_repeat_bearish_vol;2.5435;0.0129
diffPriceClosePoc_0_3 <-> bearish_asc_dynamics;2.4716;0.0125
diffLowPrice_0_1 <-> bull_imbalance_high_2;2.4411;0.0124
bullish_absorption_intensity_repeat_count <-> bearish_combined_pressure;2.2581;0.0114
market_regimeADX <-> diffPriceClosePoc_0_3;2.1405;0.0108
poc_diff_ratio_6P_21P <-> diffLowPrice_0_1;2.1094;0.0107
diffVolDelta_0_1Ratio <-> diffPriceClosePoc_0_2;2.0848;0.0106
diffLowPrice_0_1 <-> diffPriceClosePoc_0_3;2.0830;0.0106
market_regimeADX <-> diffPriceClosePoc_0_1;2.0437;0.0104
diffLowPrice_0_1 <-> bearish_absorption_ratio;2.0180;0.0102
bullish_absorption_intensity_repeat_count <-> diffLowPrice_0_1;1.7722;0.0090
diffLowPrice_0_1 <-> bearish_extrem_dsc_ratio_extrem;1.5703;0.0080
price_volume_dynamic <-> bearish_asc_dynamics;1.5699;0.0080
bearish_ask_score <-> absorption_intensity_repeat_bearish_vol;1.5258;0.0077
bearish_repeat_ticks_ratio_extrem <-> diffPriceClosePoc_0_2;1.4523;0.0074
price_volume_dynamic <-> ratio_delta_vol_VA11P;1.3728;0.0070
bearish_bid_abs_ratio_abv <-> diffLowPrice_0_1;1.3671;0.0069
price_volume_dynamic <-> bearish_imnbScore_score;1.1817;0.0060
cumDiffVolDeltaRatio <-> bearish_extrem_dsc_ratio_extrem;1.0794;0.0055
bearish_bid_abs_ratio_abv <-> extrem_ask_bid_imbalance_bearish_extrem;0.9720;0.0049
diffPriceClose_VA16PvaH <-> diffVolDelta_0_1Ratio;0.9237;0.0047
bearish_dsc_ask_bid_imbalance <-> bullish_absorption_intensity_repeat_count;0.8323;0.0042
atr <-> bearish_ask_score;0.8243;0.0042
bearish_asc_dynamics <-> bearish_repeat_ticks_ratio_extrem;0.8117;0.0041
bullish_asc_dynamics <-> diffLowPrice_0_1;0.7148;0.0036
bearish_absorption_ratio <-> poc_diff_ratio_6P_21P;0.7072;0.0036
bearish_dsc_ask_bid_imbalance <-> diffPriceClose_VA16PvaH;0.6893;0.0035
absorption_intensity_repeat_bearish_vol <-> bearish_bid_abs_ratio_abv;0.6887;0.0035
bearish_combined_pressure <-> bearish_ask_score;0.5873;0.0030
bearish_bid_abs_ratio_abv <-> diffPriceClosePoc_0_3;0.5748;0.0029
diffLowPrice_0_1 <-> bearish_imnbScore_score;0.5028;0.0025
price_volume_dynamic <-> bearish_absorption_ratio;0.4689;0.0024
diffVolDelta_0_1Ratio <-> diffPriceClosePoc_0_3;0.4324;0.0022
bearish_dsc_ask_bid_imbalance <-> diffLowPrice_0_1;0.4255;0.0022
bearish_imnbScore_score <-> bearish_bid_abs_ratio_abv;0.3235;0.0016
bearish_bid_abs_ratio_abv <-> bearish_combined_pressure;0.2136;0.0011
extrem_ask_bid_imbalance_bearish_extrem <-> ratio_delta_vol_VA11P;0.1990;0.0010
diffPriceClosePoc_0_3 <-> diffPriceClosePoc_0_1;0.0303;0.0002
diffVolDelta_0_1Ratio <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_imnbScore_score <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
diffVolDelta_0_1Ratio <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_imnbScore_score <-> bearish_ask_score;0.0000;0.0000
diffVolDelta_0_1Ratio <-> price_volume_dynamic;0.0000;0.0000
bearish_imnbScore_score <-> bullish_asc_dynamics;0.0000;0.0000
bearish_imnbScore_score <-> bearish_combined_pressure;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> price_volume_dynamic;0.0000;0.0000
diffPriceClosePoc_0_2 <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
diffPriceClosePoc_0_2 <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bullish_asc_dynamics;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_asc_dynamics;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_extrem_dsc_ratio_extrem <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_extrem_dsc_ratio_extrem <-> poc_diff_ratio_6P_21P;0.0000;0.0000
extrem_ask_bid_imbalance_bearish_extrem <-> diffPriceClosePoc_0_1;0.0000;0.0000
diffPriceClosePoc_0_2 <-> bullish_repeatAskBid_ratio;0.0000;0.0000
diffPriceClose_VA16PvaH <-> bearish_asc_dynamics;0.0000;0.0000
bearish_combined_pressure <-> bearish_asc_dynamics;0.0000;0.0000
diffPriceClosePoc_0_1 <-> price_volume_dynamic;0.0000;0.0000
diffPriceClosePoc_0_1 <-> bearish_absorption_ratio;0.0000;0.0000
diffPriceClosePoc_0_1 <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
diffPriceClosePoc_0_1 <-> bearish_asc_dynamics;0.0000;0.0000
diffPriceClosePoc_0_1 <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_ask_score <-> price_volume_dynamic;0.0000;0.0000
market_regimeADX <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
market_regimeADX <-> poc_diff_ratio_6P_21P;0.0000;0.0000
absorption_intensity_repeat_bearish_vol <-> bullish_asc_dynamics;0.0000;0.0000
absorption_intensity_repeat_bearish_vol <-> atr;0.0000;0.0000
absorption_intensity_repeat_bearish_vol <-> bearish_asc_dynamics;0.0000;0.0000
bearish_asc_dynamics <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
poc_diff_ratio_6P_21P <-> bullish_asc_dynamics;0.0000;0.0000
price_volume_dynamic <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
diffPriceClosePoc_0_3 <-> pocDeltaPocVolRatio;0.0000;0.0000
