Feature;Global_Mean;Selected_Mean;Difference
bearish_ask_score;-0.013356332222922285;-0.013391490439907342;-3.515821698505707e-05
cumDiffVolDeltaRatio;0.18845788096339447;0.1881840914793164;-0.0002737894840780797
deltaTimestampOpeningSection5min;955.1507095449379;954.8919395743742;-0.25876997056366235
bearish_imnbScore_score;0.24446508049995563;0.24443028244404139;-3.4798055914248005e-05
diffVolDelta_0_1Ratio;0.08127997565883856;0.08043399974264684;-0.0008459759161917185
diffLowPrice_0_1;0.6614902277144219;0.6635149042525821;0.002024676538160186
bearish_extreme_volume_score;0.6722395970024941;0.6737692183498271;0.0015296213473329212
pocDeltaPocVolRatio;0.05909337943121537;0.05853604531842448;-0.0005573341127908873
extrem_ask_bid_imbalance_bearish_extrem;0.1286312181294841;0.12773977049580185;-0.000891447633682263
bearish_dsc_ask_bid_delta_imbalance;-0.0988417564345029;-0.09863523691288582;0.0002065195216170712
VolCandleMeanxRatio;1.7059875621882885;1.708700435921088;0.0027128737327994923
bearish_repeat_ticks_ratio_extrem;0.9258792568304668;0.9264716335704354;0.000592376739968592
bearish_combined_pressure;-0.017699334145717175;-0.0177256479575232;-2.631381180602521e-05
diffPriceClose_VA16PvaH;0.07416896235078053;0.07575199734914032;0.0015830349983597808
diffPriceCloseVWAP;1.5220555498514896;1.5086811298562866;-0.013374419995203057
bearish_extrem_abs_ratio_extrem;2.6512649751323916;2.649179372710392;-0.0020856024219995106
vol_volatility_score;2.136684493081377;2.141533981087227;0.004849488005850056
bearish_repeatAskBid_ratio;0.9300273927883648;0.9311539716092428;0.001126578820878077
bullish_repeatAskBid_ratio;0.8914525330401067;0.8917902527979678;0.00033771975786101027
bearish_market_context_score;-0.09975334657572381;-0.09997926782284935;-0.00022592124712554618
