bullish_ask_score;diffVolCandle_0_1Ratio;bull_imbalance_high_2;diffVolDelta_0_1Ratio;bear_imbalance_high_3;pocDeltaPocVolRatio;bear_imbalance_high_2;diffHighPrice_0_2;diffHighPrice_0_1;diffPriceClosePoc_0_1;diffHighPrice_0_3;diffPriceClosePoc_0_2;diffPriceClosePoc_0_3;bull_imbalance_high_0;perctBB;bearish_ask_score;bearish_dsc_ask_bid_delta_imbalance;deltaTimestampOpeningSection1min;diffPriceCloseVWAP;bearish_repeatAskBid_ratio
1194.0;1659.0;1658.0;1659.0;1639.0;1659.0;1645.0;1659.0;1659.0;1659.0;1659.0;1659.0;1659.0;1640.0;1659.0;1659.0;1659.0;1659.0;1659.0;1659.0
0.2713042597197889;0.10144974997362666;1.8811676484619617;0.25005666539473353;0.9726453207990564;0.22187349504862092;1.0466385292309948;0.8899939722724532;1.305455093429777;1.0244122965641953;1.9888487040385774;0.959915611814346;1.81374321880651;1.537594831712394;0.644892214225437;-0.05567576149893314;0.014060138734156026;907.0614828209765;-9.271894755877035;0.8952523157377686
0.22210972768308349;2.1292383601066707;1.7626861094409985;0.4278609502879066;0.9473110799092321;0.3909168067252243;0.8585931077419435;0.9300955565068836;0.8351441195896666;0.9282577367346259;1.3590366144130437;1.0530154838745946;1.3360201088942674;1.3795354820616677;0.3415329724041284;0.16186473371932775;0.15131684354240627;359.59328128116164;17.02371886295767;0.07523588431688175
-0.0372670807453416;-32.333333333333336;0.0;-3.5;0.0;-1.0;0.0;-0.75;0.0;-0.5;-3.75;-1.0;-2.25;0.0;-0.567;-0.5441181667013095;-0.7894736842105263;0.0;-61.227100000000064;0.0
0.0428955453149001;0.16078628752582486;0.8270815572605854;0.0916161044837515;0.4364357864357864;-0.0225762393998695;0.514018691588785;0.25;0.75;0.25;1.25;0.25;1.0;0.46193633952254637;0.5414;-0.1616162978953049;-0.07734384277401729;645.0;-22.593500000000404;0.8792924861689941
0.27482103952692183;0.5622807017543859;1.3739406779661016;0.2071881606765327;0.7205882352941176;0.1683848797250859;0.85;0.75;1.0;0.75;1.75;0.75;1.5;1.1731634182908546;0.7217;-0.0232558139534883;0.0085763293310463;975.0;-7.569800000000214;0.9073482428115016
0.4355022952919825;0.7768570517693798;2.2679200940070503;0.3356366227414276;1.1795166858458;0.4075305240274021;1.25;1.25;1.75;1.5;2.75;1.5;2.5;2.125;0.863;0.05244405550693835;0.11628971803390406;1215.0;1.8794000000002598;0.9334458230036164
0.7593417085747423;0.9428177950384286;11.333333333333334;3.533333333333333;7.1876182432429605;1.0;6.686206449521969;6.25;4.25;4.25;7.5;6.5;7.75;5.208031609195456;1.2825417000000363;0.3333333333333333;0.7055771725032426;1350.0;52.451200000000426;0.981454005934718
