Feature;Global_Mean;Selected_Mean;Difference
bullish_ask_score;0.2738658443886037;0.2713042597197889;-0.002561584668814787
diffVolCandle_0_1Ratio;0.22782457160636002;0.10144974997362666;-0.12637482163273336
bull_imbalance_high_2;1.6244404485636763;1.8811676484619617;0.2567271998982854
diffVolDelta_0_1Ratio;0.0817079096246326;0.25005666539473353;0.16834875577010094
bear_imbalance_high_3;1.0870232254309546;0.9726453207990564;-0.11437790463189823
pocDeltaPocVolRatio;0.05923722654505491;0.22187349504862092;0.162636268503566
bear_imbalance_high_2;1.2235080252473938;1.0466385292309948;-0.176869496016399
diffHighPrice_0_2;0.8939685460933579;0.8899939722724532;-0.003974573820904603
diffHighPrice_0_1;1.323978026880821;1.305455093429777;-0.018522933451043944
diffPriceClosePoc_0_1;1.008002900005577;1.0244122965641953;0.016409396558618283
diffHighPrice_0_3;1.960689587864592;1.9888487040385774;0.028159116173985366
diffPriceClosePoc_0_2;0.9356352127600246;0.959915611814346;0.024280399054321444
diffPriceClosePoc_0_3;1.78925464279739;1.81374321880651;0.0244885760091198
bull_imbalance_high_0;0.7014177295482797;1.537594831712394;0.8361771021641142
perctBB;0.6821287299007307;0.644892214225437;-0.037236515675293735
bearish_ask_score;-0.016233342611952518;-0.05567576149893314;-0.03944241888698062
bearish_dsc_ask_bid_delta_imbalance;-0.10392025714020628;0.014060138734156026;0.1179803958743623
deltaTimestampOpeningSection1min;967.96595281914;907.0614828209765;-60.90446999816356
diffPriceCloseVWAP;1.5054341308348667;-9.271894755877035;-10.777328886711903
bearish_repeatAskBid_ratio;0.9225814035080262;0.8952523157377686;-0.027329087770257554
