Feature;Global_Mean;Selected_Mean;Difference
bear_imbalance_high_3;1.1067768176653217;1.2242671044672737;0.11749028680195206
diffPriceCloseVWAP;1.6756217244418272;1.9395039076376606;0.26388218319583334
naked_poc_dist_above;-2.3501836249729964;-2.599628712871287;-0.24944508789829056
ratio_delta_vol_VA21P;0.023563505642186774;0.025635342120693586;0.002071836478506811
bearish_continuation_vs_reversal_extrem;0.6593621446093324;0.707691738135114;0.04832959352578159
bearish_repeat_ticks_ratio_extrem;0.9070389414290387;0.8990539320169268;-0.007985009412111888
perct_VA6P;0.5310536305768722;0.50870693126989;-0.022346699306982187
bearish_ask_ratio;0.5430537734580929;0.5728895182482612;0.02983574479016826
diffVolCandle_0_1Ratio;0.2990094458594454;0.25868764067535077;-0.04032180518409462
bearish_abs_diff_abv;0.12831590287546185;0.19121953473421785;0.062903631858756
bullish_absorption_score;1.118817595329501;0.8516962131387527;-0.2671213821907483
diffHighPrice_0_4;1.4755067567567568;1.0124333925399644;-0.46307336421679235
bearish_extrem_revIntensity_ratio_extrem;0.11124081115288481;0.16521713159394918;0.053976320441064374
deltaTimestampOpeningSection5min;539.8714747356051;552.8952042628774;13.02372952727228
bearish_repeatAskBid_ratio;0.9117955419350217;0.9031225262853207;-0.00867301564970091
bearish_extrem_abs_ratio_extrem;2.656012219435181;3.417974284609608;0.7619620651744268
perct_VA11P;0.6008890632596423;0.41264894806214053;-0.18824011519750178
bearish_absorption_intensity_repeat_count;0.5007856857963965;0.5204447837832941;0.019659097986897578
perct_VA16P;0.5884331743829522;0.3743029546308147;-0.21413021975213747
bearish_dsc_ask_bid_delta_imbalance;-0.11314592664703445;-0.07034712554475259;0.04279880110228186
