Interaction;Value;Percentage_Contribution
diffLowPrice_0_5 <-> bearish_imnbScore_score;22.2066;0.0237
bullish_ask_ratio <-> perct_VA16P;22.1953;0.0237
market_regimeADX <-> naked_poc_dist_above;22.1914;0.0237
imbalance_score_low <-> perct_VA16P;22.1701;0.0237
diffVolCandle_0_1Ratio <-> poc_diff_ratio_6P_21P;22.1472;0.0236
bullish_imbalance_evolution <-> bullish_bid_ratio;22.1386;0.0236
deltaTimestampOpeningSection1min <-> diffLowPrice_0_3;22.1344;0.0236
naked_poc_dist_below <-> bearish_extrem_dsc_ratio_extrem;22.1270;0.0236
ratio_delta_vol_VA11P <-> poc_diff_ratio_11P_21P;22.1235;0.0236
bearish_bid_score <-> VolCandleMeanxRatio;22.1090;0.0236
bullish_reversal_force <-> bearish_extrem_dsc_ratio_extrem;22.0711;0.0235
ratio_delta_vol_VA21P <-> bullish_absorption_intensity_repeat_count;22.0703;0.0235
VolPocVolCandleRatio <-> diffVolCandle_0_1Ratio;22.0698;0.0235
diffPriceCloseVWAPbyIndex <-> diffPriceClosePoc_0_1;22.0514;0.0235
bear_imbalance_high_3 <-> absorption_intensity_repeat_bullish_vol;22.0442;0.0235
bearish_bid_score <-> bull_imbalance_high_0;22.0314;0.0235
deltaTimestampOpeningSection1min <-> bullish_ask_score;22.0120;0.0235
bearish_extrem_pressure_ratio_extrem <-> bullish_absorption_ratio;22.0092;0.0235
bear_imbalance_high_3 <-> diffPriceClosePoc_0_4;22.0069;0.0235
absorption_intensity_repeat_bullish_vol <-> cumDiffVolDeltaRatio;21.9982;0.0235
VolAbv_vol_ratio <-> bearish_combined_pressure;21.9910;0.0235
bearish_market_context_score <-> bearish_imnbScore_score;21.9877;0.0235
deltaTimestampOpeningSection1min <-> bearish_asc_ask_bid_imbalance;21.9854;0.0235
ratio_delta_vol_VA16P <-> diffPriceCloseVWAP;21.9806;0.0234
ratio_delta_vol_VA11P <-> bullish_market_context_score;21.9786;0.0234
bull_imbalance_high_0 <-> bull_imbalance_high_1;21.9755;0.0234
bullish_abs_diff_blw <-> diffPriceClosePoc_0_4;21.9582;0.0234
poc_diff_ratio_6P_21P <-> poc_diff_ratio_11P_21P;21.9544;0.0234
diffPriceClosePoc_0_2 <-> VolBlw_vol_ratio;21.9539;0.0234
diffHighPrice_0_4 <-> bear_imbalance_high_1;21.9515;0.0234
diffPriceCloseVWAP <-> bull_imbalance_low_2;21.9486;0.0234
overlap_ratio_VA_6P_16P <-> bear_imbalance_low_1;21.9405;0.0234
bearish_combined_pressure <-> bear_imbalance_high_3;21.9313;0.0234
ratio_delta_vol_VA6P <-> diffPriceClose_VA21PPoc;21.9266;0.0234
bearish_asc_ask_bid_imbalance <-> range_strength_10_32;21.9200;0.0234
bearish_ask_abs_ratio_abv <-> perct_VA6P;21.9194;0.0234
bearish_extrem_vs_rest_activity_extrem <-> bullish_absorption_score;21.8960;0.0234
bull_imbalance_high_0 <-> bullish_bid_ratio;21.8899;0.0234
bearish_repeatAskBid_ratio <-> diffLowPrice_0_3;21.8804;0.0233
bearish_dsc_ask_bid_delta_imbalance <-> diffLowPrice_0_2;21.8777;0.0233
bullish_imnbScore_score <-> diffHighPrice_0_5;21.8519;0.0233
bullish_absorption_score <-> deltaTimestampOpeningSection1min;21.8505;0.0233
overlap_ratio_VA_6P_11P <-> bearish_asc_ask_bid_imbalance;21.8493;0.0233
market_regimeADX <-> bearish_continuation_vs_reversal_extrem;21.8477;0.0233
bear_imbalance_high_3 <-> bull_imbalance_low_1;21.8371;0.0233
bearish_asc_ask_bid_delta_imbalance <-> diffVolCandle_0_1Ratio;21.8311;0.0233
poc_diff_ratio_6P_21P <-> bullish_dsc_ask_bid_delta_imbalance;21.7851;0.0232
bullish_imbalance_evolution <-> bearish_ask_score;21.7844;0.0232
diffPriceCloseVWAP <-> imbalance_score_high;21.7725;0.0232
bearish_abs_diff_abv <-> bearish_extrem_dsc_ratio_extrem;21.7621;0.0232
bullish_imnbScore_score <-> absorption_intensity_repeat_bullish_vol;21.7539;0.0232
bullish_imnbScore_score <-> bull_imbalance_low_1;21.7377;0.0232
perct_VA16P <-> bull_imbalance_low_2;21.7273;0.0232
bearish_ask_abs_ratio_abv <-> diffPriceClosePoc_0_1;21.7174;0.0232
bull_imbalance_high_2 <-> ratioDeltaAbv;21.7128;0.0232
imbalance_score_low <-> bearish_repeatAskBid_ratio;21.7080;0.0232
price_volume_dynamic <-> overlap_ratio_VA_6P_21P;21.6698;0.0231
bull_imbalance_low_2 <-> bullish_asc_ask_bid_delta_imbalance;21.6466;0.0231
bearish_combined_pressure <-> bearish_absorption_intensity_repeat_count;21.6454;0.0231
diffPriceClose_VA11PvaL <-> range_strength_10_32;21.6343;0.0231
bearish_asc_dsc_ratio <-> vol_volatility_score;21.6263;0.0231
diffHighPrice_0_4 <-> deltaTimestampOpeningSection5min;21.6140;0.0231
perct_VA6P <-> bull_imbalance_low_3;21.5982;0.0230
bearish_imnbScore_score <-> bearish_continuation_vs_reversal_extrem;21.5871;0.0230
bull_imbalance_high_2 <-> bull_imbalance_low_1;21.5837;0.0230
bearish_abs_diff_abv <-> ratio_delta_vol_VA21P;21.5503;0.0230
perct_VA16P <-> diffPriceClose_VA6PvaH;21.5412;0.0230
diffPriceClose_VA21PvaH <-> deltaTimestampOpeningSection1min;21.5378;0.0230
bear_imbalance_high_1 <-> count_abv_tot_ratio;21.5261;0.0230
diffPriceCloseVWAP <-> range_strength_10_32;21.5215;0.0230
market_regimeADX <-> atr;21.5198;0.0230
diffPriceClosePoc_0_1 <-> imbalance_score_low;21.5124;0.0229
bullish_ask_ratio <-> ratio_delta_vol_VA21P;21.5108;0.0229
imbalance_score_low <-> bullish_absorption_score;21.5100;0.0229
bear_imbalance_high_1 <-> bullish_bid_ratio;21.5032;0.0229
bearish_repeat_ticks_ratio_extrem <-> cumDiffVolDeltaRatio;21.5010;0.0229
diffVolCandle_0_1Ratio <-> bearish_absorption_intensity_repeat_count;21.4775;0.0229
diffVolDelta_0_1Ratio <-> naked_poc_dist_above;21.4704;0.0229
bearish_dsc_ask_bid_delta_imbalance <-> ratioDeltaBlw;21.4564;0.0229
bear_imbalance_low_2 <-> diffVolCandle_0_1Ratio;21.4523;0.0229
ratio_delta_vol_VA16P <-> bull_imbalance_low_3;21.4474;0.0229
poc_diff_11P_21P <-> diffHighPrice_0_4;21.4302;0.0229
perct_VA16P <-> diffLowPrice_0_4;21.4215;0.0229
perct_VA11P <-> market_regimeADX;21.4194;0.0228
bearish_ask_score <-> overlap_ratio_VA_6P_16P;21.4175;0.0228
extrem_asc_dsc_comparison_bearish_extrem <-> bullish_bid_score;21.4169;0.0228
asymetrie_volume <-> bullish_combined_pressure;21.4141;0.0228
cumDiffVolDeltaRatio <-> bearish_absorption_score;21.4136;0.0228
extrem_ask_bid_imbalance_bearish_extrem <-> diffVolDelta_0_1Ratio;21.4082;0.0228
bullish_bid_ratio <-> bullish_repeatAskBid_ratio;21.3971;0.0228
market_regimeADX <-> bearish_extrem_abs_ratio_extrem;21.3957;0.0228
bull_imbalance_low_1 <-> bull_imbalance_high_0;21.3790;0.0228
bull_imbalance_low_2 <-> ratio_delta_vol_VA6P;21.3715;0.0228
perctBB <-> bearish_extrem_dsc_ratio_extrem;21.3691;0.0228
bull_imbalance_low_2 <-> diffVolDelta_0_1Ratio;21.3669;0.0228
pocDeltaPocVolRatio <-> perct_VA6P;21.3666;0.0228
bull_imbalance_low_1 <-> ratio_delta_vol_VA11P;21.3660;0.0228
VolCandleMeanxRatio <-> bullish_asc_dsc_ratio;21.3629;0.0228
poc_diff_ratio_6P_16P <-> bearish_repeat_ticks_ratio_extrem;21.3604;0.0228
diffPriceClose_VA21PPoc <-> imbalance_score_low;21.3576;0.0228
diffPriceClosePoc_0_3 <-> diffPriceClose_VA11PPoc;21.3571;0.0228
absorption_intensity_repeat_bullish_vol <-> bearish_ask_abs_ratio_abv;21.3557;0.0228
diffPriceClose_VA16PPoc <-> bullish_dsc_dynamics;21.3469;0.0228
diffPriceClosePoc_0_3 <-> bearish_absorption_intensity_repeat_count;21.3219;0.0227
diffPriceClosePoc_0_1 <-> bullish_bid_abs_ratio_blw;21.3161;0.0227
bearish_abs_diff_abv <-> diffHighPrice_0_5;21.3127;0.0227
bear_imbalance_low_2 <-> diffLowPrice_0_3;21.3115;0.0227
diffHighPrice_0_3 <-> overlap_ratio_VA_6P_21P;21.3114;0.0227
perct_VA11P <-> bearish_extrem_revIntensity_ratio_extrem;21.3039;0.0227
diffPriceClosePoc_0_4 <-> ratio_delta_vol_VA16P;21.2980;0.0227
market_regimeADX <-> diffHighPrice_0_4;21.2547;0.0227
extrem_asc_ratio_bearish_extrem <-> bearish_imnbScore_score;21.2365;0.0227
bearish_imnbScore_score <-> bearish_ask_abs_ratio_abv;21.2349;0.0227
bandWidthBB <-> bull_imbalance_low_1;21.2286;0.0226
bull_imbalance_high_2 <-> bull_imbalance_high_0;21.2242;0.0226
bullish_bid_ratio <-> bull_imbalance_low_2;21.2183;0.0226
diffPriceClose_VA21PPoc <-> bull_imbalance_low_1;21.2167;0.0226
bullish_reversal_force <-> bullish_asc_dynamics;21.2134;0.0226
bearish_abs_diff_abv <-> diffPriceClosePoc_0_2;21.2037;0.0226
bearish_asc_ask_bid_imbalance <-> perct_VA16P;21.1609;0.0226
diffHighPrice_0_4 <-> diffPriceClosePoc_0_4;21.1570;0.0226
bear_imbalance_high_1 <-> bear_imbalance_low_2;21.1498;0.0226
bearish_absorption_ratio <-> pocDeltaPocVolRatio;21.1496;0.0226
poc_diff_ratio_6P_21P <-> perct_VA16P;21.1472;0.0226
bear_imbalance_high_1 <-> diffPriceClose_VA16PvaH;21.1424;0.0226
price_volume_dynamic <-> bearish_absorption_intensity_repeat_count;21.1422;0.0226
bull_imbalance_high_2 <-> bearish_ask_ratio;21.1394;0.0226
count_blw_tot_ratio <-> perct_VA16P;21.1329;0.0225
bullish_combined_pressure <-> extrem_asc_dsc_comparison_bearish_extrem;21.1286;0.0225
naked_poc_dist_above <-> ratioDeltaBlw;21.1281;0.0225
diffVolCandle_0_1Ratio <-> ratio_delta_vol_VA11P;21.1240;0.0225
perct_VA21P <-> bearish_bid_score;21.1175;0.0225
bearish_reversal_force <-> ratio_delta_vol_VA16P;21.1161;0.0225
overlap_ratio_VA_6P_21P <-> bearish_extrem_abs_ratio_extrem;21.1041;0.0225
ratio_delta_vol_VA16P <-> bullish_market_context_score;21.0983;0.0225
extrem_asc_dsc_comparison_bearish_extrem <-> overlap_ratio_VA_11P_21P;21.0788;0.0225
diffPriceClosePoc_0_4 <-> bearish_bid_ratio;21.0605;0.0225
perct_VA6P <-> diffHighPrice_0_3;21.0558;0.0225
diffPriceClosePoc_0_1 <-> bull_imbalance_low_1;21.0551;0.0225
bullish_market_context_score <-> count_abv_tot_ratio;21.0344;0.0224
bear_imbalance_low_1 <-> perct_VA11P;21.0190;0.0224
perctBB <-> ratioDeltaBlw;21.0184;0.0224
diffPriceClosePoc_0_1 <-> bullish_absorption_score;21.0094;0.0224
bear_imbalance_high_3 <-> diffVolDelta_0_1Ratio;21.0090;0.0224
perct_VA16P <-> diffPriceClosePoc_0_2;21.0074;0.0224
perct_VA6P <-> bearish_imnbScore_score;21.0006;0.0224
bullish_dsc_ask_bid_delta_imbalance <-> extrem_zone_significance_bearish_extrem;20.9717;0.0224
bull_imbalance_low_2 <-> range_strength_10_32;20.9224;0.0223
bearish_dsc_ask_bid_delta_imbalance <-> vol_volatility_score;20.9087;0.0223
poc_diff_ratio_6P_21P <-> bullish_combined_pressure;20.9046;0.0223
diffHighPrice_0_5 <-> pocDeltaPocVolRatio;20.9020;0.0223
extrem_ask_bid_imbalance_bearish_extrem <-> bullish_repeatAskBid_ratio;20.8841;0.0223
perct_VA21P <-> market_regimeADX;20.8795;0.0223
ratioDeltaAbv <-> bullish_bid_ratio;20.8728;0.0223
bullish_bid_ratio <-> bearish_asc_ask_bid_delta_imbalance;20.8600;0.0223
deltaTimestampOpeningSection5min <-> bearish_extrem_pressure_ratio_extrem;20.8543;0.0222
price_volume_dynamic <-> imbalance_score_high;20.8542;0.0222
diffPriceCloseVWAP <-> diffPriceClosePoc_0_5;20.8477;0.0222
absorption_intensity_repeat_bullish_vol <-> bullish_bid_ratio;20.8413;0.0222
bullish_dsc_ask_bid_delta_imbalance <-> cumDiffVolDeltaRatio;20.8150;0.0222
bearish_repeatAskBid_ratio <-> bullish_bid_ratio;20.8146;0.0222
diffLowPrice_0_2 <-> perct_VA11P;20.7570;0.0221
bearish_absorption_ratio <-> diffPriceCloseVWAP;20.7546;0.0221
bearish_extrem_abs_ratio_extrem <-> bearish_absorption_intensity_repeat_count;20.7487;0.0221
diffPriceClosePoc_0_5 <-> bull_imbalance_high_0;20.7323;0.0221
range_strength_5_23 <-> bearish_dsc_ask_bid_delta_imbalance;20.7281;0.0221
bullish_ask_score <-> overlap_ratio_VA_6P_11P;20.7252;0.0221
diffVolCandle_0_1Ratio <-> bandWidthBB;20.7208;0.0221
bear_imbalance_low_2 <-> bullish_absorption_score;20.7200;0.0221
bearish_absorption_ratio <-> bearish_dsc_dynamics;20.7157;0.0221
bearish_ask_ratio <-> bear_imbalance_low_1;20.7079;0.0221
bearish_asc_dynamics <-> bearish_combined_pressure;20.7044;0.0221
vol_volatility_score <-> diffVolDelta_0_1Ratio;20.7039;0.0221
bandWidthBB <-> price_volume_dynamic;20.6960;0.0221
bandWidthBB <-> diffPriceClose_VA11PvaH;20.6783;0.0221
bear_imbalance_low_1 <-> bearish_abs_diff_abv;20.6730;0.0221
bullish_ask_bid_ratio <-> deltaTimestampOpeningSection1min;20.6637;0.0220
diffPriceClosePoc_0_2 <-> bullish_asc_ask_bid_delta_imbalance;20.6477;0.0220
bearish_extrem_revIntensity_ratio_extrem <-> bearish_repeatAskBid_ratio;20.6456;0.0220
deltaTimestampOpeningSection5min <-> bear_imbalance_high_3;20.6447;0.0220
bearish_absorption_ratio <-> price_volume_dynamic;20.6432;0.0220
pocDeltaPocVolRatio <-> bullish_absorption_ratio;20.6414;0.0220
diffLowPrice_0_5 <-> ratio_delta_vol_VA6P;20.6233;0.0220
bearish_dsc_dynamics <-> perct_VA11P;20.5957;0.0220
diffVolDelta_0_1Ratio <-> deltaTimestampOpeningSection1min;20.5910;0.0220
perct_VA21P <-> bullish_asc_dsc_ratio;20.5791;0.0220
ratioDeltaBlw <-> poc_diff_6P_21P;20.5790;0.0220
bearish_market_context_score <-> bearish_ask_score;20.5786;0.0220
ratio_delta_vol_VA11P <-> cumDiffVolDeltaRatio;20.5779;0.0220
bearish_extrem_dsc_ratio_extrem <-> diffPriceCloseVWAP;20.5732;0.0219
bearish_extrem_abs_ratio_extrem <-> bearish_dsc_ask_bid_imbalance;20.5679;0.0219
absorption_intensity_repeat_bearish_vol <-> bearish_combined_pressure;20.5529;0.0219
diffLowPrice_0_5 <-> bearish_repeat_ticks_ratio_extrem;20.5503;0.0219
bearish_extrem_vs_rest_activity_extrem <-> perct_VA11P;20.5266;0.0219
cumDiffVolDeltaRatio <-> price_volume_dynamic;20.5247;0.0219
VolPocVolCandleRatio <-> market_regimeADX;20.5226;0.0219
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceClosePoc_0_5;20.5211;0.0219
bullish_absorption_score <-> extrem_asc_dsc_comparison_bearish_extrem;20.5174;0.0219
ratio_delta_vol_VA11P <-> bullish_ask_score;20.5073;0.0219
bull_imbalance_high_0 <-> bullish_absorption_score;20.4978;0.0219
diffVolCandle_0_1Ratio <-> bull_imbalance_high_0;20.4849;0.0219
bearish_extrem_pressure_ratio_extrem <-> perct_VA21P;20.4842;0.0219
bullish_ask_score <-> imbalance_score_low;20.4837;0.0219
poc_diff_6P_21P <-> bearish_dsc_ask_bid_delta_imbalance;20.4782;0.0218
diffPriceClose_VA6PPoc <-> bearish_dsc_ask_bid_imbalance;20.4779;0.0218
bull_imbalance_low_3 <-> bull_imbalance_low_1;20.4723;0.0218
deltaTimestampOpeningSection5min <-> bearish_absorption_intensity_repeat_count;20.4667;0.0218
bullish_asc_dynamics <-> perct_VA16P;20.4575;0.0218
bull_imbalance_high_1 <-> ratio_delta_vol_VA21P;20.4315;0.0218
cumDiffVolDeltaRatio <-> extrem_asc_dsc_comparison_bearish_extrem;20.4269;0.0218
bullish_market_context_score <-> perct_VA16P;20.4156;0.0218
diffPriceCloseVWAP <-> bearish_repeat_ticks_ratio_extrem;20.3996;0.0218
bearish_repeatAskBid_ratio <-> diffHighPrice_0_3;20.3893;0.0218
bearish_extrem_dsc_ratio_extrem <-> VolCandleMeanxRatio;20.3730;0.0217
atr <-> perct_VA16P;20.3611;0.0217
bearish_absorption_intensity_repeat_count <-> bullish_imbalance_evolution;20.3582;0.0217
bearish_repeatAskBid_ratio <-> naked_poc_dist_below;20.3531;0.0217
bullish_imnbScore_score <-> diffPriceClosePoc_0_5;20.3507;0.0217
bull_imbalance_high_2 <-> bearish_continuation_vs_reversal_extrem;20.3488;0.0217
diffPriceClose_VA11PvaH <-> naked_poc_dist_below;20.3479;0.0217
diffVolCandle_0_1Ratio <-> bearish_imnbScore_score;20.3477;0.0217
bearish_extrem_pressure_ratio_extrem <-> diffPriceClose_VA11PvaL;20.3447;0.0217
bearish_absorption_score <-> bullish_imnbScore_score;20.2907;0.0216
bearish_extrem_abs_ratio_extrem <-> bullish_combined_pressure;20.2637;0.0216
bullish_abs_diff_blw <-> bearish_dsc_ask_bid_delta_imbalance;20.2222;0.0216
diffHighPrice_0_5 <-> perct_VA16P;20.2151;0.0216
vol_volatility_score <-> bearish_asc_ask_bid_delta_imbalance;20.2086;0.0216
perctBB <-> extrem_ask_bid_imbalance_bearish_extrem;20.2024;0.0216
bearish_repeatAskBid_ratio <-> poc_diff_ratio_6P_16P;20.2006;0.0215
perct_VA6P <-> bear_imbalance_low_0;20.1966;0.0215
diffHighPrice_0_4 <-> poc_diff_ratio_6P_21P;20.1805;0.0215
bullish_absorption_intensity_repeat_count <-> poc_diff_ratio_6P_16P;20.1775;0.0215
bearish_extrem_revIntensity_ratio_extrem <-> bearish_bid_abs_ratio_abv;20.1758;0.0215
bearish_ask_bid_ratio <-> bullish_combined_pressure;20.1665;0.0215
bearish_extrem_abs_ratio_extrem <-> bullish_asc_ask_bid_delta_imbalance;20.1564;0.0215
bearish_ask_score <-> deltaTimestampOpeningSection30min;20.1536;0.0215
bullish_bid_abs_ratio_blw <-> naked_poc_dist_above;20.1536;0.0215
overlap_ratio_VA_6P_16P <-> bearish_continuation_vs_reversal_extrem;20.1406;0.0215
bearish_bid_score <-> naked_poc_dist_below;20.1393;0.0215
bearish_absorption_intensity_repeat_count <-> bull_imbalance_high_0;20.1266;0.0215
bearish_absorption_ratio <-> bearish_extrem_revIntensity_ratio_extrem;20.1132;0.0215
bear_imbalance_low_0 <-> perct_VA21P;20.1051;0.0214
perct_VA21P <-> ratio_delta_vol_VA21P;20.0890;0.0214
bandWidthBB <-> diffPriceClose_VA6PvaH;20.0761;0.0214
extrem_asc_dsc_comparison_bearish_extrem <-> ratio_delta_vol_VA21P;20.0580;0.0214
diffPriceClosePoc_0_2 <-> bear_imbalance_low_1;20.0529;0.0214
imbalance_score_high <-> bear_imbalance_low_2;20.0511;0.0214
bearish_imbalance_evolution <-> perct_VA11P;19.9914;0.0213
bullish_market_context_score <-> bull_imbalance_high_1;19.9715;0.0213
diffPriceClose_VA21PvaH <-> diffPriceCloseVWAP;19.9536;0.0213
vol_volatility_score <-> bearish_dsc_ask_bid_imbalance;19.9505;0.0213
ratio_delta_vol_VA16P <-> VolPocVolCandleRatio;19.9324;0.0213
bull_imbalance_high_2 <-> bullish_bid_abs_ratio_blw;19.9235;0.0213
ratioDeltaAbv <-> extrem_ask_bid_imbalance_bearish_extrem;19.9079;0.0212
diffPriceClosePoc_0_3 <-> perct_VA16P;19.9045;0.0212
ratioDeltaBlw <-> diffPriceClose_VA11PvaH;19.9037;0.0212
bull_imbalance_high_0 <-> bearish_market_context_score;19.9036;0.0212
bearish_absorption_ratio <-> diffPriceClosePoc_0_5;19.9022;0.0212
bullish_market_context_score <-> diffLowPrice_0_5;19.8915;0.0212
bearish_repeatAskBid_ratio <-> bullish_combined_pressure;19.8825;0.0212
diffPriceCloseVWAP <-> bearish_bid_abs_ratio_abv;19.8790;0.0212
bearish_dsc_ask_bid_delta_imbalance <-> bearish_ask_score;19.8786;0.0212
perct_VA11P <-> bullish_asc_dsc_ratio;19.8769;0.0212
diffPriceClosePoc_0_4 <-> diffPriceClose_VA21PvaL;19.8766;0.0212
imbalance_score_high <-> bearish_dsc_ask_bid_delta_imbalance;19.8754;0.0212
market_regimeADX <-> diffPriceClosePoc_0_5;19.8628;0.0212
bearish_extrem_revIntensity_ratio_extrem <-> bear_imbalance_low_1;19.8607;0.0212
bullish_bid_score <-> overlap_ratio_VA_11P_21P;19.8598;0.0212
bear_imbalance_low_0 <-> bear_imbalance_high_2;19.8525;0.0212
bullish_absorption_score <-> bearish_ask_ratio;19.8488;0.0212
perct_VA6P <-> bearish_ask_ratio;19.8423;0.0212
vol_volatility_score <-> ratio_delta_vol_VA11P;19.8402;0.0212
perct_VA6P <-> bearish_repeatAskBid_ratio;19.8386;0.0212
bear_imbalance_high_1 <-> bearish_asc_dynamics;19.8352;0.0212
poc_diff_ratio_6P_16P <-> bullish_bid_abs_ratio_blw;19.8321;0.0212
overlap_ratio_VA_11P_21P <-> perct_VA11P;19.8317;0.0212
bull_imbalance_low_1 <-> bearish_bid_abs_ratio_abv;19.8255;0.0211
price_volume_dynamic <-> range_strength_10_32;19.8255;0.0211
extrem_asc_ratio_bearish_extrem <-> bearish_absorption_intensity_repeat_count;19.8146;0.0211
bull_imbalance_low_1 <-> ratio_delta_vol_VA21P;19.8025;0.0211
bearish_extrem_dsc_ratio_extrem <-> bullish_absorption_score;19.7989;0.0211
bear_imbalance_low_2 <-> range_strength_5_23;19.7905;0.0211
overlap_ratio_VA_6P_21P <-> diffVolCandle_0_1Ratio;19.7724;0.0211
perct_VA16P <-> bullish_ask_score;19.7666;0.0211
ratio_delta_vol_VA6P <-> bullish_absorption_ratio;19.7634;0.0211
naked_poc_dist_above <-> bullish_market_context_score;19.7571;0.0211
imbalance_score_high <-> ratio_delta_vol_VA21P;19.7486;0.0211
bearish_abs_diff_abv <-> bear_imbalance_high_1;19.7435;0.0211
diffVolDelta_0_1Ratio <-> ratio_delta_vol_VA6P;19.7360;0.0211
bear_imbalance_low_1 <-> bearish_repeatAskBid_ratio;19.7267;0.0210
absorption_intensity_repeat_bullish_vol <-> overlap_ratio_VA_11P_21P;19.7104;0.0210
diffLowPrice_0_4 <-> bullish_market_context_score;19.7053;0.0210
perct_VA21P <-> bullish_bid_ratio;19.6985;0.0210
bearish_continuation_vs_reversal_extrem <-> bearish_bid_score;19.6976;0.0210
bearish_combined_pressure <-> market_regimeADX;19.6935;0.0210
bear_imbalance_high_1 <-> diffPriceClosePoc_0_4;19.6923;0.0210
diffPriceClose_VA6PvaL <-> bear_imbalance_high_2;19.6864;0.0210
vol_volatility_score <-> bear_imbalance_low_0;19.6846;0.0210
diffVolDelta_0_1Ratio <-> bullish_abs_diff_blw;19.6810;0.0210
bearish_repeatAskBid_ratio <-> ratio_delta_vol_VA6P;19.6778;0.0210
bearish_absorption_score <-> diffVolCandle_0_1Ratio;19.6731;0.0210
bear_imbalance_low_2 <-> bullish_combined_pressure;19.6686;0.0210
bearish_extrem_abs_ratio_extrem <-> diffPriceCloseVWAPbyIndex;19.6635;0.0210
diffVolCandle_0_1Ratio <-> absorption_intensity_repeat_bearish_vol;19.6483;0.0210
poc_diff_ratio_6P_16P <-> perct_VA11P;19.6446;0.0210
bull_imbalance_high_1 <-> bearish_asc_ask_bid_delta_imbalance;19.6415;0.0210
bullish_absorption_score <-> deltaTimestampOpeningSection5min;19.6360;0.0209
bullish_asc_ask_bid_delta_imbalance <-> bullish_reversal_force;19.6334;0.0209
bearish_extrem_revIntensity_ratio_extrem <-> VolCandleMeanxRatio;19.6281;0.0209
overlap_ratio_VA_6P_21P <-> diffPriceCloseVWAP;19.6256;0.0209
bullish_bid_score <-> bearish_ask_ratio;19.6092;0.0209
perct_VA21P <-> perct_VA16P;19.5755;0.0209
bullish_asc_ask_bid_imbalance <-> diffPriceClosePoc_0_4;19.5710;0.0209
bearish_bid_score <-> pocDeltaPocVolRatio;19.5617;0.0209
bearish_extrem_abs_ratio_extrem <-> VolAbv_vol_ratio;19.5565;0.0209
bearish_repeatAskBid_ratio <-> bull_imbalance_low_1;19.5403;0.0208
bearish_reversal_force <-> diffLowPrice_0_2;19.5383;0.0208
extrem_asc_dsc_comparison_bearish_extrem <-> diffPriceClose_VA11PvaH;19.5369;0.0208
bear_imbalance_high_2 <-> diffPriceClosePoc_0_3;19.5324;0.0208
bullish_abs_diff_blw <-> bull_imbalance_high_0;19.5273;0.0208
diffVolCandle_0_1Ratio <-> bull_imbalance_low_1;19.5269;0.0208
diffHighPrice_0_5 <-> overlap_ratio_VA_6P_11P;19.5144;0.0208
bearish_asc_ask_bid_delta_imbalance <-> bull_imbalance_low_1;19.5113;0.0208
bear_imbalance_low_1 <-> bullish_repeatAskBid_ratio;19.5081;0.0208
bearish_combined_pressure <-> vol_volatility_score;19.4988;0.0208
bearish_asc_dynamics <-> bull_imbalance_high_0;19.4975;0.0208
bullish_dsc_ask_bid_delta_imbalance <-> bull_imbalance_high_0;19.4911;0.0208
imbalance_score_low <-> bearish_extrem_zone_volume_ratio_extrem;19.4824;0.0208
diffLowPrice_0_4 <-> perct_VA11P;19.4735;0.0208
bearish_extrem_pressure_ratio_extrem <-> bull_imbalance_low_1;19.4644;0.0208
bullish_absorption_ratio <-> diffVolDelta_0_1Ratio;19.4505;0.0207
bearish_combined_pressure <-> bull_imbalance_high_1;19.4492;0.0207
diffPriceClose_VA11PvaH <-> poc_diff_ratio_6P_16P;19.4372;0.0207
bearish_ask_bid_ratio <-> bullish_imnbScore_score;19.4360;0.0207
diffVolDelta_0_1Ratio <-> extrem_asc_dsc_comparison_bearish_extrem;19.4355;0.0207
bearish_market_context_score <-> diffPriceClosePoc_0_5;19.4344;0.0207
bullish_repeatAskBid_ratio <-> bullish_absorption_score;19.4309;0.0207
bearish_dsc_ask_bid_delta_imbalance <-> bearish_combined_pressure;19.4233;0.0207
diffHighPrice_0_4 <-> bullish_absorption_score;19.4137;0.0207
naked_poc_dist_above <-> bull_imbalance_low_1;19.4125;0.0207
deltaTimestampOpeningSection5min <-> bearish_ask_ratio;19.4031;0.0207
bearish_ask_ratio <-> bear_imbalance_high_1;19.3966;0.0207
pocDeltaPocVolRatio <-> deltaTimestampOpeningSection1min;19.3923;0.0207
bear_imbalance_low_2 <-> bullish_asc_ask_bid_imbalance;19.3836;0.0207
extrem_asc_dsc_comparison_bearish_extrem <-> perct_VA16P;19.3831;0.0207
bull_imbalance_low_2 <-> bearish_extrem_pressure_ratio_extrem;19.3804;0.0207
ratioDeltaBlw <-> bullish_imnbScore_score;19.3803;0.0207
bearish_extrem_dsc_ratio_extrem <-> extrem_asc_dsc_comparison_bearish_extrem;19.3577;0.0207
bull_imbalance_high_0 <-> bullish_dsc_dynamics;19.3447;0.0206
naked_poc_dist_above <-> bearish_market_context_score;19.3398;0.0206
price_volume_dynamic <-> bull_imbalance_high_2;19.3359;0.0206
bearish_ask_ratio <-> deltaTimestampOpeningSection1min;19.3246;0.0206
bearish_extrem_dsc_ratio_extrem <-> poc_diff_ratio_11P_21P;19.3166;0.0206
bullish_dsc_dynamics <-> bearish_ask_ratio;19.3163;0.0206
bullish_ask_score <-> vol_volatility_score;19.3041;0.0206
