Feature;Global_Mean;Selected_Mean;Difference
bullish_dsc_ask_bid_delta_imbalance;-0.04234592216185415;-0.04234592216185415;0.0
bullish_repeatAskBid_ratio;0.8728764212782884;0.8728764212782884;0.0
bandWidthBB;4.102358772874058;4.102358772874058;0.0
diffVolCandle_0_1Ratio;0.30064968451338636;0.30064968451338636;0.0
diffPriceClose_VA16PvaH;0.09234164472665324;0.09234164472665324;0.0
naked_poc_dist_above;-2.343771234428086;-2.343771234428086;0.0
perctBB;0.6897237764108873;0.6897237764108873;0.0
diffHighPrice_0_4;1.4698985083807474;1.4698985083807474;0.0
bullish_imnbScore_score;0.38547240083571244;0.38547240083571244;0.0
finished_auction_high;0.6761494694756266;0.6761494694756266;0.0
bullish_asc_ask_bid_delta_imbalance;0.15184685563210634;0.15184685563210634;0.0
bull_imbalance_high_0;0.7531051237230724;0.7531051237230724;0.0
bear_imbalance_high_3;1.1059546664000903;1.1059546664000903;0.0
bearish_dsc_ask_bid_imbalance;0.3057070673065289;0.3057070673065289;0.0
bearish_absorption_intensity_repeat_count;0.5012139924322206;0.5012139924322206;0.0
perct_VA21P;0.5465764757922118;0.5465764757922118;0.0
bearish_repeatAskBid_ratio;0.9113175572582697;0.9113175572582697;0.0
bearish_dsc_ask_bid_delta_imbalance;-0.1128505321251898;-0.1128505321251898;0.0
perct_VA11P;0.5993638649099566;0.5993638649099566;0.0
vol_volatility_score;2.4395811099775044;2.4395811099775044;0.0
