Interaction;Value;Percentage_Contribution
bear_imbalance_high_2 <-> naked_poc_dist_above;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_market_context_score;0.0000;0.0000
bear_imbalance_high_2 <-> perct_VA21P;0.0000;0.0000
bear_imbalance_high_2 <-> diffHighPrice_0_4;0.0000;0.0000
perctBB <-> bullish_repeatAskBid_ratio;0.0000;0.0000
perctBB <-> perct_VA6P;0.0000;0.0000
poc_diff_ratio_6P_16P <-> vol_volatility_score;0.0000;0.0000
poc_diff_ratio_6P_16P <-> finished_auction_high;0.0000;0.0000
poc_diff_ratio_6P_16P <-> diffPriceClose_VA11PvaH;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bullish_repeatAskBid_ratio;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bullish_imnbScore_score;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_asc_dynamics;0.0000;0.0000
poc_diff_ratio_6P_16P <-> perct_VA6P;0.0000;0.0000
poc_diff_ratio_6P_16P <-> deltaTimestampOpeningSection5min;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_repeatAskBid_ratio;0.0000;0.0000
poc_diff_ratio_6P_16P <-> diffVolCandle_0_1Ratio;0.0000;0.0000
poc_diff_ratio_6P_16P <-> range_strength_5_23;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
poc_diff_ratio_6P_16P <-> naked_poc_dist_above;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bullish_ask_score;0.0000;0.0000
perctBB <-> deltaTimestampOpeningSection5min;0.0000;0.0000
poc_diff_ratio_6P_16P <-> cumDiffVolDeltaRatio;0.0000;0.0000
perctBB <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
perctBB <-> bearish_repeatAskBid_ratio;0.0000;0.0000
perctBB <-> bull_imbalance_high_0;0.0000;0.0000
perctBB <-> diffVolCandle_0_1Ratio;0.0000;0.0000
perctBB <-> range_strength_5_23;0.0000;0.0000
perctBB <-> naked_poc_dist_above;0.0000;0.0000
perctBB <-> bearish_market_context_score;0.0000;0.0000
perctBB <-> perct_VA21P;0.0000;0.0000
perctBB <-> diffHighPrice_0_4;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
poc_diff_ratio_6P_16P <-> imbalance_score_low;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bear_imbalance_high_2;0.0000;0.0000
poc_diff_ratio_6P_16P <-> price_volume_dynamic;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bullish_ask_ratio;0.0000;0.0000
poc_diff_ratio_6P_16P <-> perct_VA21P;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_asc_dynamics;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bull_imbalance_high_0;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> range_strength_5_23;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> naked_poc_dist_above;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_market_context_score;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> perct_VA21P;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
imbalance_score_low <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
imbalance_score_low <-> bear_imbalance_high_2;0.0000;0.0000
imbalance_score_low <-> price_volume_dynamic;0.0000;0.0000
imbalance_score_low <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
imbalance_score_low <-> bullish_ask_ratio;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> perct_VA6P;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bullish_imnbScore_score;0.0000;0.0000
imbalance_score_low <-> bullish_ask_score;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bear_imbalance_high_2;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> price_volume_dynamic;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bullish_ask_ratio;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> bullish_ask_score;0.0000;0.0000
bearish_dsc_ask_bid_imbalance <-> finished_auction_high;0.0000;0.0000
imbalance_score_low <-> cumDiffVolDeltaRatio;0.0000;0.0000
imbalance_score_low <-> perct_VA21P;0.0000;0.0000
imbalance_score_low <-> diffHighPrice_0_4;0.0000;0.0000
imbalance_score_low <-> perct_VA11P;0.0000;0.0000
imbalance_score_low <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
imbalance_score_low <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bear_imbalance_high_2 <-> price_volume_dynamic;0.0000;0.0000
bear_imbalance_high_2 <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_ask_ratio;0.0000;0.0000
bear_imbalance_high_2 <-> cumDiffVolDeltaRatio;0.0000;0.0000
bear_imbalance_high_2 <-> bullish_ask_score;0.0000;0.0000
imbalance_score_low <-> diffPriceCloseVWAP;0.0000;0.0000
imbalance_score_low <-> bearish_market_context_score;0.0000;0.0000
imbalance_score_low <-> naked_poc_dist_above;0.0000;0.0000
imbalance_score_low <-> finished_auction_high;0.0000;0.0000
imbalance_score_low <-> diffPriceClose_VA11PvaH;0.0000;0.0000
imbalance_score_low <-> bullish_repeatAskBid_ratio;0.0000;0.0000
imbalance_score_low <-> bullish_imnbScore_score;0.0000;0.0000
imbalance_score_low <-> bearish_asc_dynamics;0.0000;0.0000
imbalance_score_low <-> perct_VA6P;0.0000;0.0000
imbalance_score_low <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
imbalance_score_low <-> bearish_repeatAskBid_ratio;0.0000;0.0000
imbalance_score_low <-> bull_imbalance_high_0;0.0000;0.0000
imbalance_score_low <-> diffVolCandle_0_1Ratio;0.0000;0.0000
imbalance_score_low <-> range_strength_5_23;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_market_context_score;0.0000;0.0000
poc_diff_ratio_6P_16P <-> diffPriceCloseVWAP;0.0000;0.0000
bullish_ask_score <-> diffPriceCloseVWAP;0.0000;0.0000
cumDiffVolDeltaRatio <-> price_volume_dynamic;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_ask_ratio;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_ask_score;0.0000;0.0000
cumDiffVolDeltaRatio <-> vol_volatility_score;0.0000;0.0000
cumDiffVolDeltaRatio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_imnbScore_score;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_asc_dynamics;0.0000;0.0000
cumDiffVolDeltaRatio <-> perct_VA6P;0.0000;0.0000
cumDiffVolDeltaRatio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
cumDiffVolDeltaRatio <-> bull_imbalance_high_0;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
cumDiffVolDeltaRatio <-> range_strength_5_23;0.0000;0.0000
bullish_ask_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bullish_ask_ratio <-> perct_VA6P;0.0000;0.0000
bullish_ask_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_ask_ratio <-> bull_imbalance_high_0;0.0000;0.0000
bullish_ask_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_ask_ratio <-> range_strength_5_23;0.0000;0.0000
bullish_ask_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_ratio <-> naked_poc_dist_above;0.0000;0.0000
bullish_ask_ratio <-> bearish_market_context_score;0.0000;0.0000
bullish_ask_ratio <-> perct_VA21P;0.0000;0.0000
bullish_ask_ratio <-> diffPriceCloseVWAP;0.0000;0.0000
bullish_ask_ratio <-> diffHighPrice_0_4;0.0000;0.0000
bullish_ask_ratio <-> perct_VA11P;0.0000;0.0000
bullish_ask_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_ask_ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
cumDiffVolDeltaRatio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
cumDiffVolDeltaRatio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_ask_score <-> vol_volatility_score;0.0000;0.0000
bullish_ask_score <-> finished_auction_high;0.0000;0.0000
bullish_ask_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_ask_score <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bullish_ask_score <-> bullish_imnbScore_score;0.0000;0.0000
bullish_ask_score <-> bearish_asc_dynamics;0.0000;0.0000
bullish_ask_score <-> perct_VA6P;0.0000;0.0000
bullish_ask_score <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_ask_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_score <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_ask_score <-> bull_imbalance_high_0;0.0000;0.0000
bullish_ask_score <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_ask_score <-> range_strength_5_23;0.0000;0.0000
bullish_ask_score <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_score <-> naked_poc_dist_above;0.0000;0.0000
bullish_ask_score <-> bearish_market_context_score;0.0000;0.0000
bullish_ask_score <-> perct_VA21P;0.0000;0.0000
cumDiffVolDeltaRatio <-> naked_poc_dist_above;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_market_context_score;0.0000;0.0000
cumDiffVolDeltaRatio <-> perct_VA21P;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
cumDiffVolDeltaRatio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_ask_score <-> price_volume_dynamic;0.0000;0.0000
bullish_ask_score <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bullish_ask_score <-> bullish_ask_ratio;0.0000;0.0000
bullish_ask_ratio <-> bullish_imnbScore_score;0.0000;0.0000
bullish_ask_ratio <-> finished_auction_high;0.0000;0.0000
poc_diff_ratio_6P_16P <-> diffHighPrice_0_4;0.0000;0.0000
price_volume_dynamic <-> bearish_asc_dynamics;0.0000;0.0000
price_volume_dynamic <-> bull_imbalance_high_0;0.0000;0.0000
price_volume_dynamic <-> diffVolCandle_0_1Ratio;0.0000;0.0000
price_volume_dynamic <-> range_strength_5_23;0.0000;0.0000
price_volume_dynamic <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
price_volume_dynamic <-> naked_poc_dist_above;0.0000;0.0000
price_volume_dynamic <-> bearish_market_context_score;0.0000;0.0000
price_volume_dynamic <-> perct_VA21P;0.0000;0.0000
price_volume_dynamic <-> diffHighPrice_0_4;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> price_volume_dynamic;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bullish_ask_ratio;0.0000;0.0000
price_volume_dynamic <-> perct_VA6P;0.0000;0.0000
price_volume_dynamic <-> bullish_imnbScore_score;0.0000;0.0000
price_volume_dynamic <-> bullish_repeatAskBid_ratio;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
poc_diff_ratio_6P_16P <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
price_volume_dynamic <-> bullish_ask_ratio;0.0000;0.0000
price_volume_dynamic <-> finished_auction_high;0.0000;0.0000
bullish_ask_ratio <-> vol_volatility_score;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> perct_VA11P;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffHighPrice_0_4;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> perct_VA21P;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bearish_market_context_score;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> vol_volatility_score;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> finished_auction_high;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bullish_imnbScore_score;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bearish_asc_dynamics;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> perct_VA6P;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bull_imbalance_high_0;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> range_strength_5_23;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_ask_abs_ratio_abv <-> naked_poc_dist_above;0.0000;0.0000
naked_poc_dist_above <-> vol_volatility_score;0.0000;0.0000
naked_poc_dist_above <-> finished_auction_high;0.0000;0.0000
naked_poc_dist_above <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
naked_poc_dist_above <-> bullish_imnbScore_score;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> perct_VA11P;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> vol_volatility_score;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> finished_auction_high;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bullish_imnbScore_score;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_high_0;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> range_strength_5_23;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> naked_poc_dist_above;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> perct_VA21P;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> diffPriceCloseVWAP;0.0000;0.0000
bullish_asc_ask_bid_delta_imbalance <-> diffHighPrice_0_4;0.0000;0.0000
naked_poc_dist_above <-> bullish_repeatAskBid_ratio;0.0000;0.0000
naked_poc_dist_above <-> bearish_asc_dynamics;0.0000;0.0000
bearish_market_context_score <-> vol_volatility_score;0.0000;0.0000
bearish_market_context_score <-> finished_auction_high;0.0000;0.0000
bearish_market_context_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_market_context_score <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_market_context_score <-> bullish_imnbScore_score;0.0000;0.0000
bearish_market_context_score <-> perct_VA6P;0.0000;0.0000
bearish_market_context_score <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_market_context_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_market_context_score <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_market_context_score <-> bull_imbalance_high_0;0.0000;0.0000
bearish_market_context_score <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_market_context_score <-> range_strength_5_23;0.0000;0.0000
bearish_market_context_score <-> naked_poc_dist_above;0.0000;0.0000
naked_poc_dist_above <-> perct_VA6P;0.0000;0.0000
naked_poc_dist_above <-> deltaTimestampOpeningSection5min;0.0000;0.0000
naked_poc_dist_above <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
naked_poc_dist_above <-> bearish_repeatAskBid_ratio;0.0000;0.0000
naked_poc_dist_above <-> diffPriceCloseVWAP;0.0000;0.0000
naked_poc_dist_above <-> diffHighPrice_0_4;0.0000;0.0000
naked_poc_dist_above <-> perct_VA11P;0.0000;0.0000
naked_poc_dist_above <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bull_imbalance_high_0 <-> bearish_repeatAskBid_ratio;0.0000;0.0000
diffVolCandle_0_1Ratio <-> vol_volatility_score;0.0000;0.0000
diffVolCandle_0_1Ratio <-> finished_auction_high;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bullish_imnbScore_score;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bearish_asc_dynamics;0.0000;0.0000
diffVolCandle_0_1Ratio <-> perct_VA6P;0.0000;0.0000
diffVolCandle_0_1Ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bull_imbalance_high_0;0.0000;0.0000
diffVolCandle_0_1Ratio <-> range_strength_5_23;0.0000;0.0000
diffVolCandle_0_1Ratio <-> perct_VA21P;0.0000;0.0000
diffVolCandle_0_1Ratio <-> diffPriceCloseVWAP;0.0000;0.0000
diffVolCandle_0_1Ratio <-> diffHighPrice_0_4;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bull_imbalance_high_0 <-> perct_VA21P;0.0000;0.0000
bull_imbalance_high_0 <-> diffHighPrice_0_4;0.0000;0.0000
bull_imbalance_high_0 <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
diffVolCandle_0_1Ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
range_strength_5_23 <-> deltaTimestampOpeningSection5min;0.0000;0.0000
range_strength_5_23 <-> bearish_repeatAskBid_ratio;0.0000;0.0000
range_strength_5_23 <-> diffPriceCloseVWAP;0.0000;0.0000
range_strength_5_23 <-> perct_VA11P;0.0000;0.0000
range_strength_5_23 <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
range_strength_5_23 <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
range_strength_5_23 <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
range_strength_5_23 <-> perct_VA6P;0.0000;0.0000
range_strength_5_23 <-> bearish_asc_dynamics;0.0000;0.0000
range_strength_5_23 <-> vol_volatility_score;0.0000;0.0000
range_strength_5_23 <-> finished_auction_high;0.0000;0.0000
range_strength_5_23 <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_market_context_score <-> diffHighPrice_0_4;0.0000;0.0000
bearish_market_context_score <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
perct_VA11P <-> bearish_repeatAskBid_ratio;0.0000;0.0000
perct_VA11P <-> perct_VA21P;0.0000;0.0000
perct_VA11P <-> diffHighPrice_0_4;0.0000;0.0000
perct_VA11P <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
perct_VA11P <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
perct_VA11P <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> finished_auction_high;0.0000;0.0000
perct_VA11P <-> perct_VA6P;0.0000;0.0000
diffHighPrice_0_4 <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
diffHighPrice_0_4 <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
perct_VA11P <-> vol_volatility_score;0.0000;0.0000
perct_VA11P <-> diffPriceClose_VA11PvaH;0.0000;0.0000
perct_VA11P <-> bearish_asc_dynamics;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> finished_auction_high;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> bullish_imnbScore_score;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA21P;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> bearish_asc_dynamics;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> perct_VA6P;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_absorption_intensity_repeat_count <-> diffPriceCloseVWAP;0.0000;0.0000
diffHighPrice_0_4 <-> perct_VA21P;0.0000;0.0000
perct_VA21P <-> bearish_asc_dynamics;0.0000;0.0000
perct_VA21P <-> deltaTimestampOpeningSection5min;0.0000;0.0000
perct_VA21P <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
perct_VA21P <-> bearish_repeatAskBid_ratio;0.0000;0.0000
perct_VA21P <-> diffPriceCloseVWAP;0.0000;0.0000
perct_VA21P <-> perct_VA6P;0.0000;0.0000
perct_VA21P <-> bullish_imnbScore_score;0.0000;0.0000
perct_VA21P <-> bullish_repeatAskBid_ratio;0.0000;0.0000
perct_VA21P <-> vol_volatility_score;0.0000;0.0000
perct_VA21P <-> finished_auction_high;0.0000;0.0000
perct_VA21P <-> diffPriceClose_VA11PvaH;0.0000;0.0000
diffPriceCloseVWAP <-> finished_auction_high;0.0000;0.0000
diffHighPrice_0_4 <-> finished_auction_high;0.0000;0.0000
diffHighPrice_0_4 <-> diffPriceClose_VA11PvaH;0.0000;0.0000
diffHighPrice_0_4 <-> bullish_repeatAskBid_ratio;0.0000;0.0000
diffHighPrice_0_4 <-> bullish_imnbScore_score;0.0000;0.0000
diffHighPrice_0_4 <-> bearish_asc_dynamics;0.0000;0.0000
diffHighPrice_0_4 <-> perct_VA6P;0.0000;0.0000
diffHighPrice_0_4 <-> deltaTimestampOpeningSection5min;0.0000;0.0000
diffHighPrice_0_4 <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
diffPriceCloseVWAP <-> diffPriceClose_VA11PvaH;0.0000;0.0000
diffPriceCloseVWAP <-> bullish_repeatAskBid_ratio;0.0000;0.0000
diffPriceCloseVWAP <-> bullish_imnbScore_score;0.0000;0.0000
diffPriceCloseVWAP <-> bearish_asc_dynamics;0.0000;0.0000
diffPriceCloseVWAP <-> perct_VA6P;0.0000;0.0000
diffPriceCloseVWAP <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bull_imbalance_high_0 <-> perct_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_imnbScore_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bull_imbalance_high_0;0.0000;0.0000
bullish_repeatAskBid_ratio <-> finished_auction_high;0.0000;0.0000
diffPriceClose_VA11PvaH <-> bull_imbalance_high_0;0.0000;0.0000
bullish_imnbScore_score <-> bull_imbalance_high_0;0.0000;0.0000
bullish_imnbScore_score <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_imnbScore_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> vol_volatility_score;0.0000;0.0000
bullish_imnbScore_score <-> finished_auction_high;0.0000;0.0000
bullish_imnbScore_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_imnbScore_score <-> bearish_asc_dynamics;0.0000;0.0000
bullish_imnbScore_score <-> perct_VA6P;0.0000;0.0000
diffPriceClose_VA11PvaH <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bull_imbalance_high_0 <-> bearish_asc_dynamics;0.0000;0.0000
vol_volatility_score <-> finished_auction_high;0.0000;0.0000
vol_volatility_score <-> diffPriceClose_VA11PvaH;0.0000;0.0000
vol_volatility_score <-> bearish_asc_dynamics;0.0000;0.0000
vol_volatility_score <-> perct_VA6P;0.0000;0.0000
vol_volatility_score <-> deltaTimestampOpeningSection5min;0.0000;0.0000
vol_volatility_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
vol_volatility_score <-> bull_imbalance_high_0;0.0000;0.0000
finished_auction_high <-> diffPriceClose_VA11PvaH;0.0000;0.0000
diffPriceClose_VA11PvaH <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
diffPriceClose_VA11PvaH <-> bearish_asc_dynamics;0.0000;0.0000
diffPriceClose_VA11PvaH <-> perct_VA6P;0.0000;0.0000
diffPriceClose_VA11PvaH <-> deltaTimestampOpeningSection5min;0.0000;0.0000
finished_auction_high <-> bearish_asc_dynamics;0.0000;0.0000
finished_auction_high <-> perct_VA6P;0.0000;0.0000
finished_auction_high <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
finished_auction_high <-> bearish_repeatAskBid_ratio;0.0000;0.0000
finished_auction_high <-> bull_imbalance_high_0;0.0000;0.0000
bullish_dsc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;0.0000;0.0000
bullish_dsc_ask_bid_delta_imbalance <-> perct_VA6P;0.0000;0.0000
bullish_dsc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_dsc_ask_bid_delta_imbalance <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_repeatAskBid_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bearish_repeatAskBid_ratio <-> perct_VA6P;0.0000;0.0000
bearish_repeatAskBid_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bearish_asc_dynamics <-> deltaTimestampOpeningSection5min;0.0000;0.0000
