feature;importance;importance_percentage;cumulative_importance_percentage
bearish_volume_quality;-0.0031244007;8.332135;8.332135
bearish_repeatAskBid_ratio;-0.0027022855;7.206441;15.538576
bullish_repeatAskBid_ratio;-0.002493016;6.6483617;22.186937
bearish_market_context_score;-0.0020530536;5.4750724;27.66201
diffPriceCloseVWAP;-0.0016751675;4.467328;32.129337
bearish_repeat_ticks_ratio_extrem;0.0011453143;3.0543182;35.183655
bullish_activity_volume_score;0.0011293099;3.0116377;38.195293
diffLowPrice_0_1;-0.0010003969;2.6678534;40.863148
bearish_dsc_ask_bid_delta_imbalance;0.0008989836;2.397405;43.26055
bearish_combined_pressure;-0.0008945576;2.3856015;45.646152
bullish_market_momentum;-0.0008809618;2.3493443;47.9955
VolCandleMeanxRatio;0.0008380578;2.2349281;50.230427
bearish_activity_volume_score;0.0008028874;2.141136;52.371563
diffPriceClosePoc_0_1;-0.00067773176;1.8073715;54.178936
bearish_ask_score;0.0005574115;1.4865022;55.66544
diffPriceClose_VA16PvaH;-0.00055280427;1.4742155;57.139656
diffPriceClosePoc_0_2;0.0005044346;1.3452234;58.48488
bullish_absorption_intensity_repeat_count;0.00050315436;1.3418094;59.826687
bearish_dsc_ask_bid_imbalance;0.00049833825;1.3289658;61.15565
bearish_extrem_dsc_ratio_extrem;0.0004493143;1.198229;62.35388
extrem_ask_bid_imbalance_bearish_extrem;0.00044584408;1.1889746;63.54286
bull_imbalance_high_2;0.00043675816;1.1647444;64.7076
market_regimeADX;-0.00041809698;1.1149788;65.822586
price_volume_dynamic;-0.00040398526;1.0773457;66.89993
bullish_asc_dynamics;0.000385034;1.0268067;67.92674
bearish_extreme_volume_score;0.00036538174;0.97439814;68.90114
bearish_absorption_ratio;0.0003634844;0.9693383;69.870476
bearish_extrem_abs_ratio_extrem;0.0003482419;0.9286897;70.799164
diffPriceClosePoc_0_3;0.0003268906;0.8717502;71.67091
atr;-0.00032348852;0.8626775;72.53359
pocDeltaPocVolRatio;0.0003082342;0.82199734;73.35559
bearish_bid_abs_ratio_abv;0.00030585012;0.81563944;74.17123
deltaTimestampOpeningSection5min;0.00030133576;0.8036006;74.97483
absorption_intensity_repeat_bearish_vol;0.00030026058;0.8007334;75.775566
bearish_asc_dynamics;-0.00029022823;0.7739791;76.549545
ratio_delta_vol_VA11P;-0.00026577225;0.70876;77.25831
vol_volatility_score;0.00026263058;0.7003819;77.95869
diffHighPrice_0_1;0.00024903938;0.66413695;78.622826
poc_diff_ratio_6P_21P;0.00024886837;0.66368085;79.28651
bearish_imnbScore_score;-0.00024731745;0.6595449;79.94605
diffVolDelta_0_1Ratio;-0.000246539;0.6574689;80.60352
deltaTimestampOpeningSection30min;-0.0002448414;0.65294176;81.25646
cumDiffVolDeltaRatio;0.00023823843;0.635333;81.89179
bearish_extrem_revIntensity_ratio_extrem;-0.00023059045;0.6149374;82.50673
bullish_ask_score;-0.00022221902;0.5926125;83.09934
bull_imbalance_high_1;0.00022195878;0.5919185;83.69126
bandWidthBB;0.0002136124;0.5696604;84.260925
extrem_asc_ratio_bearish_extrem;0.00021261467;0.56699973;84.82793
diffHighPrice_0_2;0.0002068467;0.5516177;85.37955
diffPriceClose_VA11PPoc;-0.00020229493;0.5394791;85.91903
diffLowPrice_0_2;0.00018046449;0.48126173;86.40029
diffPriceClose_VA11PvaL;-0.0001778854;0.47438386;86.87467
bullish_asc_ask_bid_imbalance;0.00016925362;0.45136464;87.326035
bearish_extrem_zone_volume_ratio_extrem;0.0001677353;0.44731563;87.77335
bearish_ask_ratio;-0.000166402;0.44375998;88.21712
bear_imbalance_low_0;0.00016574317;0.44200304;88.65912
