Interaction;Value;Percentage_Contribution
bullish_imnbScore_score <-> bearish_absorption_ratio;0.0000;0.0000
bullish_imnbScore_score <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bullish_imbalance_evolution;0.0000;0.0000
bullish_imnbScore_score <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bearish_imbalance_evolution;0.0000;0.0000
bullish_imnbScore_score <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bullish_imnbScore_score <-> bullish_dsc_dynamics;0.0000;0.0000
bullish_imnbScore_score <-> bullish_asc_dynamics;0.0000;0.0000
bullish_imnbScore_score <-> bullish_asc_dsc_ratio;0.0000;0.0000
bullish_imnbScore_score <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bullish_imnbScore_score <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_imnbScore_score <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bullish_imnbScore_score <-> bearish_combined_pressure;0.0000;0.0000
bull_imbalance_low_1 <-> candleSizeTicks;0.0000;0.0000
bull_imbalance_low_1 <-> deltaTimestampOpeningSection30min;0.0000;0.0000
bull_imbalance_low_1 <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bull_imbalance_low_1 <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_imnbScore_score <-> naked_poc_dist_below;0.0000;0.0000
bullish_imnbScore_score <-> naked_poc_dist_above;0.0000;0.0000
bullish_imnbScore_score <-> bullish_combined_pressure;0.0000;0.0000
bullish_imnbScore_score <-> bullish_market_context_score;0.0000;0.0000
bullish_imnbScore_score <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bullish_imnbScore_score <-> bearish_market_context_score;0.0000;0.0000
bullish_imnbScore_score <-> bullish_absorption_score;0.0000;0.0000
bullish_imnbScore_score <-> bearish_absorption_score;0.0000;0.0000
bullish_imnbScore_score <-> price_volume_dynamic;0.0000;0.0000
bullish_imnbScore_score <-> vol_volatility_score;0.0000;0.0000
bullish_imnbScore_score <-> count_abv_tot_ratio;0.0000;0.0000
bullish_imnbScore_score <-> count_blw_tot_ratio;0.0000;0.0000
bullish_imnbScore_score <-> bearish_dsc_dynamics;0.0000;0.0000
bullish_imnbScore_score <-> bearish_asc_dynamics;0.0000;0.0000
bullish_imnbScore_score <-> bearish_asc_dsc_ratio;0.0000;0.0000
bullish_imnbScore_score <-> VolAbv_vol_ratio;0.0000;0.0000
bullish_imnbScore_score <-> VolPocVolCandleRatio;0.0000;0.0000
bullish_imnbScore_score <-> ratioDeltaAbv;0.0000;0.0000
bullish_imnbScore_score <-> ratioDeltaBlw;0.0000;0.0000
bullish_abs_diff_blw <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_asc_dynamics <-> bullish_reversal_force;0.0000;0.0000
bullish_abs_diff_blw <-> bearish_absorption_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_ratio_6P_16P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratioDeltaAbv;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratioDeltaBlw;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_ask_bid_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_reversal_force;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_reversal_force;0.0000;0.0000
count_AbvBlw_asym_ratio <-> is_in_range_5_23;0.0000;0.0000
count_AbvBlw_asym_ratio <-> is_in_range_10_32;0.0000;0.0000
count_AbvBlw_asym_ratio <-> range_strength_5_23;0.0000;0.0000
count_AbvBlw_asym_ratio <-> range_strength_10_32;0.0000;0.0000
count_AbvBlw_asym_ratio <-> market_regimeADX;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_ratio_11P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_11P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_ratio_6P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> VolAbv_vol_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_6P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_6P_16P;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClose_VA6PvaH;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_ratio_6P_11P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA6PvaL;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA6PvaH;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA6PPoc;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratio_delta_vol_VA6P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> perct_VA6P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> perctBB;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bandWidthBB;0.0000;0.0000
count_AbvBlw_asym_ratio <-> atr;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceCloseVWAP;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffLowPrice_0_5;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffLowPrice_0_4;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffLowPrice_0_3;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffLowPrice_0_2;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffLowPrice_0_1;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffHighPrice_0_5;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffHighPrice_0_4;0.0000;0.0000
count_AbvBlw_asym_ratio <-> perct_VA11P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratio_delta_vol_VA11P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA11PPoc;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA21PPoc;0.0000;0.0000
count_AbvBlw_asym_ratio <-> poc_diff_6P_11P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA21PvaL;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA21PvaH;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratio_delta_vol_VA21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
count_AbvBlw_asym_ratio <-> perct_VA21P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA16PvaL;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA16PvaH;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA16PPoc;0.0000;0.0000
count_AbvBlw_asym_ratio <-> ratio_delta_vol_VA16P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> perct_VA16P;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClose_VA11PvaL;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_1;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_0;0.0000;0.0000
count_blw_tot_ratio <-> candleSizeTicks;0.0000;0.0000
count_blw_tot_ratio <-> deltaTimestampOpeningSection30min;0.0000;0.0000
count_blw_tot_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
count_blw_tot_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
count_AbvBlw_asym_ratio <-> naked_poc_dist_below;0.0000;0.0000
count_AbvBlw_asym_ratio <-> naked_poc_dist_above;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_combined_pressure;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_combined_pressure;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_market_context_score;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_market_context_score;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_absorption_score;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_absorption_score;0.0000;0.0000
count_AbvBlw_asym_ratio <-> price_volume_dynamic;0.0000;0.0000
count_AbvBlw_asym_ratio <-> vol_volatility_score;0.0000;0.0000
count_AbvBlw_asym_ratio <-> count_abv_tot_ratio;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_2;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_3;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
count_blw_tot_ratio <-> diffLowPrice_0_4;0.0000;0.0000
count_blw_tot_ratio <-> ratio_delta_vol_VA6P;0.0000;0.0000
count_blw_tot_ratio <-> perct_VA6P;0.0000;0.0000
count_blw_tot_ratio <-> perctBB;0.0000;0.0000
count_blw_tot_ratio <-> bandWidthBB;0.0000;0.0000
count_blw_tot_ratio <-> atr;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
count_blw_tot_ratio <-> diffLowPrice_0_5;0.0000;0.0000
count_blw_tot_ratio <-> diffLowPrice_0_3;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClosePoc_0_5;0.0000;0.0000
count_blw_tot_ratio <-> diffLowPrice_0_2;0.0000;0.0000
count_blw_tot_ratio <-> diffLowPrice_0_1;0.0000;0.0000
count_blw_tot_ratio <-> diffHighPrice_0_5;0.0000;0.0000
count_blw_tot_ratio <-> diffHighPrice_0_4;0.0000;0.0000
count_blw_tot_ratio <-> diffHighPrice_0_3;0.0000;0.0000
count_blw_tot_ratio <-> diffHighPrice_0_2;0.0000;0.0000
count_blw_tot_ratio <-> diffHighPrice_0_1;0.0000;0.0000
count_AbvBlw_asym_ratio <-> count_blw_tot_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_repeatAskBid_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_asc_dynamics;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_asc_dsc_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_abs_diff_blw;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_asc_dsc_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_dsc_dynamics;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_asc_dynamics;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
count_AbvBlw_asym_ratio <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_absorption_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_absorption_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_dsc_dynamics;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_imbalance_evolution;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffHighPrice_0_3;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffHighPrice_0_2;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffHighPrice_0_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_6P_11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA11PPoc;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_6P_16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_reversal_force;0.0000;0.0000
bullish_repeatAskBid_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratioDeltaAbv;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratioDeltaBlw;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_ask_bid_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_reversal_force;0.0000;0.0000
bullish_repeatAskBid_ratio <-> is_in_range_5_23;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_6P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> is_in_range_10_32;0.0000;0.0000
bullish_repeatAskBid_ratio <-> range_strength_5_23;0.0000;0.0000
bullish_repeatAskBid_ratio <-> range_strength_10_32;0.0000;0.0000
bullish_repeatAskBid_ratio <-> market_regimeADX;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_11P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA11P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> naked_poc_dist_below;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_0;0.0000;0.0000
bullish_repeatAskBid_ratio <-> candleSizeTicks;0.0000;0.0000
bullish_repeatAskBid_ratio <-> deltaTimestampOpeningSection30min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> naked_poc_dist_above;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_5;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bullish_combined_pressure;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bearish_combined_pressure;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bullish_market_context_score;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bearish_market_context_score;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bullish_absorption_score;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> bearish_absorption_score;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> price_volume_dynamic;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA6PvaH;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceCloseVWAP;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceClose_VA6PPoc;0.0000;0.0000
bullish_repeatAskBid_ratio <-> ratio_delta_vol_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perct_VA6P;0.0000;0.0000
bullish_repeatAskBid_ratio <-> perctBB;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bandWidthBB;0.0000;0.0000
bullish_repeatAskBid_ratio <-> atr;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_5;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_4;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_3;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_2;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffLowPrice_0_1;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_5;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_4;0.0000;0.0000
bullish_repeatAskBid_ratio <-> diffHighPrice_0_3;0.0000;0.0000
bullish_repeatAskBid_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> VolAbv_vol_ratio;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_5;0.0000;0.0000
bullish_repeatAskBid_ratio <-> count_blw_tot_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_repeatAskBid_ratio <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_repeatAskBid_ratio <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_absorption_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_imbalance_evolution;0.0000;0.0000
bullish_repeatAskBid_ratio <-> count_abv_tot_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> vol_volatility_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> price_volume_dynamic;0.0000;0.0000
count_AbvBlw_asym_ratio <-> deltaTimestampOpeningSection5min;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_3;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_2;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_1;0.0000;0.0000
count_AbvBlw_asym_ratio <-> diffPriceClosePoc_0_0;0.0000;0.0000
count_AbvBlw_asym_ratio <-> candleSizeTicks;0.0000;0.0000
count_AbvBlw_asym_ratio <-> deltaTimestampOpeningSection30min;0.0000;0.0000
count_AbvBlw_asym_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_absorption_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> naked_poc_dist_below;0.0000;0.0000
bullish_repeatAskBid_ratio <-> naked_poc_dist_above;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_combined_pressure;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_combined_pressure;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_market_context_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_absorption_score;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_dsc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_asc_dsc_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_dsc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_dynamics;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bearish_asc_dsc_ratio;0.0000;0.0000
bullish_repeatAskBid_ratio <-> bullish_abs_diff_blw;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClose_VA6PPoc;0.0000;0.0000
count_blw_tot_ratio <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bullish_absorption_intensity_repeat_count <-> count_abv_tot_ratio;0.0000;0.0000
count_abv_tot_ratio <-> bullish_abs_diff_blw;0.0000;0.0000
count_abv_tot_ratio <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bearish_absorption_ratio;0.0000;0.0000
count_abv_tot_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bullish_imbalance_evolution;0.0000;0.0000
count_abv_tot_ratio <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bearish_imbalance_evolution;0.0000;0.0000
count_abv_tot_ratio <-> bearish_asc_dsc_ratio;0.0000;0.0000
count_abv_tot_ratio <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
count_abv_tot_ratio <-> bullish_dsc_dynamics;0.0000;0.0000
count_abv_tot_ratio <-> bullish_asc_dynamics;0.0000;0.0000
count_abv_tot_ratio <-> bullish_asc_dsc_ratio;0.0000;0.0000
count_abv_tot_ratio <-> bearish_dsc_dynamics;0.0000;0.0000
count_abv_tot_ratio <-> bearish_asc_dynamics;0.0000;0.0000
count_blw_tot_ratio <-> perct_VA11P;0.0000;0.0000
count_abv_tot_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
count_abv_tot_ratio <-> bullish_reversal_force;0.0000;0.0000
count_abv_tot_ratio <-> bearish_reversal_force;0.0000;0.0000
count_abv_tot_ratio <-> is_in_range_5_23;0.0000;0.0000
count_abv_tot_ratio <-> is_in_range_10_32;0.0000;0.0000
count_abv_tot_ratio <-> range_strength_5_23;0.0000;0.0000
count_abv_tot_ratio <-> range_strength_10_32;0.0000;0.0000
count_abv_tot_ratio <-> market_regimeADX;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_ratio_11P_21P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_11P_21P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_ratio_6P_21P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_6P_21P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_ratio_6P_16P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_6P_16P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_ratio_6P_11P;0.0000;0.0000
count_abv_tot_ratio <-> poc_diff_6P_11P;0.0000;0.0000
count_abv_tot_ratio <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
count_abv_tot_ratio <-> bullish_ask_bid_ratio;0.0000;0.0000
count_abv_tot_ratio <-> ratioDeltaBlw;0.0000;0.0000
count_abv_tot_ratio <-> ratioDeltaAbv;0.0000;0.0000
count_abv_tot_ratio <-> diffVolCandle_0_1Ratio;0.0000;0.0000
count_abv_tot_ratio <-> VolAbv_vol_ratio;0.0000;0.0000
count_abv_tot_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
count_abv_tot_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
count_abv_tot_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
count_abv_tot_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
count_abv_tot_ratio <-> bullish_absorption_ratio;0.0000;0.0000
count_abv_tot_ratio <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
