Feature;Global_Mean;Selected_Mean;Difference
bearish_ask_abs_ratio_abv;0.5429381640451179;0.5431922260665163;0.0002540620213984379
deltaTimestampOpeningSection1min;533.5852683376903;535.5058365758755;1.920568238185183
diffPriceClose_VA16PvaH;0.09234164472665324;0.08918539325842696;-0.003156251468226276
naked_poc_dist_above;-2.343771234428086;-2.3479475484606613;-0.004176314032575235
ratio_delta_vol_VA16P;0.025608014475201547;0.025522801205308678;-8.521326989286912e-05
perctBB;0.6897237764108873;0.6885097425680935;-0.001214033842793838
bearish_repeatAskBid_ratio;0.9113175572582697;0.9119305758360471;0.0006130185777774022
bull_imbalance_high_0;0.7531051237230724;0.7545682655096138;0.0014631417865413887
diffPriceClosePoc_0_2;0.9100799630939567;0.9104280155642024;0.00034805247024571884
diffPriceCloseVWAP;1.6725905428263805;1.668739595330732;-0.0038509474956485157
bullish_asc_ask_bid_delta_imbalance;0.15184685563210634;0.15104828117932753;-0.0007985744527788108
perct_VA21P;0.5465764757922118;0.5454687208955302;-0.0011077548966815787
perct_VA11P;0.5993638649099566;0.5980831187621589;-0.0012807461477977178
diffHighPrice_0_4;1.4698985083807474;1.468910505836576;-0.000988002544171529
bearish_absorption_score;1.1797773076252696;1.1727737333205457;-0.00700357430472387
bullish_ask_ratio;0.5335667774273813;0.5334021286468564;-0.00016464878052491194
vol_volatility_score;2.4395811099775044;2.4249151829644155;-0.014665927013088886
bearish_absorption_intensity_repeat_count;0.5012139924322206;0.5013671369930303;0.00015314456080961492
bearish_market_context_score;-0.1262346380861703;-0.12462216060054811;0.0016124774856221963
bearish_dsc_ask_bid_delta_imbalance;-0.1128505321251898;-0.11259961718318862;0.00025091494200119024
