Feature;Global_Mean;Selected_Mean;Difference
bear_imbalance_high_3;1.1059546664000903;1.1059546664000903;0.0
perct_VA16P;0.587782471447286;0.587782471447286;0.0
extrem_asc_dsc_comparison_bearish_extrem;2.5886770877531022;2.5886770877531022;0.0
overlap_ratio_VA_6P_16P;0.3950171336975701;0.3950171336975701;0.0
bearish_absorption_score;1.1797773076252696;1.1797773076252696;0.0
bull_imbalance_high_0;0.7531051237230724;0.7531051237230724;0.0
diffPriceCloseVWAP;1.6725905428263805;1.6725905428263805;0.0
poc_diff_ratio_6P_21P;0.00034310039363009834;0.00034310039363009834;0.0
bullish_absorption_intensity_repeat_count;0.38381375648929034;0.38381375648929034;0.0
bullish_absorption_ratio;20.891484797447088;20.891484797447088;0.0
bullish_asc_ask_bid_delta_imbalance;0.15184685563210634;0.15184685563210634;0.0
bullish_asc_dsc_ratio;20.891484797447088;20.891484797447088;0.0
bearish_bid_abs_ratio_abv;0.4129842313030435;0.4129842313030435;0.0
vol_volatility_score;2.4395811099775044;2.4395811099775044;0.0
bearish_asc_dsc_ratio;1.7333553381390097;1.7333553381390097;0.0
absorption_intensity_repeat_bearish_vol;0.49882324872542394;0.49882324872542394;0.0
bearish_extrem_revIntensity_ratio_extrem;0.11189084336848318;0.11189084336848318;0.0
bearish_dsc_ask_bid_delta_imbalance;-0.1128505321251898;-0.1128505321251898;0.0
perct_VA11P;0.5993638649099566;0.5993638649099566;0.0
bearish_extrem_abs_ratio_extrem;2.6833516981130083;2.6833516981130083;0.0
