feature;importance;importance_percentage;cumulative_importance_percentage
diffPriceClose_VA11PvaH;0.0040652165;0.78539366;50.714497
range_strength_5_23;0.003926223;0.75854033;51.473038
VolCandleMeanxRatio;-0.00391889;0.75712353;52.23016
perct_VA21P;-0.003913947;0.75616854;52.98633
overlap_ratio_VA_11P_21P;0.003860762;0.7458933;53.73222
diffPriceClose_VA21PPoc;0.0037555585;0.7255682;54.457787
bear_imbalance_high_2;0.0037506593;0.72462165;55.182407
absorption_intensity_repeat_bullish_vol;-0.003749263;0.7243519;55.90676
bullish_dsc_ask_bid_delta_imbalance;0.0037102653;0.71681756;56.623577
bullish_combined_pressure;-0.0036918551;0.71326077;57.336838
bandWidthBB;0.0036804082;0.71104926;58.047886
absorption_intensity_repeat_bearish_vol;0.0036324495;0.7017837;58.74967
bull_imbalance_high_1;-0.0035903575;0.69365156;59.44332
ratio_delta_vol_VA16P;0.0035791146;0.69147944;60.1348
diffPriceClose_VA16PvaH;0.003535953;0.6831407;60.81794
ratio_delta_vol_VA6P;0.0035308527;0.6821553;61.500095
bearish_asc_ask_bid_imbalance;-0.0034502156;0.6665763;62.16667
bullish_absorption_ratio;0.0034375254;0.6641246;62.830795
overlap_ratio_VA_6P_11P;-0.0033747114;0.6519891;63.482784
bear_imbalance_low_1;-0.003325212;0.6424259;64.12521
bearish_ask_abs_ratio_abv;-0.0032956998;0.6367242;64.76194
pocDeltaPocVolRatio;0.0032830727;0.6342846;65.396225
diffHighPrice_0_3;0.003229596;0.62395304;66.02018
diffPriceClosePoc_0_5;-0.0031986546;0.6179752;66.63815
bear_imbalance_low_2;0.0031794754;0.6142698;67.252426
bearish_bid_score;0.0031765269;0.61370015;67.86613
bullish_asc_ask_bid_delta_imbalance;-0.0031681077;0.6120736;68.4782
ratio_delta_vol_VA11P;-0.0031630953;0.6111052;69.08931
imbalance_score_low;0.0031564017;0.60981196;69.69912
ratioDeltaAbv;0.0031549442;0.6095304;70.30865
bullish_repeatAskBid_ratio;0.0031256485;0.6038705;70.91252
bullish_ask_score;0.0031234445;0.6034447;71.51597
poc_diff_ratio_11P_21P;-0.0031053557;0.59994996;72.11592
ratioDeltaBlw;-0.0030881919;0.5966339;72.712555
bull_imbalance_low_3;-0.0030704688;0.59320986;73.30576
bear_imbalance_low_0;-0.00303489;0.58633614;73.8921
poc_diff_ratio_6P_21P;-0.003024101;0.5842517;74.47635
bearish_market_context_score;0.0030093365;0.5813992;75.05775
bearish_dsc_ask_bid_imbalance;0.0029590547;0.57168484;75.62943
overlap_ratio_VA_6P_21P;0.0029477505;0.56950086;76.19894
bullish_bid_ratio;0.0029131111;0.56280863;76.76174
extrem_zone_significance_bearish_extrem;-0.0028830734;0.55700535;77.31875
range_strength_10_32;0.0028652444;0.5535608;77.87231
perctBB;0.0028631452;0.55315524;78.42546
diffPriceClose_VA11PvaL;-0.00281937;0.544698;78.97016
diffPriceClose_VA11PPoc;-0.0027988683;0.54073703;79.510895
diffHighPrice_0_5;0.0027582876;0.53289694;80.04379
bullish_absorption_intensity_repeat_count;-0.00274737;0.53078765;80.57458
extrem_ask_bid_imbalance_bearish_extrem;-0.0027318844;0.52779585;81.10237
extrem_asc_ratio_bearish_extrem;-0.0026789147;0.5175622;81.619934
bullish_imbalance_evolution;0.0026640855;0.51469725;82.13463
diffLowPrice_0_3;0.0026373954;0.50954074;82.64417
bullish_asc_dsc_ratio;-0.0026193976;0.5060636;83.15024
bullish_dsc_dynamics;-0.002592827;0.5009302;83.65117
bullish_market_context_score;-0.002528989;0.4885968;84.13976
bullish_abs_diff_blw;0.0025103271;0.48499134;84.624756
bullish_bid_score;-0.002458018;0.47488534;85.09964
bullish_reversal_force;0.0024332765;0.4701053;85.56975
diffPriceClose_VA21PvaL;0.0023954385;0.46279505;86.03254
bullish_asc_ask_bid_imbalance;-0.0023787606;0.4595729;86.49211
diffPriceClosePoc_0_1;-0.0023607714;0.45609745;86.94821
bearish_extrem_zone_volume_ratio_extrem;0.0023570135;0.45537138;87.40358
bearish_extrem_vs_rest_activity_extrem;-0.0023500558;0.4540272;87.857605
naked_poc_dist_below;-0.00225015;0.43472555;88.29233
VolPocVolCandleRatio;-0.0021512662;0.41562134;88.70795
bearish_dsc_dynamics;-0.0021160173;0.4088113;89.11676
bearish_ask_bid_ratio;-0.0020191013;0.39008728;89.50685
overlap_ratio_VA_6P_16P;0.0019458747;0.37594;89.88279
bullish_ask_ratio;0.0019319758;0.37325478;90.25604
atr;0.0018879682;0.36475256;90.6208
diffPriceClose_VA6PvaH;-0.0018498289;0.35738412;90.97818
imbalance_score_high;-0.001753636;0.3387998;91.31698
diffPriceClose_VA16PvaL;-0.0017492605;0.33795446;91.65493
bearish_reversal_force;-0.0017377633;0.3357332;91.99066
diffPriceClose_VA6PvaL;-0.0017297697;0.33418888;92.32485
bearish_asc_dynamics;0.0016940739;0.32729247;92.652145
bearish_bid_abs_ratio_abv;-0.0016864691;0.32582325;92.97797
diffLowPrice_0_4;0.0016725558;0.32313523;93.3011
bearish_asc_dsc_ratio;0.0016721279;0.32305256;93.62415
diffPriceClose_VA16PPoc;-0.0016267636;0.31428823;93.93844
bullish_ask_bid_ratio;0.0016055708;0.3101938;94.248634
poc_diff_ratio_6P_11P;0.0016043838;0.3099645;94.5586
deltaTimestampOpeningSection30min;-0.0015672477;0.30278984;94.86139
bearish_bid_ratio;0.0015452038;0.29853103;95.15992
bullish_asc_dynamics;-0.0015099315;0.29171646;95.45164
poc_diff_11P_21P;-0.0014951646;0.2888635;95.7405
diffPriceClosePoc_0_2;-0.0014847604;0.28685346;96.02735
poc_diff_6P_21P;-0.0014808268;0.28609347;96.313446
bullish_ask_abs_ratio_blw;-0.0014228092;0.27488455;96.58833
bearish_imbalance_evolution;0.0014016238;0.2707916;96.85912
finished_auction_high;-0.0013883734;0.2682316;97.12736
VolAbv_vol_ratio;-0.0013863933;0.26784906;97.39521
diffLowPrice_0_5;-0.0013446595;0.25978616;97.655
bullish_dsc_ask_bid_imbalance;0.001330748;0.25709847;97.912094
diffPriceClose_VA21PvaH;-0.0012617669;0.24377142;98.15587
diffLowPrice_0_2;0.0010471538;0.20230852;98.35818
poc_diff_6P_16P;-0.0010203074;0.19712183;98.5553
count_AbvBlw_asym_ratio;0.0008512848;0.16446692;98.719765
asymetrie_volume;-0.0007318888;0.1413998;98.86117
count_blw_tot_ratio;0.00072665367;0.14038838;99.00156
diffPriceClose_VA6PPoc;-0.00071677734;0.13848029;99.14004
diffPriceCloseVWAPbyIndex;0.00070546666;0.13629508;99.27633
poc_diff_6P_11P;-0.00066029426;0.12756784;99.4039
VolBlw_vol_ratio;0.0006404122;0.12372666;99.527626
diffHighPrice_0_1;0.0006150281;0.118822485;99.64645
candleSizeTicks;-0.00046774722;0.09036805;99.73682
diffHighPrice_0_2;-0.00045930577;0.088737175;99.825554
count_abv_tot_ratio;0.00045620246;0.08813761;99.91369
diffPriceClosePoc_0_0;0.0004467076;0.08630323;99.99999
diffLowPrice_0_1;0.0;0.0;99.99999
bullish_extrem_revIntensity_ratio_extrem;0.0;0.0;99.99999
is_in_range_10_32;0.0;0.0;99.99999
bullish_extrem_pressure_ratio_extrem;0.0;0.0;99.99999
bullish_extrem_zone_volume_ratio_extrem;0.0;0.0;99.99999
bullish_extrem_abs_ratio_extrem;0.0;0.0;99.99999
extrem_asc_dsc_comparison_bullish_extrem;0.0;0.0;99.99999
extrem_ask_bid_imbalance_bullish;0.0;0.0;99.99999
extrem_zone_significance_bullish_extrem;0.0;0.0;99.99999
extrem_dsc_ratio_bullish_extrem;0.0;0.0;99.99999
extrem_asc_ratio_bullish_extrem;0.0;0.0;99.99999
bullish_extrem_vs_rest_activity_extrem;0.0;0.0;99.99999
bullish_continuation_vs_reversal_extrem;0.0;0.0;99.99999
bullish_repeat_ticks_ratio_extrem;0.0;0.0;99.99999
is_in_range_5_23;0.0;0.0;99.99999
finished_auction_low;0.0;0.0;99.99999
