true_label;predicted_label;prediction_probability;bearish_dsc_ask_bid_delta_imbalance;finished_auction_high;bearish_repeatAskBid_ratio;bull_imbalance_high_0;bearish_absorption_intensity_repeat_count;diffPriceCloseVWAP;diffVolCandle_0_1Ratio;VolPocVolCandleRatio;market_regimeADX;perct_VA21P;perct_VA11P;bear_imbalance_high_3;range_strength_5_23;diffHighPrice_0_4;deltaTimestampOpeningSection5min;perctBB;bearish_market_context_score;naked_poc_dist_above;bandWidthBB;bullish_imnbScore_score;vol_volatility_score;price_volume_dynamic;pocDeltaPocVolRatio;bearish_combined_pressure;poc_diff_ratio_6P_16P;imbalance_score_high;ratio_delta_vol_VA6P;perct_VA6P;deltaTimestampOpeningSection1min;bullish_dsc_dynamics;VolCandleMeanxRatio;bullish_combined_pressure;diffPriceClose_VA11PvaH;bearish_imnbScore_score;ratio_delta_vol_VA21P;bear_imbalance_high_1;bullish_imbalance_evolution;bearish_asc_dynamics;diffPriceClose_VA11PvaL;diffVolDelta_0_1Ratio;cumDiffVolDeltaRatio;diffPriceClosePoc_0_4;diffPriceClose_VA21PvaL;diffPriceClose_VA16PvaH;overlap_ratio_VA_6P_11P;bullish_asc_ask_bid_delta_imbalance;bearish_absorption_ratio;bullish_market_context_score;bearish_bid_score;overlap_ratio_VA_6P_16P;bearish_imbalance_evolution;ratio_delta_vol_VA11P;bearish_absorption_score;bullish_asc_dsc_ratio;bearish_ask_score;bullish_ask_score;bear_imbalance_high_2;bullish_repeatAskBid_ratio;bearish_ask_abs_ratio_abv;diffLowPrice_0_5;imbalance_score_low;bull_imbalance_high_1;bullish_dsc_ask_bid_delta_imbalance;bearish_dsc_ask_bid_imbalance;bull_imbalance_low_3;bearish_asc_ask_bid_delta_imbalance;overlap_ratio_VA_11P_21P;bearish_bid_abs_ratio_abv;bear_imbalance_low_1;bullish_ask_ratio;overlap_ratio_VA_6P_21P;diffHighPrice_0_3;ratio_delta_vol_VA16P;diffPriceClose_VA21PPoc;bearish_ask_bid_ratio;bear_imbalance_low_2;bullish_absorption_score;bull_imbalance_low_2;is_error;error_type
1;0;0.56406856;-0.063063063063063;1;0.9207207207207208;0.0285714285714285;0.5949367088607594;1.270499999999629;-0.3634840871021775;0.644891122278057;18.19574736071002;;0.6666666666666666;0.3114754098360656;5.996645608542517;0.75;135;0.7241;-0.0983997587343423;;2.6191;0.8571428571428572;1.7521465582592326;0.0006418992058442;0.6363636363636364;-0.0808474362851849;;-0.5240384615384616;0.0586176727909011;0.8;135;0.0476190476190476;1.070659971305595;0.0071258821905484;0.25;0.063063063063063;;29.6;0.5714285714285714;0.7387387387387387;1.75;0.2964824120603015;0.3694404591104734;1.0;;;0.8333333333333334;0.5;0.1512195121951219;0.037150929318068;0.1117117117117117;;0.6270270270270271;0.0392289482583699;1.2820093468079328;13.0;0.0486486486486486;0.6190476190476191;0.092063492063492;0.7619047619047619;0.7873873873873873;1.5;0.7623762376237624;5.0;0.0238095238095238;0.1117117117117117;3.210526315789474;0.6414414414414414;;0.1981981981981982;0.1016949152542373;0.6904761904761905;;1.0;;;3.7033898305084745;0.3114754098360656;0.2992870520030339;6.75;True;False Negative
1;0;0.52755576;-0.1844484629294756;1;0.9547920433996384;0.2857142857142857;0.4551282051282051;-0.7768999999998414;0.8878842676311031;0.5280289330922242;13.303217308900406;0.1666666666666666;0.3333333333333333;0.3538461538461538;;0.5;230;0.6525;-0.2406728638266436;-3.0;1.4697;;1.4032072305511445;-0.0003640716179865;-0.1095890410958904;0.1678728100176019;0.0;0.2815013404825737;-0.1398496240601503;0.5;225;;1.2180616740088106;;-0.25;0.3833634719710669;-0.123269435569755;3.5;;0.2151898734177215;1.25;-0.0849909584086799;-0.7180616740088106;0.0;1.5;-0.75;0.6666666666666666;;2.100840336134454;;0.4050632911392405;0.4444444444444444;-0.2368896925858951;-0.1332197614991482;0.9101339601934691;;0.0216998191681736;;1.4464285714285714;;0.4828209764918625;1.25;0.0755555555555555;0.691358024691358;;0.4520795660036166;0.2857142857142857;0.1573236889692585;0.5;0.4936708860759494;1.4464285714285714;;0.3333333333333333;1.0;-0.1168289290681502;0.5;0.936842105263158;3.5;;0.691358024691358;True;False Negative
1;0;0.5531694;-0.1551459293394777;1;0.9185867895545314;0.05;0.5212264150943396;-5.272500000000036;0.4339419978517723;0.3082706766917293;43.627913865738726;-0.2;-0.5;1.6261682242990654;5.9973107737128135;0.25;475;0.1779;-0.0982491029829823;-3.5;1.0596;0.3535714285714285;2.4572106736817703;-0.0041404778749543;-0.2125435540069686;0.2878585032830493;0.0001120636521544;0.377431906614786;-0.1043145821955215;;465;0.0892857142857142;2.3677517802644963;-0.0117694077145757;-1.0;0.1827956989247312;-0.0866141732283464;20.0;0.2892857142857142;0.4039938556067588;0.0;-0.0042964554242749;-0.7121057985757884;0.0;0.75;-1.25;0.1666666666666666;-0.0071428571428571;0.5247148288973384;0.0045233497908006;0.2027649769585253;0.4285714285714285;0.1920122887864823;-0.0753629868633325;1.8554048082897527;4.24;0.0199692780337941;0.0071428571428571;1.2763157894736843;0.9321428571428572;0.4608294930875576;0.0;0.1797752808988764;0.7835051546391752;0.0071428571428571;0.2119815668202765;0.6149425287356322;0.0890937019969278;0.4;0.488479262672811;0.5663716814159292;0.475;0.3;0.5;-0.0937845959196583;-0.5;0.8547008547008547;1.6261682242990654;1.6477170800405987;1.765625;True;False Negative
1;0;0.5306716;-0.1460055096418732;0;0.9201101928374656;1.7878787878787878;0.5416666666666666;-4.555199999999786;-0.2122137404580152;0.2;43.95118138412819;;;0.3387096774193548;0.9991597109405634;0.5;480;0.182;-0.0605822120063081;-3.0;2.1787;0.4417808219178082;2.830976490111431;-0.0023565191500533;-0.0534351145038167;0.1803042023997267;0.0;0.02;-0.0521436848203939;;480;0.1780821917808219;1.060900550696469;0.0433832233315471;-0.5;0.1900826446280991;-0.0776510555690366;0.559322033898305;0.3595890410958904;0.4628099173553719;0.75;0.7984732824427481;-1.0414642047295108;0.0;1.25;-0.75;0.7142857142857143;0.3904109589041096;0.5952380952380952;-0.022735945162357;0.1322314049586777;0.8571428571428571;0.18732782369146;-0.0355308219178082;1.234913688133977;3.019230769230769;-0.0578512396694214;0.3938356164383562;1.7692307692307692;0.9178082191780822;0.5922865013774105;-1.25;0.1260504201680672;0.5652173913043478;-0.0547945205479452;0.2754820936639118;1.6666666666666667;0.3360881542699724;0.5555555555555556;0.371900826446281;1.826086956521739;0.660958904109589;0.7777777777777778;1.25;-0.0605960264900662;0.0;1.4527027027027026;0.6;0.7917438258007347;0.5476190476190477;True;False Negative
1;0;0.5700454;-0.121786197564276;0;0.9215155615696888;0.2826086956521739;0.491362763915547;-5.77980000000025;0.7810055865921788;0.306145251396648;33.04908733240195;-0.1666666666666666;-0.125;1.4631578947368422;;-0.75;525;0.2242;-0.0801495013977844;-1.0;3.1572;0.5;3.989754785756564;-0.0039238735434045;0.3284671532846715;0.1756578079093146;0.0001121139077302;0.0142180094786729;-0.1183252427184466;;525;0.1923076923076923;1.1587260486794408;0.1185146111857463;-1.25;0.4167794316644113;-0.0939418510367195;3.5384615384615383;0.0192307692307692;0.2746955345060893;0.75;-0.0234636871508379;-0.9321595028482652;-1.0;1.0;-1.75;0.6666666666666666;-0.2051282051282051;1.3251231527093597;-0.0464056479246858;0.2936400541271989;0.6923076923076923;-0.0893098782138024;-0.0397493636185627;1.4423457782775946;1.1;-0.1231393775372124;0.0961538461538461;0.6703296703296703;0.9230769230769232;0.516914749661705;0.0;0.041860465116279;1.4918032786885247;-0.0705128205128205;0.3640054127198917;0.6834532374100719;0.1637347767253044;0.6666666666666666;0.4492557510148849;0.8227848101265823;0.3333333333333333;0.7142857142857143;0.0;-0.0765857936275942;-0.5;1.0700280112044818;1.4631578947368422;1.6807526677251294;1.2153846153846153;True;False Negative
1;0;0.5485929;0.0334448160535117;1;0.9498327759197324;0.12;0.5930735930735931;-3.910200000000259;0.2809364548494983;0.3745819397993311;29.3014107635798;1.0;1.0;0.6901408450704225;;0.75;545;0.6061;0.01884011652517;-1.0;5.6719;;0.8773504182883658;-0.000788548884707;0.2678571428571428;-0.0184352014543933;0.0005606638259699;0.064516129032258;0.1789181692094313;0.2222222222222222;540;;0.858701895462378;;1.25;0.0468227424749163;-0.124147690724302;8.333333333333334;;0.2675585284280936;4.25;0.1337792642140468;0.485353245261344;0.5;4.25;1.75;0.1052631578947368;;1.1625;;0.2240802675585284;0.0;-0.0434782608695652;-0.0323859881031064;0.5512125234863596;;0.177257525083612;;0.7454545454545455;;0.6120401337792643;4.25;0.1666666666666666;1.3414634146341464;;0.3110367892976589;0.12;0.197324414715719;1.0;0.3578595317725752;0.7454545454545455;;0.1052631578947368;1.0;-0.1165523996082272;3.0;1.5913043478260869;8.333333333333334;;1.3414634146341464;True;False Negative
1;0;0.5594649;-0.0950819672131147;0;0.9442622950819672;2.2142857142857144;0.5059760956175299;-4.582999999999629;0.3973941368078176;0.4462540716612377;11.177709766836712;0.6666666666666666;-0.1111111111111111;1.467741935483871;2.9976460038112323;0.0;550;0.329;-0.0306101420343816;-1.25;2.7842;0.0;1.1157201801049028;-0.0009664455647569;-0.3284671532846715;0.0470759883065485;0.0006167474979675;-0.0425531914893617;-0.0696142991533396;0.9;540;1.0;0.5695732838589982;0.4892617818093709;-1.25;0.2655737704918032;-0.0652489125181247;0.4516129032258064;-1.0;0.340983606557377;1.0;-0.0846905537459283;-0.2578849721706864;-0.5;3.25;-1.75;0.1875;0.0;0.7788461538461539;-0.321934252430566;0.2655737704918032;0.3333333333333333;0.0754098360655737;-0.0143910143910143;0.4951095321895626;0.0;0.0;0.0;1.7222222222222223;0.5;0.5114754098360655;0.5;0.0746268656716417;0.5806451612903226;-1.0;0.2655737704918032;0.5806451612903226;0.1278688524590163;0.1666666666666666;0.4622950819672131;1.467741935483871;0.0;0.8333333333333334;1.0;0.0146299483648881;2.0;1.054054054054054;1.7222222222222223;0.4892617818093709;0.6813186813186813;True;False Negative
1;0;0.52928144;-0.0291479820627802;0;0.9551569506726456;0.6265060240963856;0.5254237288135594;-3.936999999999898;0.6315165876777251;0.1658767772511848;12.467137278732157;;0.5;0.76;0.9993275050437124;0.5;555;0.7865;-0.0608623614512699;-1.5;2.4375;0.1959798994974874;2.6089601744698183;-0.0022607207428595;-0.1857142857142857;0.040659286583757;0.0003363605785401;0.0991735537190082;0.0451127819548872;0.8571428571428571;555;0.2035175879396984;2.99290780141844;0.14103346682047;0.0;0.1053811659192825;0.0464504820333041;1.5961538461538465;0.2236180904522613;0.2869955156950672;2.0;-0.0438388625592417;0.4326241134751773;0.5;1.75;-1.25;0.6666666666666666;0.1582914572864321;1.03125;-0.2360857352777324;0.0941704035874439;0.2857142857142857;-0.0089686098654708;0.0014814814814814;1.3949262935658175;2.098765432098765;-0.0112107623318385;0.2261306532663316;0.8771929824561403;0.9597989949748744;0.5538116591928252;0.0;-0.0210526315789473;1.14;-0.1130653266331658;0.2959641255605381;1.15;0.1390134529147982;0.5384615384615384;0.4260089686098655;1.0;0.5175879396984925;0.3571428571428571;1.0;0.0374574347332576;0.0;1.2412060301507537;0.8695652173913043;1.2473626621010463;1.0;True;False Negative
1;0;0.5764188;0.0;1;0.9608247422680412;0.0365853658536585;0.5914285714285714;-5.914999999999964;0.6001669449081803;0.2061769616026711;50.03641500944968;;;2.0408163265306123;;1.75;630;0.385;0.0;-1.0;4.7607;0.4123422159887798;3.93006603686468;-0.0046152999966789;0.1902834008097166;;0.0002805599977555;0.164021164021164;-0.0485100485100485;0.4545454545454545;630;0.0014025245441795;2.048563611491108;-0.0493267925361004;-1.75;0.0082474226804123;-0.0865312264860797;27.33333333333333;0.5694249649368863;0.4371134020618556;2.0;0.2212020033388981;-1.183310533515732;1.25;2.75;-1.5;0.4444444444444444;0.2089761570827489;0.2971698113207547;0.053581228392339;0.1298969072164948;0.4117647058823529;0.3072164948453608;-0.0702676864244741;2.095973251962289;138.0;0.1216494845360824;0.214586255259467;0.3684210526315789;0.9312762973352032;0.5670103092783505;-0.5;0.9473684210526316;2.7142857142857144;0.0392706872370266;0.1298969072164948;0.7804878048780488;0.1422680412371134;0.7142857142857143;0.4144329896907217;0.0;0.6115007012622721;0.5238095238095238;2.75;-0.0726909482096204;0.0;1.3095238095238095;1.28125;1.2560715385085572;;True;False Negative
1;0;0.5473836;-0.0011737089201877;0;0.9284037558685446;0.449438202247191;0.4921875;2.0132000000003245;-0.4783625730994152;0.5157894736842106;57.989622469433534;0.4375;-0.1111111111111111;0.2772727272727273;0.999328032254452;1.25;700;0.7138;-0.0018836014418383;-1.5;3.6475;0.6666666666666666;2.324354211814017;0.0010324515538912;-0.0022675736961451;-0.0012988023040835;0.0004481541650327;0.2277227722772277;0.1179321486268174;-0.1428571428571428;690;0.3333333333333333;0.9671945701357466;;-1.0;0.4284037558685445;0.1013930121032199;2.225;-0.3333333333333333;0.1619718309859155;1.25;0.2538011695906432;0.4411764705882353;1.25;3.75;0.25;0.7777777777777778;0.0;2.398550724637681;-0.5349428094820997;0.1607981220657277;0.1176470588235294;-0.2265258215962441;0.1277184657967576;1.106579563079172;0.0;-0.2676056338028169;0.0;1.4258064516129032;0.0;0.5492957746478874;2.5;0.621301775147929;0.7013574660633484;-0.3333333333333333;0.3884976525821596;0.7013574660633484;0.1044600938967136;0.3157894736842105;0.4131455399061033;0.2772727272727273;0.0;0.2105263157894736;2.0;0.1139202855443188;1.75;1.2219321148825066;1.4258064516129032;0.0;3.60655737704918;True;False Negative
