Feature;Global_Mean;Selected_Mean;Difference
diffPriceClosePoc_0_2;0.9356352127600246;0.9510658634072873;0.015430650647262678
perct_VA21P;0.5453514677266516;0.5450991194924137;-0.00025234823423780917
bearish_absorption_score;1.011947730353988;0.9913111527207255;-0.020636577633262654
diffHighPrice_0_3;1.960689587864592;1.9854457510282106;0.024756163163618616
bearish_market_momentum;0.1231017505999297;0.09310806945265926;-0.02999368114727044
bearish_dsc_ask_bid_delta_imbalance;-0.10392025714020628;-0.10193546876831101;0.001984788371895266
deltaTimestampOpeningSection1min;967.96595281914;965.9798412790361;-1.9861115401039342
VolCandleMeanxRatio;1.7056036675180228;1.7001640701577918;-0.00543959736023103
diffLowPrice_0_1;0.6618077630918521;0.6733983085211145;0.011590545429262411
deltaTimestampOpeningSection5min;972.5766828397747;970.6330012164746;-1.9436816233001082
diffPriceCloseVWAP;1.5054341308348667;1.2903349910212591;-0.2150991398136075
bearish_activity_volume_score;8.151065496991329;7.601970383638639;-0.5490951133526902
diffPriceClose_VA21PvaH;-0.049274545710663475;-0.049531332126379723;-0.00025678641571624805
bullish_absorption_score;0.9598349175314661;0.9258107010412816;-0.0340242164901845
bearish_market_context_score;-0.1020281459060951;-0.09961401039088155;0.00241413551521355
bearish_repeatAskBid_ratio;0.9225814035080262;0.9275589293240938;0.004977525816067585
bearish_volume_quality;103.8201409693877;83.0116132289783;-20.80852774040939
bearish_extrem_abs_ratio_extrem;2.711433888414824;2.704065093243803;-0.00736879517102107
diffPriceClose_VA16PvaH;0.06982494591025316;0.07091780263311197;0.0010928567228588038
bearish_extreme_volume_score;0.6678570826193366;0.6533063387602132;-0.014550743859123472
