feature;importance;importance_percentage;cumulative_importance_percentage
diffPriceClosePoc_0_2;0.0009277805;0.55846345;66.87872
bull_imbalance_low_1;0.00091933634;0.5533806;67.432106
diffPriceCloseVWAPbyIndex;-0.00091596146;0.55134916;67.98345
bull_imbalance_low_2;-0.0009123479;0.5491741;68.53262
cumDiffVolDeltaRatio;-0.00090220204;0.54306686;69.07569
VolPocVolCandleRatio;-0.0008990926;0.54119515;69.61689
diffHighPrice_0_4;-0.00089019677;0.5358405;70.15273
bearish_absorption_intensity_repeat_count;0.0008867766;0.53378177;70.686516
bear_imbalance_low_2;-0.0008859343;0.53327477;71.21979
bearish_extrem_dsc_ratio_extrem;0.00088365667;0.53190374;71.75169
diffPriceClose_VA21PvaH;-0.0008776898;0.5283121;72.28001
bearish_ask_abs_ratio_abv;-0.0008770731;0.52794087;72.807945
atr;-0.00084884773;0.51095104;73.31889
ratio_delta_vol_VA6P;0.00082443486;0.49625608;73.81515
bullish_absorption_intensity_repeat_count;-0.0008220821;0.4948399;74.30999
extrem_ask_bid_imbalance_bearish_extrem;0.00082195323;0.49476233;74.80475
bearish_dsc_dynamics;-0.0007858609;0.4730371;75.27779
bull_imbalance_low_3;0.0007831344;0.4713959;75.74918
absorption_intensity_repeat_bearish_vol;0.000783053;0.4713469;76.22053
bullish_ask_bid_ratio;0.0007738086;0.4657824;76.68631
bear_imbalance_high_2;0.0007625901;0.4590296;77.14534
bearish_imbalance_evolution;-0.0007610571;0.45810676;77.60345
bullish_asc_dsc_ratio;-0.0007570083;0.4556697;78.05912
diffHighPrice_0_1;0.00074853294;0.45056808;78.50969
diffPriceClose_VA21PvaL;0.0007460943;0.44910014;78.958786
bearish_bid_abs_ratio_abv;0.0007154331;0.43064412;79.38943
bullish_market_momentum;0.00071504875;0.43041277;79.81984
bullish_reversal_force;-0.0007127548;0.42903194;80.24887
vol_volatility_score;0.0007083351;0.42637157;80.67524
bearish_extrem_vs_rest_activity_extrem;-0.00068894896;0.4147024;81.08994
perctBB;0.00068825186;0.41428277;81.50423
bearish_continuation_vs_reversal_extrem;0.0006868932;0.41346493;81.917694
bullish_absorption_ratio;0.0006445917;0.38800222;82.305695
range_strength_10_32;-0.0006437376;0.38748813;82.693184
diffPriceClosePoc_0_3;0.0006407932;0.38571575;83.0789
bearish_asc_dynamics;-0.0006374525;0.3837049;83.46261
bullish_imnbScore_score;-0.0006324291;0.38068113;83.84329
count_blw_tot_ratio;-0.0006184607;0.37227306;84.21557
extrem_zone_significance_bearish_extrem;0.0006058342;0.36467272;84.58024
diffHighPrice_0_2;0.000596222;0.3588868;84.939125
bullish_asc_ask_bid_delta_imbalance;0.0005912552;0.35589713;85.29502
bullish_combined_pressure;0.0005885438;0.35426503;85.649284
bear_imbalance_high_3;0.00058096956;0.34970582;85.99899
overlap_ratio_VA_6P_11P;-0.00055819686;0.33599815;86.33499
bearish_absorption_score;0.0005531752;0.33297545;86.66797
diffPriceClose_VA16PPoc;0.0005505619;0.3314024;86.999374
bear_imbalance_high_1;0.00054627913;0.32882446;87.3282
bearish_bid_score;-0.00053955545;0.32477725;87.65298
bullish_imbalance_evolution;-0.0005319597;0.3202051;87.97318
bearish_absorption_ratio;0.00053028075;0.31919447;88.29237
overlap_ratio_VA_11P_21P;-0.0005273598;0.31743625;88.60981
bullish_bid_ratio;-0.0005146571;0.30979007;88.9196
bearish_asc_ask_bid_delta_imbalance;-0.00051028683;0.30715942;89.22676
diffPriceClose_VA11PvaH;0.0005026843;0.30258325;89.52934
diffPriceClosePoc_0_5;0.00050084956;0.30147883;89.83082
bullish_dsc_dynamics;-0.0005003717;0.30119115;90.13201
absorption_intensity_repeat_bullish_vol;-0.0004991229;0.30043948;90.43245
deltaTimestampOpeningSection30min;-0.0004970075;0.29916614;90.73161
diffLowPrice_0_2;0.00049470604;0.2977808;91.029396
bull_imbalance_high_1;0.0004931042;0.29681662;91.32621
bearish_reversal_force;-0.00048962684;0.29472348;91.62093
count_AbvBlw_asym_ratio;-0.00048711462;0.29321128;91.91415
diffPriceClose_VA11PvaL;-0.00048662222;0.29291487;92.20706
bear_imbalance_low_1;0.00048161857;0.28990299;92.49696
bullish_bid_score;0.00048019597;0.2890467;92.78601
diffLowPrice_0_5;0.0004718677;0.28403363;93.070045
bullish_market_context_score;0.0004637076;0.2791218;93.34917
bearish_asc_ask_bid_imbalance;0.00045384554;0.27318546;93.62235
diffLowPrice_0_3;0.00043755834;0.26338163;93.885735
diffPriceClose_VA16PvaL;0.00043664474;0.2628317;94.14857
diffHighPrice_0_5;-0.00043612262;0.26251742;94.41109
poc_diff_6P_21P;0.00043160445;0.25979775;94.67088
bearish_ask_bid_ratio;0.00043146487;0.25971377;94.930595
diffPriceClosePoc_0_4;-0.00042773766;0.2574702;95.188065
imbalance_score_high;-0.00038827115;0.23371394;95.421776
poc_diff_11P_21P;-0.00038191423;0.2298875;95.651665
bullish_bid_abs_ratio_blw;0.00036389308;0.21903995;95.870705
bullish_ask_abs_ratio_blw;0.00035409365;0.21314132;96.08385
bearish_asc_dsc_ratio;-0.00035121338;0.21140759;96.29526
bearish_abs_diff_abv;0.0003305846;0.19899039;96.49425
diffPriceClose_VA21PPoc;0.00030991578;0.18654911;96.68079
poc_diff_6P_16P;0.00030620603;0.18431608;96.86511
diffPriceClosePoc_0_1;0.00030408415;0.18303886;97.04815
bullish_asc_dynamics;-0.00030037062;0.18080355;97.22895
poc_diff_ratio_11P_21P;-0.00029590182;0.17811362;97.40707
diffPriceClose_VA11PPoc;0.00028532997;0.17175007;97.57882
bullish_ask_ratio;0.0002624214;0.1579606;97.73678
poc_diff_ratio_6P_11P;0.00025875328;0.15575261;97.89253
bearish_extrem_pressure_ratio_extrem;0.00024224554;0.14581603;98.038345
diffPriceClose_VA6PvaH;-0.00023811133;0.14332752;98.18167
bearish_ask_ratio;0.0002321837;0.13975945;98.321434
bullish_dsc_ask_bid_imbalance;-0.00022738053;0.13686827;98.458305
ratioDeltaBlw;0.00022688092;0.13656753;98.59487
poc_diff_6P_11P;0.00022011473;0.13249473;98.72736
diffPriceClose_VA6PPoc;0.00021618923;0.13013184;98.8575
ratioDeltaAbv;0.00021467448;0.12922005;98.98672
bullish_asc_ask_bid_imbalance;0.0002090635;0.12584262;99.11256
bearish_dsc_ask_bid_imbalance;-0.00019126215;0.11512736;99.227684
bullish_abs_diff_blw;0.00017690263;0.10648386;99.33417
diffLowPrice_0_4;0.00016116047;0.09700811;99.431175
deltaTimestampOpeningSection15min;0.00015673976;0.09434713;99.52552
count_abv_tot_ratio;0.00013042262;0.078505926;99.60403
bearish_bid_ratio;0.00012356011;0.07437514;99.6784
diffPriceClosePoc_0_0;0.00012262962;0.07381505;99.75221
VolBlw_vol_ratio;-0.00010677058;0.06426893;99.81648
asymetrie_volume;7.854405e-05;0.0472784;99.86376
candleSizeTicks;6.525839e-05;0.0392813;99.903046
finished_auction_high;-4.9734415e-05;0.029936878;99.93298
VolAbv_vol_ratio;-4.8304315e-05;0.029076051;99.96206
finished_auction_low;3.552532e-05;0.02138393;99.983444
deltaCustomSectionMin;-2.1135304e-05;0.012722076;99.99617
is_in_range_5_23;6.351524e-06;0.003823204;99.99999
bullish_volume_quality;0.0;0.0;99.99999
bullish_extreme_volume_score;0.0;0.0;99.99999
bullish_extrem_pressure_ratio_extrem;0.0;0.0;99.99999
extrem_asc_dsc_comparison_bullish_extrem;0.0;0.0;99.99999
extrem_ask_bid_imbalance_bullish;0.0;0.0;99.99999
extrem_zone_significance_bullish_extrem;0.0;0.0;99.99999
extrem_dsc_ratio_bullish_extrem;0.0;0.0;99.99999
extrem_asc_ratio_bullish_extrem;0.0;0.0;99.99999
bullish_repeat_ticks_ratio_extrem;0.0;0.0;99.99999
bullish_continuation_vs_reversal_extrem;0.0;0.0;99.99999
bullish_extrem_vs_rest_activity_extrem;0.0;0.0;99.99999
bullish_extrem_abs_ratio_extrem;0.0;0.0;99.99999
bullish_extrem_zone_volume_ratio_extrem;0.0;0.0;99.99999
bullish_extrem_revIntensity_ratio_extrem;0.0;0.0;99.99999
is_in_range_10_32;0.0;0.0;99.99999
session_type;0.0;0.0;99.99999
