feature;importance;importance_percentage;cumulative_importance_percentage
bearish_dsc_ask_bid_delta_imbalance;0.005416376;10.388216;10.388216
bearish_market_context_score;0.0045777014;8.779698;19.167915
diffPriceCloseVWAP;0.0033290095;6.384798;25.552713
bearish_absorption_score;0.0031081918;5.961286;31.514
bearish_repeatAskBid_ratio;-0.002618325;5.021757;36.53576
bearish_absorption_intensity_repeat_count;0.0022882877;4.3887696;40.92453
bullish_ask_ratio;-0.0019818947;3.80113;44.72566
perct_VA11P;0.0018666452;3.58009;48.305748
perct_VA21P;-0.0018176732;3.4861655;51.791912
diffHighPrice_0_4;0.001800568;3.4533587;55.24527
naked_poc_dist_above;-0.0017291117;3.3163104;58.56158
bullish_asc_ask_bid_delta_imbalance;-0.0017279169;3.314019;61.8756
bull_imbalance_high_0;-0.0017205628;3.2999146;65.175514
ratio_delta_vol_VA16P;-0.0016745757;3.2117147;68.38723
diffPriceClosePoc_0_2;0.0014513566;2.7835965;71.17083
perctBB;-0.0014427935;2.7671733;73.938
bearish_ask_abs_ratio_abv;0.0013999421;2.6849873;76.62299
vol_volatility_score;-0.0013941852;2.673946;79.296936
diffPriceClose_VA16PvaH;-0.0012023906;2.306098;81.603035
deltaTimestampOpeningSection1min;0.0009894037;1.8976043;83.50064
bearish_asc_ask_bid_delta_imbalance;-0.00069775083;1.3382354;84.838875
bearish_imnbScore_score;-0.00064606;1.239096;86.07797
VolPocVolCandleRatio;0.00059330586;1.1379176;87.21589
range_strength_10_32;-0.0005778102;1.108198;88.32409
VolCandleMeanxRatio;-0.00051609054;0.9898242;89.31391
diffPriceClose_VA21PvaH;-0.0004657977;0.89336616;90.207275
poc_diff_ratio_6P_16P;-0.00044836666;0.8599346;91.06721
poc_diff_6P_21P;0.00039437253;0.7563779;91.823586
perct_VA6P;-0.00036173637;0.6937841;92.51737
bearish_absorption_ratio;0.00035385054;0.6786597;93.19603
bearish_ask_score;0.00031733938;0.6086339;93.804665
price_volume_dynamic;-0.00030682454;0.5884672;94.393135
diffVolCandle_0_1Ratio;-0.00025635737;0.4916748;94.88481
perct_VA16P;-0.00025417513;0.48748943;95.3723
poc_diff_ratio_6P_21P;-0.00024408614;0.4681395;95.84044
diffPriceClose_VA11PPoc;-0.00023751154;0.4555299;96.29597
deltaTimestampOpeningSection5min;0.0002020426;0.38750306;96.68347
bullish_absorption_ratio;0.00019833934;0.38040045;97.06387
ratioDeltaAbv;-0.00018794402;0.360463;97.42434
bearish_asc_dsc_ratio;0.00017283138;0.33147803;97.75581
bearish_dsc_ask_bid_imbalance;0.00016546292;0.31734586;98.07316
naked_poc_dist_below;-0.00016233424;0.31134528;98.38451
diffLowPrice_0_5;0.00015016254;0.28800085;98.67251
diffPriceClose_VA6PvaL;-0.00011908869;0.22840346;98.90091
bear_imbalance_high_2;0.00011870574;0.227669;99.12858
diffPriceClose_VA16PvaL;-0.00011545611;0.22143643;99.35001
bullish_combined_pressure;0.00011281135;0.21636398;99.566376
diffPriceClose_VA11PvaH;-8.305332e-05;0.15929024;99.72566
count_blw_tot_ratio;-7.535815e-05;0.14453144;99.87019
diffLowPrice_0_4;-4.402158e-05;0.084430195;99.95462
imbalance_score_low;-2.3657261e-05;0.04537291;99.99999
bearish_asc_ask_bid_imbalance;0.0;0.0;99.99999
diffLowPrice_0_3;0.0;0.0;99.99999
diffLowPrice_0_2;0.0;0.0;99.99999
bullish_dsc_dynamics;0.0;0.0;99.99999
bullish_asc_dynamics;0.0;0.0;99.99999
bullish_asc_dsc_ratio;0.0;0.0;99.99999
bearish_dsc_dynamics;0.0;0.0;99.99999
bearish_imbalance_evolution;0.0;0.0;99.99999
bearish_asc_dynamics;0.0;0.0;99.99999
bullish_ask_abs_ratio_blw;0.0;0.0;99.99999
bullish_abs_diff_blw;0.0;0.0;99.99999
bullish_bid_abs_ratio_blw;0.0;0.0;99.99999
diffHighPrice_0_5;0.0;0.0;99.99999
bearish_abs_diff_abv;0.0;0.0;99.99999
bearish_bid_abs_ratio_abv;0.0;0.0;99.99999
finished_auction_low;0.0;0.0;99.99999
finished_auction_high;0.0;0.0;99.99999
