Interaction;Value;Percentage_Contribution
perct_VA21P <-> diffPriceClose_VA21PPoc;3.1774;0.0066
diffHighPrice_0_4 <-> perct_VA6P;3.1722;0.0066
overlap_ratio_VA_6P_21P <-> pocDeltaPocVolRatio;3.1703;0.0066
bear_imbalance_low_1 <-> bearish_combined_pressure;3.1698;0.0066
diffPriceClose_VA16PvaL <-> bullish_repeatAskBid_ratio;3.1671;0.0066
diffPriceClose_VA16PvaL <-> bullish_combined_pressure;3.1627;0.0066
vol_volatility_score <-> bearish_ask_bid_ratio;3.1510;0.0066
diffPriceClose_VA21PvaL <-> bearish_absorption_score;3.1458;0.0066
deltaTimestampOpeningSection5min <-> overlap_ratio_VA_11P_21P;3.1457;0.0066
ratio_delta_vol_VA11P <-> ratioDeltaAbv;3.1437;0.0066
perct_VA11P <-> bearish_bid_ratio;3.1423;0.0066
diffLowPrice_0_5 <-> bearish_abs_diff_abv;3.1324;0.0065
bearish_bid_score <-> perct_VA6P;3.1216;0.0065
diffVolCandle_0_1Ratio <-> bear_imbalance_low_0;3.1202;0.0065
bearish_absorption_score <-> bullish_ask_score;3.1093;0.0065
bullish_ask_abs_ratio_blw <-> diffVolCandle_0_1Ratio;3.1080;0.0065
diffPriceClose_VA11PvaL <-> bearish_ask_abs_ratio_abv;3.0861;0.0065
VolAbv_vol_ratio <-> bearish_ask_ratio;3.0850;0.0064
bear_imbalance_high_3 <-> bullish_ask_score;3.0838;0.0064
bullish_absorption_intensity_repeat_count <-> imbalance_score_high;3.0792;0.0064
deltaTimestampOpeningSection1min <-> bearish_ask_bid_ratio;3.0754;0.0064
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA11PvaL;3.0665;0.0064
bear_imbalance_low_1 <-> bearish_bid_abs_ratio_abv;3.0664;0.0064
bullish_repeatAskBid_ratio <-> range_strength_5_23;3.0658;0.0064
poc_diff_ratio_6P_21P <-> market_regimeADX;3.0619;0.0064
perctBB <-> overlap_ratio_VA_11P_21P;3.0583;0.0064
diffPriceClose_VA21PvaH <-> pocDeltaPocVolRatio;3.0538;0.0064
poc_diff_11P_21P <-> diffPriceCloseVWAP;3.0482;0.0064
VolAbv_vol_ratio <-> diffHighPrice_0_4;3.0440;0.0064
bullish_ask_score <-> diffHighPrice_0_3;3.0414;0.0064
bullish_imnbScore_score <-> bullish_asc_dynamics;3.0265;0.0063
bearish_ask_abs_ratio_abv <-> perct_VA16P;3.0225;0.0063
bullish_dsc_ask_bid_delta_imbalance <-> perct_VA21P;3.0169;0.0063
diffLowPrice_0_3 <-> absorption_intensity_repeat_bearish_vol;3.0135;0.0063
bearish_bid_score <-> bearish_bid_ratio;3.0133;0.0063
bullish_bid_score <-> bull_imbalance_high_0;3.0132;0.0063
deltaTimestampOpeningSection5min <-> perct_VA21P;3.0091;0.0063
bearish_ask_abs_ratio_abv <-> naked_poc_dist_above;3.0067;0.0063
poc_diff_ratio_6P_11P <-> diffHighPrice_0_3;3.0041;0.0063
diffPriceClosePoc_0_0 <-> bearish_bid_score;2.9937;0.0063
bear_imbalance_low_0 <-> range_strength_5_23;2.9876;0.0062
range_strength_5_23 <-> poc_diff_ratio_6P_21P;2.9874;0.0062
ratioDeltaBlw <-> bearish_dsc_dynamics;2.9855;0.0062
bullish_asc_dsc_ratio <-> bullish_absorption_score;2.9824;0.0062
deltaTimestampOpeningSection1min <-> finished_auction_high;2.9806;0.0062
bullish_absorption_intensity_repeat_count <-> diffLowPrice_0_5;2.9782;0.0062
overlap_ratio_VA_6P_11P <-> bearish_imbalance_evolution;2.9772;0.0062
diffVolCandle_0_1Ratio <-> bullish_asc_dynamics;2.9763;0.0062
VolBlw_vol_ratio <-> bullish_asc_ask_bid_delta_imbalance;2.9706;0.0062
bearish_repeatAskBid_ratio <-> diffVolDelta_0_1Ratio;2.9671;0.0062
diffPriceClosePoc_0_3 <-> perct_VA21P;2.9667;0.0062
count_blw_tot_ratio <-> bear_imbalance_low_0;2.9629;0.0062
bullish_repeatAskBid_ratio <-> bearish_imnbScore_score;2.9617;0.0062
poc_diff_ratio_6P_21P <-> bearish_asc_ask_bid_delta_imbalance;2.9615;0.0062
diffPriceClosePoc_0_0 <-> bearish_absorption_intensity_repeat_count;2.9582;0.0062
bandWidthBB <-> bearish_absorption_ratio;2.9551;0.0062
bullish_dsc_dynamics <-> ratio_delta_vol_VA6P;2.9491;0.0062
deltaTimestampOpeningSection30min <-> bearish_combined_pressure;2.9487;0.0062
poc_diff_ratio_6P_21P <-> bearish_imnbScore_score;2.9486;0.0062
poc_diff_ratio_6P_21P <-> perct_VA6P;2.9482;0.0062
poc_diff_ratio_6P_16P <-> ratioDeltaAbv;2.9446;0.0062
bearish_imbalance_evolution <-> VolBlw_vol_ratio;2.9424;0.0061
bearish_reversal_force <-> overlap_ratio_VA_11P_21P;2.9364;0.0061
poc_diff_ratio_6P_21P <-> deltaTimestampOpeningSection1min;2.9290;0.0061
diffPriceClose_VA21PvaH <-> bearish_ask_abs_ratio_abv;2.9205;0.0061
perctBB <-> ratio_delta_vol_VA16P;2.9192;0.0061
cumDiffVolDeltaRatio <-> bull_imbalance_low_3;2.9119;0.0061
poc_diff_ratio_6P_11P <-> bearish_asc_dsc_ratio;2.9081;0.0061
overlap_ratio_VA_6P_16P <-> bullish_asc_dsc_ratio;2.9019;0.0061
bull_imbalance_low_2 <-> bullish_repeatAskBid_ratio;2.9004;0.0061
ratio_delta_vol_VA11P <-> diffHighPrice_0_4;2.8918;0.0060
diffLowPrice_0_3 <-> diffPriceClose_VA11PvaH;2.8857;0.0060
bearish_absorption_intensity_repeat_count <-> bull_imbalance_high_0;2.8792;0.0060
diffHighPrice_0_4 <-> bear_imbalance_low_1;2.8721;0.0060
ratio_delta_vol_VA6P <-> bearish_reversal_force;2.8507;0.0060
ratio_delta_vol_VA11P <-> bull_imbalance_low_1;2.8482;0.0060
cumDiffVolDeltaRatio <-> ratio_delta_vol_VA21P;2.8482;0.0060
poc_diff_6P_11P <-> diffHighPrice_0_3;2.8451;0.0059
VolBlw_vol_ratio <-> bearish_absorption_score;2.8399;0.0059
overlap_ratio_VA_6P_21P <-> bearish_ask_abs_ratio_abv;2.8395;0.0059
diffLowPrice_0_3 <-> bullish_absorption_intensity_repeat_count;2.8391;0.0059
diffPriceCloseVWAP <-> poc_diff_ratio_6P_16P;2.8357;0.0059
vol_volatility_score <-> perct_VA16P;2.8314;0.0059
ratioDeltaBlw <-> diffPriceClose_VA6PPoc;2.8294;0.0059
bandWidthBB <-> imbalance_score_low;2.8276;0.0059
imbalance_score_high <-> perctBB;2.8262;0.0059
diffPriceCloseVWAP <-> diffHighPrice_0_1;2.8223;0.0059
diffPriceClosePoc_0_1 <-> perct_VA21P;2.8221;0.0059
overlap_ratio_VA_6P_21P <-> bull_imbalance_low_2;2.8207;0.0059
atr <-> bearish_ask_score;2.8124;0.0059
bullish_absorption_intensity_repeat_count <-> overlap_ratio_VA_11P_21P;2.8119;0.0059
bear_imbalance_low_1 <-> diffVolDelta_0_1Ratio;2.8039;0.0059
bearish_imbalance_evolution <-> bullish_asc_dynamics;2.8002;0.0059
bearish_dsc_ask_bid_imbalance <-> diffLowPrice_0_4;2.7985;0.0058
bullish_ask_abs_ratio_blw <-> finished_auction_high;2.7982;0.0058
poc_diff_ratio_11P_21P <-> bearish_market_context_score;2.7964;0.0058
bearish_asc_dsc_ratio <-> vol_volatility_score;2.7949;0.0058
deltaTimestampOpeningSection5min <-> bullish_ask_score;2.7896;0.0058
bull_imbalance_high_1 <-> naked_poc_dist_above;2.7819;0.0058
diffPriceClose_VA21PvaL <-> bear_imbalance_low_1;2.7726;0.0058
deltaTimestampOpeningSection5min <-> diffLowPrice_0_2;2.7689;0.0058
diffPriceClose_VA21PPoc <-> bullish_abs_diff_blw;2.7595;0.0058
ratio_delta_vol_VA6P <-> poc_diff_ratio_6P_16P;2.7483;0.0057
diffPriceClosePoc_0_1 <-> range_strength_5_23;2.7402;0.0057
bullish_dsc_ask_bid_delta_imbalance <-> bullish_reversal_force;2.7401;0.0057
naked_poc_dist_above <-> bullish_market_context_score;2.7330;0.0057
bullish_ask_ratio <-> diffPriceClose_VA16PPoc;2.7307;0.0057
price_volume_dynamic <-> diffHighPrice_0_3;2.7251;0.0057
bullish_asc_ask_bid_delta_imbalance <-> bullish_reversal_force;2.7249;0.0057
diffLowPrice_0_2 <-> bearish_imbalance_evolution;2.7205;0.0057
ratioDeltaBlw <-> bearish_bid_ratio;2.7172;0.0057
ratio_delta_vol_VA11P <-> poc_diff_11P_21P;2.7163;0.0057
bearish_ask_ratio <-> diffPriceClosePoc_0_1;2.7075;0.0057
VolPocVolCandleRatio <-> bearish_asc_dynamics;2.7021;0.0056
bullish_asc_dynamics <-> bullish_asc_ask_bid_delta_imbalance;2.6945;0.0056
bullish_dsc_ask_bid_imbalance <-> perct_VA6P;2.6937;0.0056
diffPriceCloseVWAP <-> diffPriceClose_VA6PvaH;2.6902;0.0056
bearish_asc_ask_bid_delta_imbalance <-> bearish_repeatAskBid_ratio;2.6900;0.0056
diffPriceClose_VA16PPoc <-> bear_imbalance_low_2;2.6887;0.0056
bullish_asc_ask_bid_delta_imbalance <-> bearish_imnbScore_score;2.6828;0.0056
bear_imbalance_high_2 <-> poc_diff_6P_11P;2.6761;0.0056
perct_VA6P <-> ratio_delta_vol_VA11P;2.6684;0.0056
perct_VA16P <-> bearish_dsc_dynamics;2.6660;0.0056
perct_VA21P <-> diffPriceClosePoc_0_4;2.6638;0.0056
bullish_ask_bid_ratio <-> bullish_abs_diff_blw;2.6637;0.0056
diffPriceClosePoc_0_2 <-> bullish_asc_dynamics;2.6636;0.0056
bullish_absorption_intensity_repeat_count <-> bullish_asc_dsc_ratio;2.6631;0.0056
diffPriceClose_VA11PvaL <-> bull_imbalance_high_0;2.6623;0.0056
overlap_ratio_VA_6P_21P <-> cumDiffVolDeltaRatio;2.6552;0.0055
atr <-> bullish_dsc_ask_bid_imbalance;2.6542;0.0055
bullish_asc_dsc_ratio <-> bear_imbalance_low_1;2.6510;0.0055
bullish_asc_dsc_ratio <-> bearish_dsc_ask_bid_delta_imbalance;2.6482;0.0055
atr <-> ratio_delta_vol_VA6P;2.6441;0.0055
price_volume_dynamic <-> deltaTimestampOpeningSection30min;2.6428;0.0055
bearish_asc_dynamics <-> imbalance_score_low;2.6410;0.0055
bullish_asc_ask_bid_imbalance <-> perct_VA16P;2.6361;0.0055
VolBlw_vol_ratio <-> bearish_asc_ask_bid_delta_imbalance;2.6318;0.0055
poc_diff_6P_16P <-> bull_imbalance_high_1;2.6275;0.0055
diffPriceClose_VA21PvaL <-> bull_imbalance_high_2;2.6269;0.0055
bullish_ask_score <-> diffHighPrice_0_5;2.6257;0.0055
bullish_abs_diff_blw <-> diffPriceClose_VA11PPoc;2.6245;0.0055
finished_auction_high <-> bearish_ask_bid_ratio;2.6235;0.0055
ratio_delta_vol_VA16P <-> perct_VA21P;2.6195;0.0055
diffHighPrice_0_1 <-> vol_volatility_score;2.6174;0.0055
diffPriceClose_VA11PPoc <-> bullish_asc_dynamics;2.6155;0.0055
poc_diff_ratio_6P_21P <-> bull_imbalance_high_2;2.6152;0.0055
bullish_combined_pressure <-> bearish_asc_ask_bid_imbalance;2.6119;0.0055
poc_diff_ratio_11P_21P <-> count_AbvBlw_asym_ratio;2.6116;0.0055
naked_poc_dist_above <-> poc_diff_ratio_6P_21P;2.6109;0.0055
poc_diff_ratio_6P_16P <-> diffPriceClosePoc_0_4;2.6103;0.0055
bullish_imnbScore_score <-> bearish_imbalance_evolution;2.6043;0.0054
diffPriceCloseVWAP <-> bullish_bid_score;2.6030;0.0054
diffPriceClose_VA6PvaL <-> bearish_bid_abs_ratio_abv;2.5915;0.0054
bandWidthBB <-> diffPriceClosePoc_0_1;2.5842;0.0054
diffHighPrice_0_3 <-> poc_diff_11P_21P;2.5832;0.0054
bullish_abs_diff_blw <-> bull_imbalance_high_2;2.5699;0.0054
ratio_delta_vol_VA21P <-> bull_imbalance_high_2;2.5691;0.0054
perctBB <-> market_regimeADX;2.5634;0.0054
diffHighPrice_0_2 <-> diffLowPrice_0_3;2.5621;0.0054
bull_imbalance_low_1 <-> bearish_bid_abs_ratio_abv;2.5592;0.0053
naked_poc_dist_below <-> bandWidthBB;2.5587;0.0053
diffPriceClose_VA21PvaH <-> overlap_ratio_VA_11P_21P;2.5473;0.0053
pocDeltaPocVolRatio <-> bullish_bid_score;2.5472;0.0053
bearish_abs_diff_abv <-> bearish_ask_abs_ratio_abv;2.5464;0.0053
bearish_bid_ratio <-> perct_VA16P;2.5409;0.0053
bull_imbalance_high_2 <-> bandWidthBB;2.5372;0.0053
bearish_dsc_ask_bid_delta_imbalance <-> bullish_asc_dynamics;2.5357;0.0053
overlap_ratio_VA_6P_11P <-> bearish_dsc_dynamics;2.5323;0.0053
bullish_ask_bid_ratio <-> overlap_ratio_VA_11P_21P;2.5283;0.0053
bear_imbalance_low_2 <-> deltaTimestampOpeningSection30min;2.5275;0.0053
bearish_imnbScore_score <-> imbalance_score_high;2.5256;0.0053
diffLowPrice_0_1 <-> bearish_bid_score;2.5228;0.0053
perct_VA6P <-> diffPriceCloseVWAPbyIndex;2.5194;0.0053
diffPriceCloseVWAPbyIndex <-> bullish_combined_pressure;2.5166;0.0053
ratioDeltaAbv <-> diffHighPrice_0_5;2.5122;0.0053
bear_imbalance_low_2 <-> diffPriceClose_VA11PvaH;2.5060;0.0052
poc_diff_ratio_11P_21P <-> perct_VA16P;2.5048;0.0052
bear_imbalance_high_1 <-> bullish_repeatAskBid_ratio;2.5014;0.0052
poc_diff_ratio_6P_11P <-> bear_imbalance_low_1;2.5012;0.0052
vol_volatility_score <-> VolCandleMeanxRatio;2.5001;0.0052
diffPriceClosePoc_0_5 <-> bearish_combined_pressure;2.4974;0.0052
overlap_ratio_VA_11P_21P <-> bullish_absorption_score;2.4965;0.0052
poc_diff_ratio_6P_21P <-> bear_imbalance_high_1;2.4959;0.0052
VolCandleMeanxRatio <-> perct_VA6P;2.4935;0.0052
bearish_combined_pressure <-> bearish_market_context_score;2.4935;0.0052
bullish_imnbScore_score <-> bearish_ask_abs_ratio_abv;2.4926;0.0052
perct_VA6P <-> asymetrie_volume;2.4924;0.0052
ratio_delta_vol_VA21P <-> diffPriceClose_VA16PvaH;2.4923;0.0052
market_regimeADX <-> bearish_combined_pressure;2.4810;0.0052
bullish_bid_abs_ratio_blw <-> ratio_delta_vol_VA11P;2.4808;0.0052
bull_imbalance_high_2 <-> bear_imbalance_low_2;2.4799;0.0052
bull_imbalance_low_2 <-> overlap_ratio_VA_11P_21P;2.4773;0.0052
poc_diff_6P_16P <-> diffPriceClose_VA6PPoc;2.4710;0.0052
perct_VA21P <-> diffPriceClose_VA16PvaH;2.4709;0.0052
bull_imbalance_low_3 <-> price_volume_dynamic;2.4675;0.0052
bearish_imbalance_evolution <-> diffHighPrice_0_5;2.4651;0.0052
diffPriceClose_VA11PvaH <-> count_blw_tot_ratio;2.4637;0.0051
diffPriceClose_VA6PPoc <-> bull_imbalance_low_3;2.4610;0.0051
bullish_ask_ratio <-> poc_diff_6P_11P;2.4607;0.0051
diffPriceClosePoc_0_2 <-> naked_poc_dist_below;2.4579;0.0051
diffPriceClosePoc_0_3 <-> vol_volatility_score;2.4523;0.0051
bull_imbalance_high_2 <-> overlap_ratio_VA_6P_11P;2.4432;0.0051
bearish_abs_diff_abv <-> diffVolCandle_0_1Ratio;2.4400;0.0051
diffHighPrice_0_5 <-> diffPriceClosePoc_0_2;2.4391;0.0051
perctBB <-> ratio_delta_vol_VA11P;2.4374;0.0051
price_volume_dynamic <-> diffHighPrice_0_5;2.4329;0.0051
diffPriceClosePoc_0_1 <-> bearish_imbalance_evolution;2.4227;0.0051
bear_imbalance_low_1 <-> diffLowPrice_0_3;2.4222;0.0051
diffPriceClosePoc_0_2 <-> diffPriceClosePoc_0_5;2.4199;0.0051
bullish_ask_score <-> bullish_combined_pressure;2.4182;0.0051
bearish_ask_ratio <-> bearish_repeatAskBid_ratio;2.4155;0.0050
diffPriceClose_VA11PPoc <-> diffVolCandle_0_1Ratio;2.4086;0.0050
bearish_ask_ratio <-> bear_imbalance_low_0;2.4059;0.0050
bullish_market_context_score <-> overlap_ratio_VA_6P_16P;2.3994;0.0050
price_volume_dynamic <-> is_in_range_10_32;2.3921;0.0050
diffPriceClose_VA11PvaL <-> deltaTimestampOpeningSection5min;2.3846;0.0050
imbalance_score_low <-> bullish_dsc_ask_bid_delta_imbalance;2.3824;0.0050
diffLowPrice_0_2 <-> bullish_ask_abs_ratio_blw;2.3707;0.0050
bearish_asc_dynamics <-> diffPriceClosePoc_0_4;2.3678;0.0049
overlap_ratio_VA_11P_21P <-> poc_diff_6P_16P;2.3574;0.0049
diffPriceClose_VA21PPoc <-> bearish_ask_ratio;2.3553;0.0049
poc_diff_ratio_11P_21P <-> imbalance_score_high;2.3529;0.0049
bearish_asc_ask_bid_imbalance <-> bear_imbalance_high_3;2.3519;0.0049
diffLowPrice_0_4 <-> bullish_repeatAskBid_ratio;2.3515;0.0049
ratio_delta_vol_VA6P <-> diffLowPrice_0_1;2.3498;0.0049
bear_imbalance_low_2 <-> poc_diff_ratio_6P_16P;2.3492;0.0049
bull_imbalance_low_1 <-> perctBB;2.3486;0.0049
bullish_bid_score <-> imbalance_score_low;2.3462;0.0049
deltaTimestampOpeningSection30min <-> range_strength_5_23;2.3388;0.0049
poc_diff_ratio_6P_21P <-> bullish_ask_score;2.3291;0.0049
diffPriceClose_VA21PPoc <-> bearish_bid_abs_ratio_abv;2.3283;0.0049
poc_diff_6P_21P <-> poc_diff_ratio_6P_11P;2.3257;0.0049
bull_imbalance_low_2 <-> imbalance_score_low;2.3244;0.0049
bearish_dsc_dynamics <-> poc_diff_6P_21P;2.3219;0.0049
diffPriceClose_VA16PPoc <-> imbalance_score_low;2.3200;0.0048
diffPriceClose_VA21PvaL <-> price_volume_dynamic;2.3178;0.0048
naked_poc_dist_above <-> poc_diff_ratio_11P_21P;2.3163;0.0048
diffLowPrice_0_2 <-> diffLowPrice_0_3;2.3146;0.0048
bearish_ask_bid_ratio <-> bearish_bid_score;2.3136;0.0048
bull_imbalance_high_2 <-> bullish_bid_score;2.3133;0.0048
diffVolCandle_0_1Ratio <-> bullish_market_context_score;2.3110;0.0048
poc_diff_6P_11P <-> bullish_dsc_ask_bid_delta_imbalance;2.3050;0.0048
bearish_asc_dynamics <-> poc_diff_ratio_6P_21P;2.3022;0.0048
bear_imbalance_high_2 <-> bear_imbalance_low_2;2.2925;0.0048
diffVolCandle_0_1Ratio <-> diffLowPrice_0_3;2.2884;0.0048
deltaTimestampOpeningSection5min <-> bullish_reversal_force;2.2857;0.0048
bear_imbalance_high_1 <-> diffPriceClosePoc_0_3;2.2847;0.0048
cumDiffVolDeltaRatio <-> bullish_asc_ask_bid_delta_imbalance;2.2828;0.0048
bullish_ask_score <-> ratioDeltaAbv;2.2822;0.0048
diffPriceClose_VA21PvaH <-> bear_imbalance_high_1;2.2758;0.0048
bearish_imbalance_evolution <-> diffHighPrice_0_2;2.2746;0.0048
bearish_ask_ratio <-> poc_diff_ratio_11P_21P;2.2613;0.0047
bearish_dsc_ask_bid_delta_imbalance <-> bearish_market_context_score;2.2607;0.0047
ratio_delta_vol_VA16P <-> diffPriceClose_VA21PvaH;2.2530;0.0047
poc_diff_6P_16P <-> bearish_asc_dynamics;2.2489;0.0047
vol_volatility_score <-> bearish_ask_abs_ratio_abv;2.2474;0.0047
poc_diff_6P_21P <-> bearish_asc_ask_bid_delta_imbalance;2.2457;0.0047
bearish_ask_abs_ratio_abv <-> perctBB;2.2342;0.0047
bullish_absorption_score <-> bearish_asc_ask_bid_imbalance;2.2340;0.0047
poc_diff_6P_21P <-> overlap_ratio_VA_6P_16P;2.2330;0.0047
poc_diff_ratio_6P_11P <-> diffPriceClose_VA11PvaH;2.2324;0.0047
perct_VA6P <-> poc_diff_ratio_6P_11P;2.2290;0.0047
bearish_absorption_intensity_repeat_count <-> bearish_absorption_ratio;2.2285;0.0047
bullish_ask_score <-> diffPriceClosePoc_0_0;2.2241;0.0046
atr <-> overlap_ratio_VA_6P_21P;2.2187;0.0046
diffPriceClose_VA11PPoc <-> perct_VA6P;2.2146;0.0046
naked_poc_dist_above <-> diffHighPrice_0_1;2.2144;0.0046
bullish_bid_score <-> overlap_ratio_VA_6P_21P;2.2080;0.0046
bull_imbalance_low_2 <-> diffLowPrice_0_5;2.2028;0.0046
bearish_dsc_dynamics <-> bullish_absorption_score;2.2024;0.0046
diffPriceCloseVWAPbyIndex <-> VolPocVolCandleRatio;2.1981;0.0046
diffLowPrice_0_2 <-> poc_diff_ratio_6P_16P;2.1972;0.0046
finished_auction_high <-> poc_diff_11P_21P;2.1911;0.0046
bull_imbalance_high_1 <-> ratio_delta_vol_VA6P;2.1893;0.0046
bull_imbalance_low_3 <-> poc_diff_11P_21P;2.1879;0.0046
deltaTimestampOpeningSection5min <-> bullish_market_context_score;2.1864;0.0046
overlap_ratio_VA_11P_21P <-> diffLowPrice_0_4;2.1828;0.0046
naked_poc_dist_below <-> bear_imbalance_high_1;2.1817;0.0046
VolCandleMeanxRatio <-> deltaTimestampOpeningSection5min;2.1783;0.0046
diffHighPrice_0_4 <-> diffPriceClose_VA16PvaL;2.1780;0.0046
poc_diff_ratio_6P_21P <-> VolAbv_vol_ratio;2.1760;0.0045
diffPriceClose_VA21PvaL <-> bull_imbalance_high_0;2.1722;0.0045
bullish_absorption_score <-> bearish_abs_diff_abv;2.1653;0.0045
count_AbvBlw_asym_ratio <-> bearish_ask_ratio;2.1551;0.0045
bullish_bid_score <-> bearish_market_context_score;2.1509;0.0045
bullish_asc_dynamics <-> ratio_delta_vol_VA16P;2.1480;0.0045
diffLowPrice_0_4 <-> diffPriceClose_VA16PPoc;2.1475;0.0045
naked_poc_dist_above <-> poc_diff_ratio_6P_16P;2.1475;0.0045
poc_diff_6P_11P <-> diffPriceCloseVWAP;2.1449;0.0045
overlap_ratio_VA_11P_21P <-> diffPriceClose_VA16PvaL;2.1446;0.0045
naked_poc_dist_above <-> bullish_absorption_ratio;2.1446;0.0045
deltaTimestampOpeningSection1min <-> poc_diff_ratio_6P_16P;2.1409;0.0045
bearish_ask_abs_ratio_abv <-> cumDiffVolDeltaRatio;2.1343;0.0045
bullish_dsc_ask_bid_delta_imbalance <-> overlap_ratio_VA_6P_16P;2.1323;0.0045
atr <-> diffPriceClose_VA16PPoc;2.1227;0.0044
perct_VA16P <-> bearish_ask_score;2.1047;0.0044
diffPriceCloseVWAP <-> diffPriceClose_VA6PvaL;2.0945;0.0044
diffHighPrice_0_1 <-> bearish_imnbScore_score;2.0920;0.0044
bullish_abs_diff_blw <-> bullish_dsc_dynamics;2.0870;0.0044
bullish_market_context_score <-> market_regimeADX;2.0867;0.0044
absorption_intensity_repeat_bearish_vol <-> diffPriceClosePoc_0_4;2.0825;0.0044
diffPriceClose_VA6PvaH <-> ratio_delta_vol_VA16P;2.0748;0.0043
diffLowPrice_0_4 <-> VolPocVolCandleRatio;2.0746;0.0043
poc_diff_6P_21P <-> bull_imbalance_low_2;2.0727;0.0043
deltaTimestampOpeningSection30min <-> ratio_delta_vol_VA21P;2.0606;0.0043
diffPriceClosePoc_0_1 <-> poc_diff_6P_16P;2.0569;0.0043
poc_diff_6P_21P <-> overlap_ratio_VA_6P_21P;2.0560;0.0043
bear_imbalance_high_1 <-> bullish_imbalance_evolution;2.0559;0.0043
diffPriceClosePoc_0_5 <-> diffPriceCloseVWAP;2.0539;0.0043
price_volume_dynamic <-> bearish_ask_abs_ratio_abv;2.0475;0.0043
bull_imbalance_high_2 <-> bullish_repeatAskBid_ratio;2.0455;0.0043
market_regimeADX <-> poc_diff_ratio_6P_11P;2.0429;0.0043
overlap_ratio_VA_6P_11P <-> bull_imbalance_low_3;2.0414;0.0043
bearish_repeatAskBid_ratio <-> diffLowPrice_0_4;2.0379;0.0043
bear_imbalance_low_0 <-> bullish_imnbScore_score;2.0324;0.0042
bullish_asc_ask_bid_imbalance <-> atr;2.0301;0.0042
bearish_market_context_score <-> atr;2.0280;0.0042
bearish_market_context_score <-> diffPriceClose_VA11PvaL;2.0227;0.0042
bear_imbalance_low_1 <-> bullish_dsc_dynamics;2.0164;0.0042
bearish_ask_bid_ratio <-> diffHighPrice_0_1;2.0156;0.0042
diffHighPrice_0_3 <-> diffPriceClosePoc_0_4;2.0151;0.0042
diffPriceClosePoc_0_2 <-> VolCandleMeanxRatio;2.0110;0.0042
diffPriceClose_VA16PvaL <-> diffPriceClose_VA6PvaL;2.0097;0.0042
absorption_intensity_repeat_bearish_vol <-> poc_diff_6P_16P;2.0076;0.0042
overlap_ratio_VA_6P_16P <-> diffHighPrice_0_4;2.0043;0.0042
bullish_imnbScore_score <-> perct_VA21P;2.0001;0.0042
ratio_delta_vol_VA16P <-> bearish_bid_score;1.9997;0.0042
poc_diff_6P_21P <-> perct_VA6P;1.9992;0.0042
ratio_delta_vol_VA11P <-> diffPriceClose_VA21PvaL;1.9950;0.0042
bull_imbalance_low_3 <-> perct_VA6P;1.9931;0.0042
poc_diff_6P_16P <-> bearish_absorption_score;1.9910;0.0042
bearish_dsc_ask_bid_delta_imbalance <-> bullish_asc_ask_bid_imbalance;1.9910;0.0042
diffPriceClose_VA11PPoc <-> range_strength_5_23;1.9901;0.0042
bull_imbalance_low_1 <-> ratioDeltaBlw;1.9864;0.0042
bull_imbalance_high_1 <-> bull_imbalance_low_3;1.9838;0.0041
bullish_bid_score <-> bear_imbalance_low_0;1.9804;0.0041
poc_diff_ratio_6P_21P <-> overlap_ratio_VA_11P_21P;1.9788;0.0041
diffPriceClose_VA21PPoc <-> diffLowPrice_0_5;1.9771;0.0041
bullish_combined_pressure <-> diffPriceClose_VA21PvaH;1.9711;0.0041
poc_diff_ratio_6P_16P <-> bearish_bid_abs_ratio_abv;1.9688;0.0041
bullish_dsc_ask_bid_delta_imbalance <-> diffPriceCloseVWAP;1.9548;0.0041
pocDeltaPocVolRatio <-> bullish_absorption_score;1.9541;0.0041
bullish_dsc_dynamics <-> bearish_absorption_score;1.9468;0.0041
bullish_bid_abs_ratio_blw <-> overlap_ratio_VA_6P_21P;1.9458;0.0041
bullish_imbalance_evolution <-> poc_diff_6P_21P;1.9399;0.0041
diffPriceClose_VA6PPoc <-> deltaTimestampOpeningSection1min;1.9398;0.0041
diffPriceClosePoc_0_3 <-> diffPriceCloseVWAP;1.9335;0.0040
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_high_1;1.9327;0.0040
bearish_imnbScore_score <-> overlap_ratio_VA_11P_21P;1.9281;0.0040
ratio_delta_vol_VA16P <-> bullish_absorption_intensity_repeat_count;1.9214;0.0040
bearish_absorption_intensity_repeat_count <-> bullish_reversal_force;1.9132;0.0040
bullish_dsc_dynamics <-> bull_imbalance_high_2;1.9123;0.0040
bullish_ask_abs_ratio_blw <-> bearish_bid_abs_ratio_abv;1.9066;0.0040
diffLowPrice_0_5 <-> bullish_ask_abs_ratio_blw;1.9029;0.0040
bearish_absorption_intensity_repeat_count <-> poc_diff_ratio_11P_21P;1.8979;0.0040
diffPriceClose_VA21PvaL <-> diffPriceClosePoc_0_3;1.8953;0.0040
overlap_ratio_VA_6P_16P <-> poc_diff_ratio_11P_21P;1.8911;0.0040
perctBB <-> VolPocVolCandleRatio;1.8811;0.0039
bear_imbalance_low_2 <-> bearish_ask_score;1.8810;0.0039
bullish_dsc_ask_bid_imbalance <-> diffPriceClose_VA21PPoc;1.8761;0.0039
diffPriceClose_VA6PvaH <-> candleSizeTicks;1.8721;0.0039
