Feature;Global_Mean;Selected_Mean;Difference
bear_imbalance_high_3;1.1059546664000903;1.1135677325924138;0.007613066192323492
bullish_imnbScore_score;0.38547240083571244;0.38842168116446185;0.002949280328749415
bullish_combined_pressure;-0.022054715866532744;-0.010903687604231079;0.011151028262301665
range_strength_5_23;2.9215521578586308;2.710459178782387;-0.21109297907624391
bandWidthBB;4.102358772874058;4.055487300128653;-0.04687147274540493
diffHighPrice_0_4;1.4698985083807474;1.384809777614409;-0.08508873076633838
deltaTimestampOpeningSection5min;538.339228048593;543.8108803528763;5.471652304283339
perctBB;0.6897237764108873;0.6712547972799119;-0.01846897913097545
perct_VA11P;0.5993638649099566;0.5772377481209656;-0.022126116788991013
perct_VA21P;0.5465764757922118;0.5165462273601378;-0.030030248432074025
bearish_market_context_score;-0.1262346380861703;-0.10754240782093653;0.01869223026523377
market_regimeADX;30.41986710932434;30.289528239429746;-0.13033886989459376
vol_volatility_score;2.4395811099775044;2.235679495250295;-0.20390161472720925
diffVolCandle_0_1Ratio;0.30064968451338636;0.2871528808035103;-0.013496803709876048
VolPocVolCandleRatio;0.3468429985580555;0.34979197011058977;0.002948971552534263
bull_imbalance_high_0;0.7531051237230724;0.7834417757738751;0.030336652050802715
bearish_absorption_intensity_repeat_count;0.5012139924322206;0.5031507220686379;0.0019367296364172226
finished_auction_high;0.6761494694756266;0.6864546958279728;0.010305226352346208
bearish_dsc_ask_bid_delta_imbalance;-0.1128505321251898;-0.10819504806250584;0.0046554840626839705
bearish_repeatAskBid_ratio;0.9113175572582697;0.9100262175602787;-0.0012913396979910008
