feature;importance;importance_percentage;cumulative_importance_percentage
perct_VA11P;-0.007817873;6.7328424;6.7328424
bearish_dsc_ask_bid_delta_imbalance;-0.0077868984;6.706167;13.43901
bearish_repeatAskBid_ratio;0.007635766;6.5760098;20.015018
vol_volatility_score;-0.007092411;6.1080666;26.123085
bearish_absorption_intensity_repeat_count;0.006084148;5.2397385;31.362823
bear_imbalance_high_3;-0.0058591715;5.045986;36.40881
bull_imbalance_high_0;0.005088975;4.382684;40.791492
bearish_dsc_ask_bid_imbalance;-0.0048992676;4.219306;45.0108
perct_VA21P;-0.0048944806;4.2151833;49.225983
diffPriceCloseVWAP;-0.0042064693;3.6226602;52.848644
finished_auction_high;0.0041418686;3.5670252;56.41567
diffHighPrice_0_4;-0.003806289;3.27802;59.693687
bullish_asc_ask_bid_delta_imbalance;0.0037845795;3.2593236;62.95301
bullish_imnbScore_score;-0.0036136229;3.1120937;66.0651
price_volume_dynamic;0.0032259466;2.7782223;68.84332
perctBB;-0.0032208567;2.773839;71.617165
diffPriceClose_VA16PvaH;-0.0030304086;2.609823;74.22699
naked_poc_dist_above;-0.003023272;2.6036768;76.830666
diffVolCandle_0_1Ratio;-0.002769341;2.3849883;79.21565
bearish_ask_abs_ratio_abv;-0.002681874;2.309661;81.525314
bullish_dsc_ask_bid_delta_imbalance;-0.0025147537;2.165735;83.69105
bandWidthBB;-0.002366308;2.0378919;85.72894
deltaTimestampOpeningSection5min;-0.0021267834;1.8316104;87.560555
bearish_market_context_score;0.0018644463;1.6056826;89.16624
range_strength_5_23;0.0018150613;1.5631517;90.729385
bullish_repeatAskBid_ratio;-0.0018112512;1.5598704;92.28925
cumDiffVolDeltaRatio;0.0018038384;1.5534865;93.84274
bullish_ask_ratio;-0.0013697885;1.1796777;95.02242
diffPriceClose_VA11PvaH;-0.0012455964;1.0727221;96.095146
bearish_combined_pressure;-0.000886017;0.7630481;96.85819
bearish_bid_score;0.000885822;0.76288015;97.62107
perct_VA6P;-0.0007980061;0.68725204;98.30832
poc_diff_ratio_6P_16P;-0.0006242876;0.5376437;98.84596
imbalance_score_low;0.00058763364;0.5060769;99.35204
VolPocVolCandleRatio;0.0003787684;0.3261997;99.678246
bearish_imnbScore_score;0.00037360977;0.32175705;100.0
bullish_ask_score;0.0;0.0;100.0
bearish_asc_dynamics;0.0;0.0;100.0
bear_imbalance_high_2;0.0;0.0;100.0
